sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
I,0.7087192,0.55052733,0.17678963,1.5238774,0.6483327,0.32946095,0.54146284,greater than 11.0
I,0.5705946,0.42146516,0.12140314,0.6904838,0.308023,0.14148149,0.2083243,greater than 11.0
F,0.659908,0.5375549,0.17915729,1.5012102,0.65171814,0.365828,0.42725644,greater than 11.0
F,0.5080905,0.38865814,0.13072109,0.63154685,0.34577456,0.11929177,0.15788774,between 8.0 and 9.0
M,0.529422,0.43055505,0.1547478,0.7142676,0.279549,0.14665651,0.222753,greater than 11.0
I,0.37841177,0.25349936,0.10084469,0.26447314,0.085382365,0.08625385,0.084570415,between 8.0 and 9.0
F,0.5136684,0.39679804,0.12588702,0.65765744,0.26622093,0.19873562,0.2071805,between 8.0 and 9.0
I,0.65061027,0.5127698,0.19252081,1.5573246,0.7408069,0.33872673,0.38716915,greater than 11.0
F,0.74844825,0.52927804,0.22456323,2.1316547,0.5348116,0.27499455,0.7609002,greater than 11.0
F,0.5317463,0.3891793,0.12533695,0.5997832,0.25485453,0.1216086,0.17467864,greater than 11.0
I,0.3822996,0.29760343,0.100026414,0.34994835,0.17878893,0.06866691,0.09327986,greater than 11.0
F,0.63098955,0.46771896,0.16641597,1.2843456,0.5824297,0.3177325,0.34307283,between 9.0 and 11.0
F,0.60238314,0.44849277,0.14656839,0.9581297,0.33916664,0.22464323,0.29560867,greater than 11.0
M,0.67307943,0.533104,0.18978885,1.4247279,0.70530987,0.2834101,0.3819357,between 9.0 and 11.0
F,0.6648206,0.5414778,0.19263813,1.7294595,0.7281566,0.33722135,0.48076147,greater than 11.0
I,0.40116888,0.29867947,0.1145686,0.36034238,0.15087366,0.090752795,0.11128629,between 8.0 and 9.0
F,0.5731903,0.43974236,0.1431275,0.8437172,0.4157663,0.15146509,0.21645871,greater than 11.0
I,0.40138963,0.28763643,0.08513869,0.29410225,0.14217624,0.053654645,0.085199185,between 8.0 and 9.0
M,0.41740644,0.30670065,0.115934394,0.46131742,0.21658425,0.10756235,0.13003692,between 8.0 and 9.0
I,0.3813798,0.27670524,0.10890579,0.22040024,0.08935531,0.045648392,0.07280241,between 8.0 and 9.0
F,0.6213442,0.4851974,0.1601132,1.2111971,0.4633064,0.26735768,0.354056,between 9.0 and 11.0
M,0.7047608,0.5466,0.17384642,1.840874,0.7346973,0.42408895,0.49605778,greater than 11.0
M,0.5414018,0.45939907,0.15169933,0.7661173,0.3220603,0.15883583,0.25443727,between 9.0 and 11.0
I,0.6608512,0.5014023,0.1692031,1.3426125,0.5279595,0.31653583,0.37723583,greater than 11.0
I,0.5241286,0.3924714,0.13078351,0.7117302,0.32464945,0.14232178,0.22066744,greater than 11.0
I,0.6386346,0.48960456,0.15151304,1.1059303,0.50420195,0.21336445,0.32288152,between 9.0 and 11.0
I,0.610398,0.4744709,0.1682465,1.1801398,0.6152912,0.25147223,0.2813855,between 8.0 and 9.0
F,0.6005152,0.46724424,0.17321831,1.0217766,0.41749024,0.26937422,0.2981355,between 9.0 and 11.0
M,0.6908855,0.51068133,0.18941483,1.7964103,0.7857434,0.3400312,0.5025397,between 9.0 and 11.0
I,0.40907112,0.3060518,0.099829145,0.27692297,0.119234696,0.07189332,0.08155284,greater than 11.0
M,0.5302902,0.4015575,0.13667901,0.66100216,0.285847,0.1542073,0.20673133,between 8.0 and 9.0
I,0.40295818,0.30734333,0.1189607,0.34974653,0.14524016,0.061789706,0.111568734,between 8.0 and 9.0
I,0.57558143,0.44022846,0.13454556,1.0612422,0.49011943,0.2364312,0.24755229,between 9.0 and 11.0
F,0.49085617,0.37700215,0.13466124,0.58351994,0.21671349,0.14919807,0.17896259,between 8.0 and 9.0
F,0.576486,0.44432345,0.14281477,0.86581326,0.39933956,0.19643657,0.23287527,greater than 11.0
F,0.5335933,0.41811752,0.14871839,0.6876673,0.2503093,0.22534342,0.22799155,between 9.0 and 11.0
I,0.55535233,0.4333192,0.13339502,0.7188699,0.2989242,0.20245656,0.2202048,between 8.0 and 9.0
M,0.5709199,0.44116107,0.12973206,0.8163517,0.40215066,0.17341074,0.24189052,between 9.0 and 11.0
I,0.40070847,0.32867366,0.104849,0.37699267,0.15528324,0.093363486,0.11651991,greater than 11.0
F,0.56025934,0.45038745,0.1430837,0.96152943,0.46499756,0.20308097,0.2576596,between 9.0 and 11.0
M,0.27707204,0.23123951,0.088998996,0.12098858,0.07151792,0.014864507,0.03251815,less than 8.0
F,0.5098369,0.401805,0.13941741,0.59565866,0.23828462,0.105349384,0.17876802,between 8.0 and 9.0
F,0.52495956,0.4080354,0.110782914,0.5967404,0.23292504,0.14782602,0.20314911,greater than 11.0
I,0.58648044,0.4591684,0.17034511,1.09368,0.4537482,0.2220917,0.3172148,greater than 11.0
M,0.38376024,0.3036016,0.08946557,0.304923,0.14666265,0.060380887,0.09001017,greater than 11.0
M,0.42734817,0.3629306,0.12651446,0.5352871,0.20958677,0.10283153,0.19162592,greater than 11.0
I,0.5208652,0.40749574,0.13995156,0.59319615,0.22604193,0.12276148,0.21488962,greater than 11.0
F,0.6295341,0.485369,0.17346051,1.2631254,0.45337504,0.28316113,0.37576592,greater than 11.0
I,0.43164533,0.33811498,0.13953668,0.46515253,0.16178747,0.08613096,0.1586671,between 8.0 and 9.0
M,0.7138492,0.54476196,0.20077966,2.0535142,0.78704846,0.2793324,0.6942373,greater than 11.0
F,0.4437695,0.35872328,0.12224549,0.49841306,0.2214596,0.090241894,0.15727618,between 8.0 and 9.0
M,0.51836777,0.3978369,0.1360142,0.7207635,0.31427523,0.15924259,0.21428218,between 8.0 and 9.0
F,0.27973586,0.1999691,0.075170524,0.19548808,0.11487293,0.046525978,0.04565964,less than 8.0
I,0.69143677,0.5368986,0.1863824,1.5100671,0.7785776,0.36798748,0.3614838,between 9.0 and 11.0
I,0.5450308,0.40298846,0.12092159,0.7286972,0.3161473,0.18419851,0.23821576,greater than 11.0
I,0.5051629,0.38749456,0.11146636,0.701868,0.49989542,0.13651738,0.14754438,less than 8.0
I,0.47524315,0.37550804,0.13303775,0.6655836,0.2982013,0.14651236,0.18544383,greater than 11.0
F,0.2995838,0.20938395,0.07576942,0.17865004,0.09265838,0.02744594,0.050414372,less than 8.0
I,0.5405383,0.4309714,0.15438366,0.79440314,0.3157545,0.17998506,0.26089698,between 8.0 and 9.0
M,0.4688624,0.36148494,0.118493326,0.50361305,0.2162643,0.07501012,0.16961615,greater than 11.0
M,0.5521913,0.4655096,0.14696994,0.94391286,0.49530926,0.16561225,0.2568542,greater than 11.0
F,0.6606203,0.5314513,0.18259372,1.2906495,0.5553737,0.29331526,0.4100283,between 9.0 and 11.0
F,0.6654223,0.5074392,0.17355669,1.2275463,0.49821177,0.308354,0.38110998,greater than 11.0
I,0.39007783,0.2966732,0.10019481,0.3212165,0.11513864,0.065269135,0.11981099,greater than 11.0
