education,experience,ethnicity,smsa,region,parttime,wage
12.022066,9.952526,cauc,yes,south,no,between 522.32 and 783.48
15.457583,9.229635,cauc,yes,south,no,less than 308.64
16.514795,2.624552,cauc,yes,west,no,less than 308.64
13.062463,8.939936,cauc,no,west,no,between 522.32 and 783.48
13.884877,6.973961,cauc,yes,south,no,less than 308.64
14.130801,59.462482,cauc,yes,west,no,between 522.32 and 783.48
12.034798,8.710748,cauc,no,south,no,greater than 783.48
12.011257,21.217676,cauc,yes,west,no,less than 308.64
12.012709,40.191097,cauc,no,west,no,between 308.64 and 522.32
14.931689,25.454847,cauc,no,northeast,no,between 522.32 and 783.48
13.023905,10.978429,cauc,yes,midwest,no,less than 308.64
16.046995,4.334115,cauc,yes,west,no,between 308.64 and 522.32
16.080734,16.311705,cauc,no,west,no,between 522.32 and 783.48
15.974703,37.008133,cauc,yes,south,no,less than 308.64
12.007137,15.979868,cauc,no,northeast,no,between 308.64 and 522.32
12.05546,0.18743111,cauc,yes,west,no,less than 308.64
11.994471,22.461044,cauc,yes,northeast,no,between 522.32 and 783.48
11.947537,12.057795,cauc,yes,south,no,between 308.64 and 522.32
13.946125,0.536417,cauc,yes,south,no,greater than 783.48
16.063293,13.464466,cauc,no,south,no,greater than 783.48
16.3938,-1.081586,cauc,yes,south,no,less than 308.64
12.051545,-7.2211633,cauc,yes,midwest,no,between 308.64 and 522.32
11.975045,11.237433,cauc,no,midwest,no,between 308.64 and 522.32
15.03431,8.706922,cauc,no,northeast,no,between 308.64 and 522.32
16.010454,2.0250547,cauc,yes,midwest,no,between 522.32 and 783.48
12.973506,1.1753389,cauc,yes,west,no,greater than 783.48
11.963376,0.10730673,cauc,yes,south,no,between 308.64 and 522.32
16.343088,10.081237,cauc,yes,west,no,greater than 783.48
11.995758,11.773108,cauc,no,south,no,between 308.64 and 522.32
12.025756,7.9432974,cauc,no,west,no,between 308.64 and 522.32
8.526805,18.33762,cauc,no,south,no,greater than 783.48
7.483727,20.483507,cauc,no,west,no,between 308.64 and 522.32
