education,experience,ethnicity,smsa,region,parttime,wage
12.04113,42.863625,cauc,no,south,no,between 308.64 and 522.32
12.025361,50.462536,cauc,yes,south,no,greater than 783.48
9.854289,23.966627,cauc,yes,south,no,greater than 783.48
13.086342,31.017656,cauc,yes,south,no,between 308.64 and 522.32
11.921632,35.692097,cauc,yes,northeast,no,less than 308.64
11.992504,47.621002,cauc,no,west,no,between 522.32 and 783.48
17.376333,14.921755,cauc,yes,west,no,between 308.64 and 522.32
18.284407,9.463811,cauc,yes,south,no,greater than 783.48
12.014226,18.704052,afam,yes,south,no,less than 308.64
11.945372,36.93184,cauc,yes,midwest,no,less than 308.64
18.428099,15.763654,cauc,yes,northeast,no,greater than 783.48
13.956865,6.2086725,cauc,no,south,no,between 522.32 and 783.48
15.927174,15.881996,cauc,yes,south,no,greater than 783.48
11.952977,37.82403,cauc,yes,northeast,no,between 308.64 and 522.32
18.288658,0.9234746,cauc,yes,west,no,between 522.32 and 783.48
11.937283,11.097357,cauc,no,south,no,less than 308.64
11.989586,13.983929,cauc,yes,midwest,no,less than 308.64
11.981205,-0.6490035,cauc,yes,midwest,no,less than 308.64
12.040606,30.374958,cauc,yes,south,no,greater than 783.48
11.988128,46.821926,cauc,yes,south,no,between 308.64 and 522.32
14.10866,16.611835,cauc,yes,northeast,no,less than 308.64
13.934506,5.859652,afam,yes,south,no,between 522.32 and 783.48
12.040477,9.961404,cauc,yes,south,no,between 308.64 and 522.32
12.002786,9.734937,afam,yes,south,no,less than 308.64
12.000659,22.227818,cauc,yes,south,no,between 522.32 and 783.48
7.1306853,8.547287,cauc,yes,south,no,less than 308.64
12.007841,40.954346,cauc,yes,south,no,less than 308.64
12.017798,21.83332,cauc,yes,south,no,less than 308.64
11.992265,-0.049265273,cauc,yes,midwest,no,between 522.32 and 783.48
13.882397,4.333908,cauc,yes,midwest,no,less than 308.64
11.999919,13.171119,cauc,yes,midwest,no,less than 308.64
14.088973,12.166435,cauc,yes,south,no,greater than 783.48
7.0477724,52.414368,cauc,no,midwest,yes,less than 308.64
17.105156,27.51994,cauc,no,south,no,between 308.64 and 522.32
12.001068,37.904728,cauc,no,midwest,no,less than 308.64
11.967743,5.3380513,cauc,yes,midwest,no,less than 308.64
12.050071,40.215263,cauc,yes,west,no,between 308.64 and 522.32
11.98216,4.0114527,cauc,yes,south,no,less than 308.64
12.007994,30.757719,cauc,yes,northeast,no,less than 308.64
14.027478,2.2431104,cauc,yes,northeast,no,between 308.64 and 522.32
11.9881935,44.50117,cauc,no,south,no,greater than 783.48
11.959659,29.217701,cauc,yes,west,no,greater than 783.48
11.999726,-0.2737324,cauc,no,south,no,less than 308.64
6.826752,48.733055,cauc,yes,midwest,no,between 308.64 and 522.32
11.95039,35.529972,cauc,yes,south,no,between 522.32 and 783.48
11.983304,37.133827,cauc,yes,midwest,no,less than 308.64
11.990967,2.323882,cauc,yes,south,no,less than 308.64
12.056003,45.1921,cauc,no,south,no,less than 308.64
11.996728,13.163688,cauc,yes,south,no,less than 308.64
12.003239,27.541843,cauc,no,south,no,between 308.64 and 522.32
12.016652,35.159195,cauc,no,south,no,between 308.64 and 522.32
12.015527,38.03715,cauc,no,midwest,no,between 308.64 and 522.32
12.013015,16.653551,cauc,no,northeast,no,between 522.32 and 783.48
12.007524,0.79428136,cauc,yes,south,no,less than 308.64
12.039474,0.48692575,cauc,yes,northeast,no,less than 308.64
11.94791,7.4257245,cauc,yes,west,no,between 522.32 and 783.48
15.924218,41.58617,cauc,no,west,no,between 522.32 and 783.48
11.984184,1.6527628,cauc,yes,south,no,between 308.64 and 522.32
11.991284,0.5542046,afam,yes,south,no,less than 308.64
11.964022,17.380774,cauc,no,south,no,less than 308.64
11.98234,2.5314136,cauc,no,south,no,less than 308.64
7.7409062,33.116756,cauc,yes,south,no,less than 308.64
15.990597,21.948912,cauc,yes,south,no,greater than 783.48
11.922365,6.748115,cauc,yes,west,no,between 308.64 and 522.32
14.027529,8.626028,cauc,no,south,no,between 522.32 and 783.48
12.035063,24.494062,cauc,no,west,no,between 308.64 and 522.32
16.000425,7.65983,cauc,yes,south,no,greater than 783.48
12.000256,15.849185,cauc,yes,south,no,between 308.64 and 522.32
13.9454365,13.210993,cauc,yes,west,no,between 308.64 and 522.32
11.969977,9.543734,cauc,yes,midwest,no,less than 308.64
15.960607,14.022885,cauc,no,south,no,less than 308.64
11.974811,16.521389,cauc,yes,south,no,between 522.32 and 783.48
12.0068655,-0.72617453,afam,no,south,no,less than 308.64
12.042078,8.267536,cauc,yes,northeast,no,less than 308.64
11.967895,14.75686,cauc,yes,midwest,no,between 308.64 and 522.32
11.980339,10.609378,cauc,yes,midwest,no,less than 308.64
11.038492,50.19716,cauc,yes,south,no,between 522.32 and 783.48
17.959057,12.559315,cauc,yes,northeast,no,greater than 783.48
11.983752,18.06091,cauc,yes,northeast,no,between 308.64 and 522.32
12.080461,38.756382,cauc,no,northeast,no,between 308.64 and 522.32
11.996263,-1.6103753,cauc,yes,midwest,no,less than 308.64
12.0109,-2.3716352,cauc,yes,south,no,less than 308.64
11.969977,7.82749,afam,yes,south,no,less than 308.64
11.958976,16.672459,cauc,yes,west,no,between 308.64 and 522.32
14.122485,11.599641,afam,yes,midwest,no,less than 308.64
12.938985,37.271507,afam,yes,midwest,no,between 308.64 and 522.32
12.007401,0.8410542,cauc,yes,northeast,no,between 522.32 and 783.48
8.130461,26.115374,cauc,yes,midwest,no,less than 308.64
11.975434,34.95228,cauc,yes,south,no,between 308.64 and 522.32
18.379574,16.593834,cauc,no,south,no,greater than 783.48
12.975592,21.598238,cauc,yes,south,no,greater than 783.48
12.036253,7.5621395,cauc,yes,west,no,less than 308.64
12.004471,1.5206271,cauc,yes,midwest,no,less than 308.64
9.798545,12.021818,cauc,yes,south,no,between 308.64 and 522.32
11.98346,14.053833,cauc,yes,south,no,less than 308.64
11.966988,-1.2006693,cauc,yes,midwest,no,less than 308.64
12.05107,17.760544,cauc,no,west,no,less than 308.64
13.929605,4.0532546,cauc,yes,south,no,greater than 783.48
11.984733,11.879872,cauc,yes,south,no,between 522.32 and 783.48
12.021347,34.951843,cauc,yes,northeast,no,between 308.64 and 522.32
18.362633,10.973908,cauc,yes,west,no,greater than 783.48
11.953142,3.4982789,cauc,yes,west,no,less than 308.64
12.020349,7.136376,cauc,no,midwest,no,less than 308.64
11.965051,31.66469,cauc,yes,midwest,no,between 308.64 and 522.32
13.871652,17.509136,cauc,no,south,no,less than 308.64
11.960083,29.750978,cauc,yes,northeast,no,between 308.64 and 522.32
8.042859,11.984473,cauc,no,west,no,less than 308.64
13.923134,43.58457,cauc,yes,south,no,between 522.32 and 783.48
11.983798,41.232662,cauc,yes,west,no,between 308.64 and 522.32
11.9947605,13.043567,cauc,yes,midwest,no,between 522.32 and 783.48
13.936145,-0.008653535,cauc,no,west,no,less than 308.64
15.026568,7.076205,cauc,yes,northeast,no,greater than 783.48
12.023057,28.83191,cauc,yes,south,no,less than 308.64
15.988006,19.911701,cauc,no,south,no,between 308.64 and 522.32
11.98375,37.553062,cauc,no,south,no,less than 308.64
12.020239,-1.7927631,cauc,yes,south,no,less than 308.64
12.072117,15.5340185,cauc,yes,south,no,between 522.32 and 783.48
7.287678,32.332405,cauc,yes,south,no,between 308.64 and 522.32
12.017955,2.1600971,cauc,yes,west,no,less than 308.64
11.957995,25.047338,cauc,no,south,no,between 522.32 and 783.48
11.9663105,46.096416,cauc,yes,south,no,less than 308.64
11.955141,13.315212,cauc,yes,west,no,less than 308.64
13.839375,45.05214,cauc,yes,west,no,between 522.32 and 783.48
12.037079,32.79401,cauc,yes,south,no,between 308.64 and 522.32
11.1557,20.592659,cauc,yes,midwest,no,less than 308.64
15.950551,26.325073,cauc,yes,south,no,greater than 783.48
12.021146,49.373283,cauc,no,south,no,between 308.64 and 522.32
15.974422,18.851946,cauc,yes,south,no,between 308.64 and 522.32
