lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
5.885,17.349,28451.231,2227.395,8581.351,221.398,221.398,744.198,653.982,2.351,12.351,1.031,29.191,0.573,between 0.962 and 0.975
3.701,11.298,11446.892,1712.489,7389.821,95.219,95.219,624.581,603.781,1.742,8.781,1.024,18.351,0.401,greater than 0.988
8.459,25.191,50321.781,2968.781,9289.492,420.781,420.781,934.781,734.781,3.469,18.469,1.039,54.469,1.063,less than 0.962
2.549,7.781,6921.549,1519.781,7068.352,38.352,38.352,608.352,589.352,1.469,7.469,1.021,11.469,0.291,between 0.975 and 0.988
4.982,15.469,22143.781,2018.781,8439.781,171.781,171.781,711.781,639.781,2.141,11.469,1.026,24.781,0.469,between 0.962 and 0.975
7.351,21.781,38421.981,2659.982,9092.982,329.982,329.982,823.982,689.982,2.982,15.982,1.036,42.982,0.851,greater than 0.988
6.982,20.982,31098.982,2499.982,8942.982,279.982,279.982,813.982,679.982,2.799,14.982,1.033,36.982,0.699,between 0.975 and 0.988
5.549,17.092,27619.092,2192.092,8539.092,219.092,219.092,739.092,651.092,2.292,12.392,1.029,28.092,0.549,between 0.962 and 0.975
2.982,9.351,8376.351,1566.351,6898.351,56.351,56.351,593.351,579.351,1.439,7.439,1.02,13.439,0.281,greater than 0.988
8.982,26.549,52421.549,3139.549,9469.549,449.549,449.549,955.549,747.549,3.549,19.549,1.041,61.549,1.149,less than 0.962
1.982,5.982,4211.982,1426.982,6708.982,13.982,13.982,548.982,559.982,1.249,6.749,1.019,8.249,0.199,between 0.962 and 0.975
7.982,23.982,40321.982,2739.982,9249.982,343.982,343.982,853.982,699.982,3.082,16.082,1.035,45.082,0.899,between 0.975 and 0.988
6.549,19.982,29498.982,2439.982,8839.982,259.982,259.982,799.982,679.982,2.699,14.582,1.031,34.982,0.649,between 0.975 and 0.988
9.982,28.982,72998.982,3599.982,9829.982,659.982,659.982,1074.982,783.982,4.582,23.082,1.051,91.082,1.799,between 0.962 and 0.975
3.982,12.982,13498.982,1739.982,7518.982,102.982,102.982,634.982,610.982,1.682,9.082,1.023,16.982,0.351,greater than 0.988
5.351,16.982,23898.982,2089.982,8198.982,189.982,189.982,729.982,648.982,2.189,11.982,1.026,25.982,0.499,between 0.962 and 0.975
2.351,7.549,6242.549,1469.549,6799.549,29.549,29.549,591.549,576.549,1.349,7.349,1.02,10.349,0.251,between 0.975 and 0.988
8.351,25.351,50498.351,3079.351,9408.351,435.351,435.351,949.351,741.351,3.451,19.351,1.039,59.351,1.101,less than 0.962
4.351,14.351,20698.351,1989.351,8198.351,159.351,159.351,695.351,635.351,2.051,11.351,1.025,23.351,0.449,between 0.975 and 0.988
6.351,20.351,30298.351,2489.351,8928.351,275.351,275.351,805.351,675.351,2.751,14.351,1.031,34.351,0.669,between 0.962 and 0.975
9.351,27.351,72551.351,3579.351,9828.351,653.351,653.351,1068.351,780.351,4.451,22.851,1.049,90.351,1.749,greater than 0.988
1.351,5.351,4178.351,1408.351,6628.351,11.351,11.351,544.351,558.351,1.238,6.638,1.018,7.638,0.209,between 0.962 and 0.975
3.549,11.549,10321.549,1659.549,7349.549,91.549,91.549,613.549,596.549,1.649,8.549,1.022,14.549,0.321,greater than 0.988
5.982,18.549,29021.549,2269.549,8649.549,229.549,229.549,741.549,655.549,2.349,12.549,1.029,29.549,0.579,between 0.975 and 0.988
7.549,22.549,39621.549,2679.549,9119.549,335.549,335.549,831.549,693.549,2.979,15.979,1.035,43.549,0.869,less than 0.962
4.549,14.982,20898.982,2009.982,8378.982,169.982,169.982,705.982,636.982,2.082,11.982,1.025,24.982,0.459,between 0.962 and 0.975
9.549,27.549,72651.549,3589.549,9839.549,659.549,659.549,1073.549,782.549,4.549,22.949,1.049,90.549,1.749,between 0.962 and 0.975
8.549,25.982,50498.982,3089.982,9418.982,439.982,439.982,951.982,742.982,3.482,19.482,1.039,60.482,1.102,greater than 0.988
6.982,21.982,30721.982,2509.982,8968.982,287.982,287.982,813.982,682.982,2.782,14.982,1.032,35.982,0.699,between 0.975 and 0.988
3.982,12.982,13421.982,1749.982,7608.982,108.982,108.982,639.982,611.982,1.699,9.182,1.023,17.182,0.361,less than 0.962
5.982,18.982,29451.982,2289.982,8798.982,239.982,239.982,755.982,659.982,2.389,12.982,1.029,30.982,0.609,between 0.962 and 0.975
2.982,9.982,6931.982,1559.982,6991.982,35.982,35.982,605.982,591.982,1.449,7.449,1.02,11.449,0.281,between 0.975 and 0.988
7.982,23.982,40421.982,2739.982,9299.982,347.982,347.982,859.982,703.982,3.082,16.082,1.035,44.982,0.909,greater than 0.988
4.982,15.982,22198.982,2029.982,8488.982,179.982,179.982,717.982,640.982,2.149,11.982,1.026,25.982,0.499,between 0.962 and 0.975
9.982,27.982,72821.982,3589.982,9849.982,659.982,659.982,1064.982,781.982,4.529,22.982,1.049,90.982,1.749,less than 0.962
1.982,5.982,4239.982,1428.982,6698.982,12.982,12.982,549.982,559.982,1.239,6.739,1.018,8.239,0.211,between 0.962 and 0.975
6.549,20.549,30451.549,2479.549,8949.549,275.549,275.549,803.549,678.549,2.749,14.549,1.031,35.549,0.669,between 0.975 and 0.988
8.549,25.549,50351.549,3079.549,9399.549,435.549,435.549,947.549,741.549,3.449,19.449,1.039,59.549,1.099,greater than 0.988
3.549,11.549,10498.549,1669.549,7389.549,95.549,95.549,619.549,599.549,1.699,8.699,1.022,15.549,0.329,less than 0.962
5.351,16.549,28898.549,2279.549,8688.549,229.549,229.549,745.549,655.549,2.349,12.549,1.029,29.549,0.579,between 0.975 and 0.988
7.351,22.549,39651.549,2679.549,9129.549,335.549,335.549,833.549,694.549,2.979,15.979,1.035,43.549,0.869,greater than 0.988
4.351,14.351,20651.351,1999.351,8238.351,165.351,165.351,701.351,638.351,2.099,11.351,1.025,24.351,0.459,between 0.975 and 0.988
9.351,27.351,72598.351,3589.351,9838.351,659.351,659.351,1070.351,780.351,4.451,22.851,1.049,90.351,1.749,between 0.962 and 0.975
8.351,25.351,50421.351,3089.351,9418.351,439.351,439.351,952.351,742.351,3.482,19.482,1.039,60.482,1.102,greater than 0.988
6.351,20.351,30698.351,2509.351,8978.351,287.351,287.351,815.351,683.351,2.782,14.982,1.032,35.982,0.699,between 0.975 and 0.988
4.351,14.351,21098.351,2019.351,8398.351,175.351,175.351,714.351,639.351,2.149,11.351,1.025,25.351,0.479,between 0.962 and 0.975
3.351,11.351,10321.351,1669.351,7398.351,95.351,95.351,617.351,600.351,1.649,8.351,1.022,14.351,0.299,greater than 0.988
7.351,22.351,39521.351,2689.351,9128.351,339.351,339.351,835.351,695.351,2.989,16.089,1.035,44.351,0.879,less than 0.962
2.351,8.351,6789.351,1529.351,6978.351,32.351,32.351,606.351,593.351,1.449,7.449,1.02,10.449,0.241,between 0.975 and 0.988
9.351,27.351,72698.351,3599.351,9848.351,660.351,660.351,1072.351,783.351,4.529,22.951,1.049,91.351,1.749,greater than 0.988
7.148,21.0,39015.135,2677.956,9118.191,332.409,332.409,828.411,689.461,2.98,15.741,1.035,44.201,0.883,between 0.975 and 0.988
4.161,12.0,14721.419,1547.449,7799.851,113.755,113.755,640.399,609.821,1.656,8.851,1.022,17.289,0.342,between 0.962 and 0.975
3.144,9.0,8378.411,1386.751,7123.982,60.355,60.355,583.411,581.461,1.389,7.461,1.02,12.271,0.243,between 0.962 and 0.975
6.175,18.0,29765.191,2307.019,8831.982,246.011,246.011,771.499,669.871,2.503,13.099,1.03,34.011,0.675,less than 0.962
2.088,6.0,3551.221,1344.531,6811.449,22.421,22.421,563.931,568.191,1.249,6.699,1.019,22.821,0.212,less than 0.962
7.148,21.0,38997.391,2678.101,9119.982,332.449,332.449,820.781,686.449,2.977,15.619,1.036,43.911,0.879,between 0.975 and 0.988
9.3,27.0,72776.449,3560.421,9778.191,645.081,645.081,1083.931,782.871,4.485,22.401,1.049,90.449,1.789,less than 0.962
5.14,15.0,21632.991,1924.348,8506.449,175.291,175.291,715.581,641.991,2.079,11.051,1.026,25.449,0.507,less than 0.962
8.206,24.0,50992.491,3087.429,9311.449,438.091,438.091,930.581,732.191,3.601,18.631,1.042,61.201,1.209,between 0.975 and 0.988
2.088,6.0,4759.781,1391.531,6803.449,30.781,30.781,579.221,569.781,1.314,7.058,1.02,0.046,0.226,between 0.975 and 0.988
3.144,9.0,8375.931,1386.739,7065.449,60.329,60.329,591.499,579.931,1.392,7.499,1.02,12.399,0.247,between 0.962 and 0.975
5.14,15.0,21635.981,1924.358,8483.449,175.258,175.258,701.449,634.981,2.083,11.091,1.027,24.629,0.492,between 0.975 and 0.988
9.3,27.0,72781.581,3560.438,9785.449,645.141,645.141,1101.581,785.581,4.488,22.461,1.05,90.581,1.795,less than 0.962
6.175,18.0,29761.781,2306.959,8807.449,245.939,245.939,766.781,670.281,2.508,13.278,1.031,34.781,0.684,between 0.962 and 0.975
8.206,24.0,50990.191,3087.401,9295.449,437.991,437.991,918.781,727.691,3.599,18.591,1.042,60.301,1.192,greater than 0.988
7.148,21.0,39010.391,2678.053,9122.449,332.419,332.419,829.581,687.891,2.986,15.806,1.036,44.581,0.886,between 0.975 and 0.988
3.144,9.0,8377.191,1386.743,7095.449,60.333,60.333,587.581,580.191,1.391,7.443,1.02,12.259,0.244,between 0.962 and 0.975
2.088,6.0,5961.581,1342.781,6825.449,23.601,23.601,609.581,575.581,1.297,7.049,1.019,21.881,0.264,less than 0.962
5.14,15.0,21638.791,1924.362,8511.449,175.309,175.309,720.581,643.791,2.076,11.069,1.026,25.549,0.504,less than 0.962
8.206,24.0,50993.791,3087.469,9307.449,438.081,438.081,928.581,730.791,3.596,18.656,1.042,60.491,1.198,between 0.975 and 0.988
9.3,27.0,72773.191,3560.408,9773.449,644.939,644.939,1074.581,778.791,4.494,22.382,1.05,88.791,1.76,less than 0.962
7.148,21.0,39005.991,2678.059,9121.449,332.399,332.399,825.581,688.791,2.982,15.746,1.036,44.291,0.877,between 0.962 and 0.975
3.144,9.0,8379.591,1386.767,7151.449,60.381,60.381,593.581,583.791,1.386,7.411,1.02,12.181,0.24,between 0.962 and 0.975
2.088,6.0,6119.781,1393.781,6771.449,31.341,31.341,573.581,568.781,1.306,7.061,1.02,0.0,0.218,greater than 0.988
6.175,18.0,29799.791,2307.231,8853.449,246.319,246.319,774.581,670.791,2.495,13.059,1.031,33.991,0.674,less than 0.962
4.161,12.0,14726.791,1547.469,7813.449,113.799,113.799,648.581,611.791,1.655,8.901,1.022,17.401,0.347,less than 0.962
5.14,15.0,21624.991,1924.306,8463.449,175.239,175.239,694.581,633.291,2.086,11.051,1.027,24.619,0.501,greater than 0.988
9.3,27.0,72775.191,3560.401,9781.449,645.051,645.051,1081.581,781.791,4.489,22.451,1.05,90.791,1.799,less than 0.962
8.206,24.0,50991.291,3087.421,9294.449,438.021,438.021,916.581,728.791,3.597,18.621,1.042,59.921,1.189,between 0.975 and 0.988
3.144,9.0,8376.791,1386.741,7073.449,60.329,60.329,579.581,579.791,1.391,7.475,1.02,12.281,0.242,between 0.962 and 0.975
7.148,21.0,39009.891,2677.982,9126.449,332.459,332.459,824.581,687.191,2.98,15.789,1.036,44.459,0.885,between 0.975 and 0.988
2.088,6.0,6213.581,1350.781,6845.449,22.489,22.489,604.581,570.791,1.295,7.035,1.019,22.749,0.211,less than 0.962
6.175,18.0,29796.791,2307.209,8838.449,246.021,246.021,771.581,669.791,2.499,13.081,1.031,34.081,0.679,less than 0.962
5.14,15.0,21630.791,1924.351,8479.449,175.271,175.271,697.581,634.791,2.082,11.091,1.027,24.699,0.494,between 0.975 and 0.988
8.206,24.0,50994.791,3087.481,9320.449,438.109,438.109,918.581,730.791,3.586,18.499,1.042,59.709,1.195,between 0.975 and 0.988
3.144,9.0,8378.291,1386.762,7104.449,60.351,60.351,582.581,580.791,1.388,7.421,1.02,12.201,0.241,less than 0.962
9.3,27.0,72780.191,3560.409,9776.449,644.969,644.969,1079.581,783.791,4.492,22.469,1.05,90.791,1.79,less than 0.962
2.088,6.0,3549.581,1345.281,6818.449,22.439,22.439,560.581,567.791,1.251,6.699,1.019,23.139,0.216,less than 0.962
7.148,21.0,38994.791,2678.074,9117.449,332.341,332.341,821.581,686.791,2.976,15.631,1.036,44.191,0.882,less than 0.962
4.161,12.0,14723.591,1547.459,7802.449,113.779,113.779,647.581,611.591,1.654,8.879,1.022,17.379,0.345,less than 0.962
6.175,18.0,29763.591,2306.971,8805.449,245.959,245.959,768.581,670.591,2.506,13.276,1.031,34.061,0.681,less than 0.962
8.206,24.0,50995.591,3087.501,9322.449,438.061,438.061,927.581,735.591,3.59,18.569,1.042,60.859,1.202,between 0.975 and 0.988
3.144,9.0,8375.591,1386.735,7069.449,60.325,60.325,590.581,580.591,1.393,7.493,1.02,12.391,0.246,between 0.962 and 0.975
9.3,27.0,72777.591,3560.403,9779.449,645.091,645.091,1084.581,782.591,4.483,22.393,1.05,90.659,1.794,less than 0.962
5.14,15.0,21626.591,1924.329,8471.449,175.249,175.249,696.581,633.591,2.084,11.061,1.027,24.609,0.49,between 0.975 and 0.988
2.088,6.0,2881.591,1358.281,6847.449,25.059,25.059,504.581,559.591,1.201,6.394,1.019,12.409,0.138,less than 0.962
7.148,21.0,39001.591,2677.941,9115.449,332.391,332.391,823.581,688.591,2.979,15.701,1.036,44.401,0.883,between 0.962 and 0.975
6.175,18.0,29798.591,2307.221,8847.449,246.289,246.289,773.581,670.591,2.498,13.079,1.031,33.971,0.678,less than 0.962
4.161,12.0,14724.591,1547.461,7808.449,113.791,113.791,649.581,611.591,1.655,8.881,1.022,17.401,0.346,less than 0.962
8.206,24.0,50996.591,3087.53,9325.449,438.071,438.071,930.581,735.591,3.594,18.601,1.042,60.841,1.204,between 0.975 and 0.988
3.144,9.0,8374.591,1386.729,7037.449,60.305,60.305,589.581,579.591,1.394,7.581,1.02,12.441,0.248,between 0.975 and 0.988
9.3,27.0,72776.591,3560.406,9783.449,645.099,645.099,1082.581,783.591,4.491,22.429,1.05,90.799,1.797,less than 0.962
5.14,15.0,21629.591,1924.348,8481.449,175.279,175.279,699.581,634.591,2.081,11.081,1.027,24.659,0.495,between 0.975 and 0.988
2.088,6.0,6027.591,1391.781,6797.449,30.751,30.751,576.581,569.591,1.312,7.028,1.02,0.0,0.228,between 0.975 and 0.988
7.148,21.0,39012.591,2678.062,9123.449,332.411,332.411,830.581,687.591,2.977,15.699,1.036,44.341,0.879,between 0.975 and 0.988
6.175,18.0,29764.591,2306.979,8811.449,245.951,245.951,766.581,669.591,2.504,13.061,1.031,34.051,0.682,less than 0.962
8.206,24.0,50992.591,3087.401,9296.449,437.991,437.991,918.581,728.591,3.601,18.621,1.042,60.281,1.191,greater than 0.988
3.144,9.0,8377.591,1386.748,7109.449,60.339,60.339,585.581,580.591,1.39,7.429,1.02,12.189,0.239,less than 0.962
9.3,27.0,72771.591,3560.395,9774.449,644.929,644.929,1069.581,781.591,4.499,22.369,1.05,90.669,1.789,less than 0.962
4.161,12.0,14725.591,1547.461,7809.449,113.799,113.799,650.581,611.591,1.654,8.899,1.022,17.449,0.347,less than 0.962
2.088,6.0,5963.591,1392.281,6801.449,31.291,31.291,607.581,571.591,1.319,7.099,1.02,0.0,0.231,between 0.975 and 0.988
7.148,21.0,38998.591,2678.059,9120.449,332.399,332.399,826.581,686.591,2.979,15.701,1.036,44.449,0.883,between 0.975 and 0.988
6.175,18.0,29762.591,2307.01,8802.449,245.981,245.981,767.581,669.591,2.496,13.061,1.031,33.961,0.677,less than 0.962
5.14,15.0,21628.591,1924.329,8477.449,175.259,175.259,698.581,633.591,2.083,11.081,1.027,24.679,0.499,between 0.975 and 0.988
