lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
7.106,20,39145.211,2689.123,9083.321,334.191,334.191,825.654,686.219,2.986,15.531,1.036,43.921,0.874,between 0.962 and 0.975
5.055,14,20154.349,1885.467,8319.821,164.531,164.531,703.395,642.941,2.052,10.911,1.026,23.449,0.461,less than 0.962
9.263,26,72131.489,3539.871,9681.191,641.678,641.678,1063.981,779.439,4.479,22.361,1.05,88.339,1.739,between 0.975 and 0.988
2.001,5,2619.891,1314.891,6691.349,19.219,19.219,535.991,559.349,1.216,6.463,1.019,18.531,0.169,greater than 0.988
8.201,24,50891.191,3085.531,9279.349,437.191,437.191,911.219,726.439,3.591,18.491,1.042,59.511,1.181,greater than 0.988
3.141,9,8381.531,1387.099,7079.531,60.531,60.531,583.531,582.439,1.389,7.439,1.02,12.099,0.241,between 0.962 and 0.975
6.175,18,29760.191,2306.531,8802.349,245.899,245.899,786.191,670.191,2.509,13.391,1.03,35.011,0.693,between 0.962 and 0.975
9.291,27,72767.531,3560.191,9759.531,644.531,644.531,1082.191,782.439,4.501,22.531,1.05,89.899,1.771,between 0.962 and 0.975
5.141,15,21634.191,1924.439,8492.531,175.349,175.349,725.191,643.531,2.081,11.099,1.026,26.011,0.517,less than 0.962
1.141,3,5157.349,1372.531,6633.349,8.799,8.799,590.191,564.531,1.275,6.903,1.019,7.131,0.241,greater than 0.988
7.099,20,39101.191,2687.531,9081.531,333.531,333.531,823.439,685.531,2.983,15.499,1.036,43.799,0.869,between 0.975 and 0.988
6.173,18,29791.349,2307.191,8822.531,246.191,246.191,776.531,669.191,2.504,13.231,1.03,34.349,0.681,between 0.962 and 0.975
3.149,9,8383.531,1387.349,7061.191,60.619,60.619,592.439,583.191,1.391,7.531,1.02,12.619,0.251,between 0.962 and 0.975
2.091,6,4109.531,1391.191,6809.191,30.899,30.899,529.439,564.191,1.25,6.729,1.02,0.0,0.161,between 0.975 and 0.988
9.293,27,72773.349,3560.439,9763.349,644.899,644.899,1075.191,778.531,4.509,22.439,1.05,89.099,1.762,between 0.962 and 0.975
2.089,6,5539.191,1394.899,6760.191,31.699,31.699,568.531,567.531,1.299,7.051,1.02,0.0,0.21,greater than 0.988
7.151,21,39013.531,2679.191,9115.349,332.531,332.531,816.439,684.191,2.992,15.531,1.036,43.531,0.861,greater than 0.988
8.209,24,51001.191,3088.531,9291.191,438.349,438.349,913.439,727.439,3.601,18.619,1.042,59.899,1.189,greater than 0.988
5.139,15,21632.191,1924.191,8488.191,175.191,175.191,694.439,634.439,2.079,10.979,1.027,24.351,0.481,between 0.975 and 0.988
3.145,9,8379.191,1386.899,7081.191,60.439,60.439,584.191,581.531,1.39,7.449,1.02,12.099,0.249,between 0.962 and 0.975
9.292,27,72772.191,3560.399,9761.531,644.799,644.799,1073.531,778.531,4.51,22.531,1.05,89.099,1.76,between 0.962 and 0.975
1.139,3,1989.191,1371.531,6632.099,8.799,8.799,507.531,558.099,1.171,6.349,1.019,0.0,0.129,between 0.962 and 0.975
6.179,18,29797.531,2307.531,8841.531,246.439,246.439,767.531,669.531,2.505,13.051,1.03,33.899,0.671,less than 0.962
7.149,21,38998.191,2678.191,9122.349,332.349,332.349,824.191,688.531,2.977,15.609,1.036,43.949,0.869,between 0.975 and 0.988
2.088,6,3926.099,1345.531,6790.191,22.531,22.531,550.439,565.699,1.231,6.699,1.019,22.439,0.197,between 0.962 and 0.975
5.143,15,21635.349,1924.531,8495.531,175.349,175.349,727.439,643.981,2.082,11.119,1.026,25.531,0.519,less than 0.962
9.294,27,72775.191,3560.531,9773.191,645.191,645.191,1092.439,783.531,4.491,22.399,1.05,89.449,1.763,between 0.962 and 0.975
3.142,9,8372.531,1386.531,7141.191,60.191,60.191,580.699,581.191,1.388,7.439,1.02,11.999,0.239,between 0.962 and 0.975
6.174,18,29762.191,2306.799,8803.531,245.899,245.899,789.531,670.531,2.508,13.349,1.03,35.051,0.695,between 0.962 and 0.975
2.09,6,6061.191,1352.299,6841.349,23.899,23.899,609.531,576.531,1.298,7.049,1.019,21.899,0.267,less than 0.962
7.148,21,39015.531,2678.349,9117.531,332.531,332.531,817.531,684.531,2.993,15.619,1.036,43.619,0.859,greater than 0.988
1.138,3,5159.531,1372.299,6634.191,8.799,8.799,589.699,564.531,1.275,6.903,1.019,7.131,0.241,greater than 0.988
