lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
8.461,20,42167.221,2791.039,9102.921,381.019,381.019,872.211,716.391,3.191,16.279,1.035,52.191,1.039,between 0.975 and 0.988
4.799,11,15649.159,1718.951,7839.591,123.951,123.951,671.951,623.082,1.859,9.491,1.027,19.499,0.381,less than 0.962
9.272,26,69319.881,3449.509,9649.201,611.671,611.671,1043.201,763.191,4.141,21.431,1.043,84.941,1.679,less than 0.962
6.178,17,26191.551,2159.011,8631.761,233.761,233.761,781.761,659.591,2.431,12.831,1.029,31.941,0.591,between 0.962 and 0.975
2.881,7,4691.951,1381.951,6949.951,29.951,29.951,583.951,579.951,1.439,7.191,1.021,14.951,0.221,less than 0.962
8.911,25,54082.951,3149.951,9451.951,482.951,482.951,953.951,741.951,3.691,18.951,1.041,65.951,1.291,between 0.975 and 0.988
5.631,14,19452.951,1849.951,8239.951,163.951,163.951,693.951,629.951,2.051,11.391,1.025,25.951,0.451,less than 0.962
9.011,26,69491.951,3451.951,9661.951,615.951,615.951,1049.951,765.951,4.151,21.631,1.043,85.951,1.691,less than 0.962
3.349,9,9121.951,1421.951,7309.951,65.951,65.951,619.951,597.951,1.531,8.191,1.023,16.951,0.311,between 0.962 and 0.975
6.982,19,28561.951,2391.951,8919.951,269.951,269.951,819.951,669.951,2.639,13.591,1.031,34.951,0.641,between 0.975 and 0.988
1.611,4,6111.951,1311.951,6711.951,11.951,11.951,571.951,563.951,1.291,6.791,1.019,11.951,0.161,less than 0.962
8.461,20,42091.951,2781.951,9091.951,380.951,380.951,869.951,715.951,3.181,16.231,1.035,51.951,1.039,less than 0.962
9.272,26,69309.951,3449.951,9649.951,611.551,611.551,1043.201,763.191,4.141,21.431,1.043,84.941,1.679,less than 0.962
3.019,8,8319.951,1361.951,6899.951,59.951,59.951,591.951,579.951,1.439,7.191,1.021,13.951,0.201,less than 0.962
5.631,14,19412.951,1849.951,8239.951,163.951,163.951,693.951,629.951,2.051,11.391,1.025,25.951,0.451,between 0.962 and 0.975
2.499,6,4699.951,1349.951,6811.951,27.951,27.951,573.951,563.951,1.291,6.791,1.019,10.951,0.131,less than 0.962
