lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
5.98,17,28459.23,2087.43,8642.19,201.12,201.12,743.21,653.19,2.39,12.81,1.028,29.14,0.59,between 0.975 and 0.988
7.31,22,40619.85,2768.19,9384.92,373.19,373.19,869.51,704.21,3.08,16.29,1.036,49.19,1.03,between 0.962 and 0.975
3.45,10,9512.18,1578.45,7349.19,83.12,83.12,621.49,604.32,1.74,8.94,1.022,18.51,0.39,greater than 0.988
6.59,19,32348.21,2421.19,9091.85,283.19,283.19,814.35,675.49,2.63,14.19,1.031,36.29,0.79,less than 0.962
8.03,24,52991.85,3134.85,9562.41,457.85,457.85,963.19,741.93,3.68,19.19,1.042,62.85,1.29,greater than 0.988
2.67,7,6581.21,1456.78,6942.19,39.19,39.19,586.51,577.21,1.42,7.29,1.021,10.92,0.29,between 0.975 and 0.988
4.21,12,13489.85,1634.92,7683.21,114.92,114.92,654.39,610.39,1.79,9.39,1.024,20.39,0.43,less than 0.962
5.67,16,22738.46,1987.38,8542.85,221.46,221.46,753.29,645.92,2.46,12.46,1.029,30.46,0.67,between 0.962 and 0.975
9.59,28,74019.85,3654.21,9921.85,674.21,674.21,1114.92,794.21,4.67,23.21,1.052,92.85,1.85,greater than 0.988
1.89,5,4321.92,1418.46,6829.38,18.46,18.46,512.59,560.29,1.29,6.59,1.018,5.46,0.18,less than 0.962
7.85,23,44879.38,2943.85,9587.31,414.85,414.85,948.21,726.38,3.34,18.85,1.041,55.85,1.17,between 0.975 and 0.988
6.31,18,30348.21,2406.21,8965.85,275.21,275.21,804.51,666.38,2.74,14.31,1.032,38.21,0.85,greater than 0.988
3.98,11,9734.92,1583.85,7381.92,92.46,92.46,632.92,605.85,1.69,8.46,1.023,16.46,0.36,between 0.962 and 0.975
4.75,13,15473.85,1713.85,7878.46,136.21,136.21,679.51,617.31,1.85,9.85,1.026,22.85,0.49,less than 0.962
9.01,26,74389.38,3668.21,9948.21,693.85,693.85,1139.38,802.21,4.73,23.85,1.053,95.21,1.92,greater than 0.988
5.31,15,22638.46,2003.85,8631.92,226.38,226.38,762.21,651.38,2.51,12.92,1.03,31.38,0.72,less than 0.962
7.51,22,42938.46,2821.92,9265.85,390.85,390.85,909.21,715.38,3.21,18.21,1.039,51.85,1.12,between 0.975 and 0.988
4.46,12,14062.18,1645.85,7753.85,125.85,125.85,665.21,613.21,1.79,9.62,1.025,20.85,0.42,between 0.962 and 0.975
3.14,9,9198.46,1556.21,7321.92,85.85,85.85,629.38,603.85,1.67,8.21,1.022,15.85,0.34,greater than 0.988
8.67,25,53987.31,3162.18,9547.31,463.85,463.85,973.85,739.85,3.73,19.67,1.044,60.85,1.25,less than 0.962
1.46,4,4968.21,1439.38,6849.38,22.18,22.18,519.85,559.21,1.27,6.46,1.019,6.18,0.21,greater than 0.988
6.83,20,31387.31,2453.85,9099.38,298.21,298.21,828.46,680.21,2.77,14.67,1.034,40.21,0.92,between 0.962 and 0.975
9.46,28,74997.31,3689.38,9989.38,705.85,705.85,1154.92,805.85,4.83,24.21,1.055,96.85,1.97,greater than 0.988
2.31,6,5841.92,1463.85,6983.85,34.92,34.92,582.21,570.21,1.38,7.08,1.02,9.92,0.26,less than 0.962
5.85,17,24062.18,2063.85,8753.85,243.85,243.85,779.21,659.21,2.59,13.46,1.032,33.85,0.76,between 0.975 and 0.988
8.21,24,53783.85,3135.85,9517.31,451.92,451.92,967.31,738.46,3.69,19.31,1.043,59.92,1.24,between 0.962 and 0.975
4.98,14,16147.31,1731.92,7945.85,141.92,141.92,685.85,623.85,1.86,10.21,1.027,24.92,0.51,greater than 0.988
3.67,10,9821.92,1603.85,7419.38,95.85,95.85,645.21,610.85,1.72,8.67,1.024,17.31,0.37,less than 0.962
9.23,27,74697.31,3693.85,10009.38,711.92,711.92,1149.38,807.31,4.81,24.46,1.054,97.31,2.01,greater than 0.988
6.49,19,30987.31,2469.38,9169.38,299.38,299.38,835.85,683.85,2.81,14.92,1.035,41.92,0.95,between 0.962 and 0.975
5.49,16,23897.31,2049.38,8803.85,249.38,249.38,783.85,663.85,2.63,13.67,1.033,34.92,0.79,less than 0.962
7.97,23,44697.31,2949.38,9621.92,429.38,429.38,959.38,730.21,3.39,19.21,1.042,56.92,1.21,between 0.975 and 0.988
4.24,12,14397.31,1665.85,7803.85,128.46,128.46,669.21,614.92,1.81,9.85,1.026,21.92,0.45,greater than 0.988
3.22,9,9437.31,1585.85,7369.38,91.92,91.92,637.31,606.46,1.69,8.31,1.023,15.92,0.33,between 0.962 and 0.975
8.85,25,54197.31,3174.92,9583.85,469.38,469.38,985.85,743.85,3.75,20.21,1.046,62.92,1.29,less than 0.962
1.93,5,5238.46,1458.21,6969.38,26.46,26.46,528.46,562.18,1.32,6.67,1.02,7.46,0.24,greater than 0.988
6.67,20,32097.31,2503.85,9183.85,313.85,313.85,851.92,691.92,2.85,15.21,1.036,43.85,0.99,between 0.975 and 0.988
9.67,29,76097.31,3734.92,10097.31,730.21,730.21,1174.92,814.92,4.92,25.21,1.058,100.21,2.09,greater than 0.988
2.59,7,6341.92,1493.85,7053.85,38.46,38.46,594.92,575.85,1.41,7.31,1.021,10.92,0.28,less than 0.962
5.97,17,24897.31,2123.85,8921.92,259.38,259.38,809.38,672.21,2.69,14.21,1.034,36.92,0.84,between 0.962 and 0.975
8.49,25,54897.31,3209.38,9629.38,483.85,483.85,1009.38,749.38,3.79,20.49,1.047,65.92,1.33,greater than 0.988
4.72,13,16247.31,1753.85,8021.92,147.31,147.31,693.85,627.31,1.88,10.49,1.028,25.92,0.52,less than 0.962
3.85,11,10147.31,1639.38,7483.85,101.92,101.92,653.85,612.18,1.74,8.85,1.025,18.46,0.39,greater than 0.988
9.39,28,75297.31,3719.38,10083.85,724.92,724.92,1169.38,812.18,4.87,25.46,1.056,101.92,2.11,greater than 0.988
6.93,21,32597.31,2539.38,9249.38,329.38,329.38,867.31,696.46,2.89,15.67,1.037,45.92,1.03,between 0.962 and 0.975
5.69,16,24497.31,2093.85,8969.38,264.92,264.92,817.31,675.85,2.72,14.31,1.035,37.92,0.86,less than 0.962
7.69,23,45497.31,3003.85,9693.85,439.38,439.38,983.85,736.21,3.43,20.69,1.043,58.92,1.23,between 0.975 and 0.988
4.52,13,15697.31,1783.85,8069.38,152.18,152.18,699.38,631.92,1.9,10.69,1.029,27.92,0.55,greater than 0.988
3.43,10,10097.31,1645.85,7473.85,98.46,98.46,651.92,611.92,1.73,8.69,1.024,17.46,0.38,less than 0.962
8.99,26,55697.31,3269.38,9699.38,499.38,499.38,1019.38,753.85,3.83,21.69,1.049,67.92,1.36,greater than 0.988
8.206,24,50994.213,3087.518,9314.231,438.031,438.031,920.521,732.73,3.575,18.32,1.041,59.945,1.187,between 0.962 and 0.975
4.161,12,14721.778,1547.463,7772.937,113.759,113.759,631.942,604.942,1.659,8.852,1.023,16.787,0.332,between 0.975 and 0.988
3.144,9,8376.655,1386.743,7068.407,60.33,60.33,587.881,580.644,1.391,7.535,1.02,12.392,0.245,between 0.975 and 0.988
7.148,21,38999.242,2678.068,9123.654,332.388,332.388,801.828,682.618,2.978,15.414,1.036,42.424,0.84,greater than 0.988
2.088,6,6691.018,1360.927,6790.44,25.346,25.346,593.788,568.386,1.32,7.068,1.02,16.5,0.26,greater than 0.988
4.161,12,14721.094,1547.456,7753.645,113.764,113.764,643.201,607.278,1.661,8.957,1.022,17.326,0.343,between 0.962 and 0.975
5.14,15,21637.656,1924.345,8506.193,175.298,175.298,708.236,640.246,2.075,10.981,1.026,25.087,0.497,less than 0.962
6.175,18,29761.487,2306.831,8786.063,246.005,246.005,768.642,663.696,2.516,13.343,1.031,34.057,0.674,greater than 0.988
1.138,3,2830.243,1410.199,6685.213,11.01,11.01,518.086,557.225,1.202,6.465,1.019,0.0,0.147,between 0.975 and 0.988
7.148,21,38982.211,2678.086,9132.917,332.135,332.135,850.243,698.786,2.963,15.633,1.035,45.564,0.902,less than 0.962
9.3,27,72772.895,3560.425,9778.933,644.939,644.939,1092.801,783.77,4.492,22.488,1.049,90.368,1.789,less than 0.962
3.144,9,8379.099,1386.757,7113.425,60.359,60.359,598.24,585.354,1.389,7.533,1.02,12.779,0.253,less than 0.962
8.206,24,50994.731,3087.557,9326.393,438.039,438.039,927.925,737.805,3.557,18.152,1.041,60.2,1.192,less than 0.962
4.161,12,14719.668,1547.457,7747.369,113.749,113.749,621.958,601.137,1.661,8.831,1.023,16.352,0.324,greater than 0.988
2.088,6,6018.419,1350.496,6796.883,23.49,23.49,612.859,575.83,1.297,7.091,1.019,22.502,0.269,less than 0.962
1.138,3,673.853,1357.989,6650.778,8.011,8.011,469.499,549.939,1.113,6.039,1.019,4.215,0.088,between 0.962 and 0.975
9.3,27,72758.083,3560.366,9733.091,644.684,644.684,1066.915,774.091,4.545,22.997,1.051,89.047,1.763,greater than 0.988
7.148,21,38999.418,2678.047,9120.224,332.317,332.317,830.971,690.189,2.981,15.706,1.035,44.518,0.881,between 0.975 and 0.988
3.144,9,8374.308,1386.726,7026.124,60.292,60.292,581.98,577.344,1.393,7.558,1.02,12.178,0.241,greater than 0.988
5.14,15,21632.356,1924.334,8488.962,175.26,175.26,703.221,637.059,2.081,11.037,1.026,24.894,0.493,between 0.962 and 0.975
8.206,24,50993.705,3087.493,9311.036,437.957,437.957,912.06,729.734,3.579,18.289,1.042,59.341,1.175,between 0.975 and 0.988
1.138,3,1532.193,1388.076,6666.849,9.674,9.674,480.305,550.543,1.15,6.185,1.019,0.702,0.103,between 0.975 and 0.988
4.161,12,14722.64,1547.463,7777.715,113.781,113.781,644.223,608.532,1.659,8.922,1.022,17.345,0.343,between 0.962 and 0.975
3.144,9,8377.453,1386.748,7084.073,60.338,60.338,591.025,582.148,1.39,7.532,1.02,12.509,0.248,between 0.962 and 0.975
2.088,6,2884.153,1368.767,6808.619,26.704,26.704,502.417,559.366,1.201,6.465,1.019,7.485,0.131,between 0.962 and 0.975
8.206,24,50993.798,3087.486,9306.226,438.082,438.082,913.857,728.975,3.587,18.409,1.042,59.624,1.18,between 0.975 and 0.988
9.3,27,72760.007,3560.361,9737.681,644.77,644.77,1071.214,775.449,4.54,22.971,1.051,89.352,1.769,between 0.975 and 0.988
7.148,21,38994.977,2678.059,9123.098,332.346,332.346,834.949,692.023,2.977,15.686,1.035,44.73,0.886,between 0.962 and 0.975
3.144,9,8377.775,1386.749,7092.326,60.339,60.339,586.109,580.985,1.39,7.496,1.02,12.307,0.244,between 0.962 and 0.975
6.175,18,29762.127,2306.832,8789.106,246.026,246.026,760.625,661.673,2.515,13.267,1.031,33.55,0.664,greater than 0.988
4.161,12,14717.026,1547.444,7700.546,113.706,113.706,629.915,601.461,1.666,8.964,1.023,16.775,0.332,greater than 0.988
1.138,3,4037.789,1388.779,6640.207,9.763,9.763,560.615,562.15,1.242,6.744,1.019,4.434,0.199,between 0.975 and 0.988
3.144,9,8377.158,1386.746,7080.796,60.336,60.336,585.123,580.274,1.39,7.505,1.02,12.274,0.243,between 0.975 and 0.988
7.148,21,38981.777,2678.076,9134.472,332.103,332.103,836.829,695.333,2.962,15.5,1.035,44.617,0.883,less than 0.962
2.088,6,5179.159,1345.805,6858.196,22.643,22.643,579.983,571.677,1.269,6.824,1.019,23.23,0.235,less than 0.962
8.206,24,50993.64,3087.478,9302.66,437.955,437.955,912.639,727.766,3.592,18.468,1.042,59.623,1.18,between 0.975 and 0.988
2.088,6,3635.558,1347.189,6852.338,22.84,22.84,532.623,563.929,1.221,6.535,1.019,20.332,0.177,less than 0.962
9.3,27,72773.194,3560.403,9746.822,644.787,644.787,1047.247,770.1,4.527,22.504,1.052,86.825,1.719,greater than 0.988
3.144,9,8376.276,1386.742,7060.792,60.312,60.312,590.299,581.082,1.391,7.557,1.02,12.493,0.247,between 0.975 and 0.988
4.161,12,14720.687,1547.461,7762.653,113.755,113.755,623.743,602.244,1.66,8.816,1.023,16.418,0.325,between 0.975 and 0.988
7.148,21,39004.886,2678.035,9118.689,332.361,332.361,810.075,683.816,2.984,15.568,1.036,43.103,0.853,greater than 0.988
1.138,3,698.211,1328.997,6644.226,6.34,6.34,472.465,546.534,1.111,5.976,1.019,18.87,0.108,between 0.962 and 0.975
3.144,9,8378.724,1386.755,7113.892,60.349,60.349,585.158,581.477,1.389,7.465,1.02,12.257,0.243,between 0.962 and 0.975
8.206,24,50993.254,3087.467,9306.949,438.079,438.079,904.056,726.618,3.584,18.282,1.042,58.797,1.164,between 0.975 and 0.988
