lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
5.38,15.03,21673.45,1925.32,8503.27,175.52,175.52,705.19,639.92,2.083,11.058,1.027,24.95,0.504,between 0.962 and 0.975
7.17,21.09,39055.67,2679.39,9123.52,332.54,332.54,824.13,686.91,2.991,15.589,1.036,43.71,0.874,greater than 0.988
2.14,6.03,6011.81,1351.63,6803.26,23.65,23.65,615.29,576.55,1.299,7.062,1.02,22.79,0.272,less than 0.962
9.29,26.99,72766.67,3560.36,9775.34,644.81,644.81,1084.21,782.29,4.499,22.451,1.049,90.17,1.775,less than 0.962
8.24,24.02,51003.25,3087.65,9308.59,438.22,438.22,938.25,735.43,3.592,18.575,1.041,61.45,1.223,between 0.975 and 0.988
5.15,15.04,21640.29,1924.38,8485.85,175.33,175.33,699.51,630.92,2.085,10.977,1.026,24.83,0.492,between 0.962 and 0.975
1.14,3.01,3729.49,1322.11,6606.94,8.92,8.92,553.41,559.22,1.231,6.699,1.019,8.03,0.196,greater than 0.988
4.17,12.01,14722.85,1547.46,7762.93,113.79,113.79,640.39,606.96,1.66,8.925,1.023,17.23,0.342,between 0.975 and 0.988
7.16,21.08,39000.68,2678.08,9118.97,332.4,332.4,825.67,689.32,2.985,15.693,1.036,44.32,0.879,greater than 0.988
3.15,9.01,8379.64,1386.78,7067.43,60.36,60.36,589.29,581.43,1.392,7.512,1.02,12.29,0.245,between 0.962 and 0.975
5.39,15.05,21639.11,1924.39,8493.27,175.53,175.53,707.35,641.12,2.082,10.999,1.026,25.07,0.499,less than 0.962
8.25,24.04,50999.94,3087.61,9310.41,438.29,438.29,945.59,737.14,3.594,18.618,1.041,61.79,1.235,greater than 0.988
9.28,26.98,72768.35,3560.37,9772.58,644.78,644.78,1081.41,781.39,4.505,22.486,1.049,90.54,1.784,less than 0.962
7.15,21.07,38995.44,2678.03,9120.67,332.35,332.35,823.38,687.93,2.98,15.659,1.036,43.91,0.876,between 0.962 and 0.975
1.13,3.01,3554.56,1374.31,6794.25,9.21,9.21,538.67,556.51,1.226,6.618,1.019,6.93,0.184,greater than 0.988
2.13,6.02,5655.95,1393.92,6818.33,31.49,31.49,567.36,568.26,1.3,6.965,1.02,0.0,0.209,greater than 0.988
8.26,24.05,51006.49,3087.67,9313.22,438.42,438.42,949.36,738.25,3.597,18.636,1.041,61.97,1.242,between 0.962 and 0.975
4.18,12.02,14720.67,1547.45,7748.14,113.76,113.76,638.17,605.33,1.659,8.84,1.023,16.99,0.338,between 0.962 and 0.975
9.29,26.99,72774.19,3560.39,9781.49,644.84,644.84,1091.78,784.44,4.503,22.56,1.05,91.12,1.792,greater than 0.988
7.17,21.09,39053.29,2679.38,9126.37,332.54,332.54,826.73,688.48,2.993,15.704,1.036,44.54,0.883,greater than 0.988
3.14,9.01,8376.77,1386.73,7056.19,60.31,60.31,585.85,579.62,1.391,7.49,1.02,12.07,0.238,between 0.962 and 0.975
6.18,18.05,29760.95,2306.83,8787.41,246.05,246.05,769.44,664.37,2.514,13.305,1.031,33.98,0.681,greater than 0.988
5.38,15.03,21634.41,1924.34,8482.85,175.47,175.47,702.27,630.45,2.086,10.965,1.026,24.73,0.493,less than 0.962
2.13,6.01,3583.14,1355.35,6801.38,28.79,28.79,512.45,560.83,1.228,6.533,1.02,0.0,0.141,greater than 0.988
7.16,21.08,39002.25,2678.04,9117.43,332.41,332.41,829.41,690.19,2.987,15.725,1.036,44.48,0.884,greater than 0.988
4.16,12.01,14719.59,1547.45,7742.93,113.75,113.75,634.39,603.85,1.662,8.876,1.023,17.17,0.341,greater than 0.988
8.25,24.04,50995.79,3087.58,9306.28,438.18,438.18,941.49,736.59,3.593,18.591,1.041,61.57,1.227,between 0.962 and 0.975
9.28,26.98,72769.85,3560.36,9774.27,644.81,644.81,1087.23,783.15,4.508,22.515,1.049,90.61,1.786,greater than 0.988
3.14,9.01,8375.74,1386.72,7062.35,60.31,60.31,586.61,579.03,1.393,7.498,1.02,12.09,0.239,between 0.962 and 0.975
1.14,3.01,5855.86,1327.25,6654.34,7.01,7.01,537.19,548.57,1.224,6.759,1.019,30.52,0.304,less than 0.962
4.17,12.02,14720.26,1547.42,7743.59,113.78,113.78,639.27,606.27,1.658,8.859,1.023,17.01,0.337,between 0.962 and 0.975
5.39,15.05,21638.18,1924.38,8496.66,175.52,175.52,710.77,640.85,2.083,11.006,1.026,25.01,0.501,less than 0.962
2.12,6.01,2833.52,1411.21,6793.85,11.24,11.24,509.87,559.96,1.201,6.464,1.019,0.0,0.149,between 0.975 and 0.988
8.24,24.03,51000.71,3087.57,9304.76,438.13,438.13,938.79,735.44,3.592,18.563,1.041,61.42,1.219,between 0.962 and 0.975
6.19,18.06,29766.31,2306.82,8806.92,246.09,246.09,772.17,665.44,2.516,13.317,1.031,34.09,0.685,greater than 0.988
9.29,26.99,72775.25,3560.38,9783.32,644.85,644.85,1095.19,784.69,4.504,22.604,1.05,91.3,1.793,greater than 0.988
7.17,21.09,39051.31,2679.36,9125.46,332.54,332.54,828.43,689.04,2.995,15.714,1.036,44.59,0.885,greater than 0.988
5.37,15.02,21633.54,1924.33,8482.56,175.44,175.44,705.21,630.24,2.086,10.964,1.026,24.72,0.489,less than 0.962
2.14,6.02,6016.67,1353.54,6809.46,23.83,23.83,616.52,576.93,1.301,7.066,1.02,22.88,0.277,less than 0.962
3.13,9.01,8373.65,1386.68,7053.33,60.29,60.29,584.78,578.46,1.392,7.481,1.02,11.99,0.236,between 0.962 and 0.975
4.16,12.01,14719.13,1547.43,7738.28,113.73,113.73,636.46,603.57,1.662,8.857,1.023,17.02,0.339,greater than 0.988
