lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
5.167,15,22241.298,1927.117,8282.497,179.841,179.841,715.078,639.0,2.084,11.161,1.026,28.717,0.5185,between 0.962 and 0.975
2.088,6,3924.507,1344.995,6789.711,22.439,22.439,550.166,565.648,1.231,6.69,1.019,22.389,0.196,between 0.962 and 0.975
9.3,27,72773.156,3560.4,9754.329,644.949,644.949,1061.377,774.173,4.519,22.545,1.051,88.0,1.742,greater than 0.988
7.412,21,42007.231,2780.412,9167.402,358.884,358.884,845.806,698.352,3.141,16.408,1.037,47.884,0.947,between 0.962 and 0.975
6.175,18,29761.32,2306.81,8805.797,245.913,245.913,788.023,670.955,2.508,13.377,1.03,35.121,0.695,greater than 0.988
2.088,6,2824.391,1366.648,6788.079,26.301,26.301,503.647,559.166,1.199,6.482,1.019,8.353,0.132,between 0.962 and 0.975
8.206,24,50993.393,3087.461,9299.759,438.067,438.067,913.819,727.352,3.597,18.541,1.042,59.799,1.184,greater than 0.988
3.144,9,8375.919,1386.738,7063.762,60.317,60.317,570.222,575.199,1.391,7.449,1.021,11.68,0.231,less than 0.962
4.161,12,14721.667,1547.458,7762.378,113.769,113.769,643.688,607.766,1.66,8.945,1.022,17.338,0.343,between 0.962 and 0.975
9.3,27,72774.566,3560.402,9751.158,644.786,644.786,1051.513,771.488,4.522,22.478,1.051,87.129,1.725,greater than 0.988
7.148,21,39011.844,2677.984,9113.784,332.49,332.49,815.223,684.119,2.99,15.697,1.036,43.566,0.863,greater than 0.988
1.138,3,1987.954,1402.848,6686.351,10.644,10.644,507.431,558.05,1.17,6.352,1.019,0.0,0.128,between 0.962 and 0.975
6.175,18,29760.929,2306.777,8802.617,245.918,245.918,786.469,670.234,2.509,13.383,1.03,35.045,0.694,between 0.962 and 0.975
2.088,6,5538.35,1394.62,6757.882,31.573,31.573,568.251,567.428,1.298,7.042,1.02,0.0,0.208,greater than 0.988
5.102,15,20120.698,1834.531,7943.821,142.393,142.393,687.221,632.499,1.853,9.999,1.027,14.799,0.319,between 0.962 and 0.975
8.206,24,50766.961,3059.685,9230.839,431.497,431.497,911.463,723.628,3.557,18.203,1.041,58.403,1.167,greater than 0.988
