class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
C,R,O,1.0019687,3.0022306,0.9984874,1.0009365,1.9999025,1.0005791,1,greater than 0.0
H,S,X,0.9998672,3.0018275,0.9998571,1.0006939,1.3241689,0.99979573,1,greater than 0.0
C,S,I,1.0002067,2.9983022,0.99954504,1.001074,2.000072,1.0002197,1,greater than 0.0
H,S,O,1.0009575,3.0064304,0.9996771,1.0012567,2.000473,1.0000374,1,greater than 0.0
C,S,I,1.0003222,3.003419,1.0002797,2.001755,2.003293,1.0010504,1,greater than 0.0
H,S,X,0.99963963,3.0005162,0.9996767,0.9984487,2.0002916,1.0005244,1,greater than 0.0
H,S,X,0.99967045,2.9986293,0.9987739,2.0023794,1.9990228,1.0001333,1,greater than 0.0
H,S,I,1.0016532,2.002485,0.9997168,0.9997724,2.0002513,0.9998541,1,greater than 0.0
D,R,I,1.0043615,1.9956429,0.99940735,1.0009253,2.0001788,0.9997365,1,greater than 0.0
H,R,X,0.9982459,2.9994147,0.99770415,1.0030588,2.0017765,1.0000696,1,greater than 0.0
H,S,X,0.9992933,2.0002213,0.9996714,1.000733,2.0003705,0.9999802,1,greater than 0.0
C,A,O,1.0005873,3.0075238,1.0001901,2.0036457,2.0008736,0.9997343,1,greater than 0.0
C,S,O,1.0007468,2.9952652,0.9998142,1.000254,1.998062,1.0003755,1,greater than 0.0
F,K,I,1.2541083,2.9974895,0.9996426,2.0026941,2.000268,0.99998164,1,greater than 0.0
H,S,X,1.0019422,1.9983733,0.9996022,1.0009377,1.9980364,0.9998164,1,greater than 0.0
C,A,O,1.0028785,1.9971956,1.0001824,1.0007938,2.0007439,0.99972415,1,greater than 0.0
H,S,X,0.99927855,2.9992685,0.9998526,1.0003792,2.0008585,1.0011637,1,greater than 0.0
H,S,X,1.0026618,3.0019248,1.0004333,2.0011938,2.0004086,1.0005658,1,greater than 0.0
H,S,I,1.4914982,3.006504,0.99980605,2.0142486,2.0050483,1.0001343,1,greater than 0.0
H,A,X,0.9839509,3.0026793,1.0002286,1.0021228,2.00028,0.99986315,1,greater than 0.0
D,S,O,2.0399592,2.998303,1.0008297,1.0007055,1.9998853,0.9989517,1,greater than 0.0
H,S,X,1.0000918,2.002483,0.9995873,1.0007831,2.0005145,0.9991668,1,greater than 0.0
B,X,O,1.0002359,2.9961648,0.99938923,1.0009549,2.001513,0.9994747,1,greater than 0.0
C,S,O,0.9993325,3.007241,0.99964046,0.9967207,1.9989616,0.9998047,1,greater than 0.0
D,R,I,1.0035907,2.9983404,0.9996337,0.9984793,2.00027,0.9996917,1,greater than 0.0
C,R,O,0.99945736,3.0140269,1.0000937,2.0013654,2.0005305,1.0000525,1,greater than 0.0
B,X,O,1.0020717,3.0021682,1.0009171,1.0009009,2.0012898,1.000124,1,greater than 0.0
B,X,O,1.0016581,3.0001545,1.0000212,0.9994035,2.000034,1.0004773,1,greater than 0.0
D,S,O,0.9994386,1.9950897,0.99936754,0.9953266,2.0011554,1.0000662,1,greater than 0.0
D,S,I,1.0003307,3.0019958,0.9993663,0.999913,2.0005145,1.000416,1,greater than 0.0
H,S,X,0.99981034,1.9987633,0.99837554,1.0002322,2.0017247,0.9995579,1,greater than 0.0
D,R,C,1.5483371,3.0017574,0.9998227,1.0043837,1.9999448,0.28254986,1,greater than 0.0
H,A,X,1.0003203,1.9968178,0.99938333,2.0004928,2.0938556,0.99980885,1,greater than 0.0
F,K,I,1.3336297,1.9904041,0.99995416,2.0029082,2.0014012,0.99988747,1,greater than 0.0
H,S,X,1.0019363,2.0006337,1.000083,1.000361,2.002585,0.9997351,1,greater than 0.0
