class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
H,K,X,0.9989367,3.0038512,1,1.0008243,0.99775463,1,1,greater than 0.0
H,S,X,1.0000123,3.006481,1,0.99991095,0.9544595,1,1,greater than 0.0
E,A,I,1.8138709,2.0036328,1,1.9988251,2.000095,1,1,greater than 0.0
D,A,I,0.99821985,2.004493,1,2.0296185,2.0020614,1,1,greater than 0.0
H,A,X,0.999984,3.0052795,1,1.0013883,2.0011563,1,1,greater than 0.0
H,S,X,1.0008097,3.0032365,1,0.9991179,0.9550329,1,1,greater than 0.0
H,S,X,1.0002198,2.9982145,1,1.9995877,2.002524,1,1,greater than 0.0
D,S,I,1.000722,3.0044935,1,0.9985559,2.0001729,1,1,greater than 0.0
H,S,X,1.0010366,3.0039108,1,0.99918014,0.9547173,1,1,greater than 0.0
E,S,I,1.0000814,3.0004134,1,1.001429,2.000601,1,1,greater than 0.0
E,A,C,1.0013827,2.9955924,1,1.9995824,2.0002677,1,1,greater than 0.0
E,A,C,2.008545,2.996575,1,0.9999099,1.9984877,1,1,greater than 0.0
H,S,X,0.99894726,2.0045826,1,1.9799122,0.9005095,1,1,greater than 0.0
H,R,X,0.9993077,2.0028284,1,2.0093791,2.0004847,1,1,greater than 0.0
D,K,C,1.0004451,1.9915692,1,1.9895518,2.0022871,1,1,greater than 0.0
H,S,X,1.0014169,3.007073,1,1.0002526,2.0007465,1,1,greater than 0.0
H,S,X,2.0143647,3.0016937,1,0.9991224,0.99712074,1,1,greater than 0.0
E,A,C,2.0142546,3.0032234,1,2.0013797,2.0020635,1,1,greater than 0.0
H,S,X,1.00012,2.99758,1,1.0000112,0.9997315,1,1,greater than 0.0
C,R,O,0.9997582,3.0039291,1,2.0025687,2.00079,1,1,greater than 0.0
H,A,X,1.0021904,1.996842,1,2.0092928,0.9988303,1,1,greater than 0.0
H,R,X,1.0008675,2.999009,1,1.0018482,1.0015553,1,1,greater than 0.0
C,S,O,1.0008113,3.002338,1,1.9994559,2.0019596,1,1,greater than 0.0
H,R,X,0.9983996,2.999649,1,0.99940556,2.0007527,1,1,greater than 0.0
H,S,X,1.0012636,2.0009263,1,0.9996374,2.000249,1,1,greater than 0.0
H,S,X,0.99807435,1.991613,1,0.9998913,1.9995741,1,1,greater than 0.0
H,S,X,0.9996925,1.9968698,1,0.9988846,0.45449308,1,1,greater than 0.0
E,A,I,1.0028347,2.994654,1,1.9977053,2.0011196,1,1,greater than 0.0
D,A,I,2.0091214,3.006641,1,2.0038698,1.9972099,1,1,greater than 0.0
H,A,X,1.0007629,3.000514,1,0.9996295,0.953993,1,1,greater than 0.0
D,A,C,1.0022556,1.9997228,1,1.9987327,2.0006483,1,1,greater than 0.0
H,S,X,1.000273,1.9975165,1,1.0000874,2.0004413,1,1,greater than 0.0
