tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
5.637998,3.988689,2.042922,9.048294,4.188423,-1.298974,-0.88392025,-1.960188,0.6563408,1.0005654,0.3946318,0.6513902,between -0.015556906596825749 and 0.01714170443331965
1.0255867,5.987581,1.9959307,6.8652005,4.3610744,-1.871511,-1.8022584,-0.71433955,0.65828454,0.38306883,0.22751248,0.6512477,between -0.015556906596825749 and 0.01714170443331965
8.235975,5.0812583,3.3424754,3.6759953,3.9446352,-1.5616896,-0.8555373,-1.4984323,0.7835359,0.92759806,0.8998822,0.6563888,between 0.01714170443331965 and 0.044878440872278276
3.0939295,0.7372086,5.9168725,3.0040352,3.6819956,-1.4663957,-0.60870564,-1.6462444,0.6834712,1.0205039,0.11491716,0.8994026,between -0.015556906596825749 and 0.01714170443331965
0.6060576,5.2189517,5.673173,13.346406,4.3060737,-1.842052,-1.758245,-0.7582263,0.86561185,0.699193,0.794326,0.7936,greater than 0.044878440872278276
-0.36632875,3.0625029,9.509104,1.8539141,4.535419,-1.6874579,-1.0488063,-1.7682598,0.79535127,0.9307417,0.24940847,0.38176656,between -0.015556906596825749 and 0.01714170443331965
3.6530538,1.6438384,9.363363,2.5028477,3.88921,-0.8651935,-1.2653466,-1.8086791,0.8684775,0.14988887,0.9198779,0.69138175,between 0.01714170443331965 and 0.044878440872278276
10.4179535,2.0326288,4.6086407,3.4504993,3.540706,-0.87218535,-0.4796481,-2.0226367,0.7155907,0.8924195,0.6745355,0.3637973,greater than 0.044878440872278276
6.4749155,2.31105,5.7354164,7.6413617,2.597289,-0.9052598,-0.94412106,-0.72602457,0.52438664,0.20325097,0.860499,0.48340136,greater than 0.044878440872278276
9.419425,8.503633,8.177991,3.2460513,3.1941254,-0.60197735,-1.1134671,-1.4972451,0.5244079,0.1423985,0.6113344,0.73646516,between 0.01714170443331965 and 0.044878440872278276
