tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
5.7837653,4.3171,4.9218345,7.636997,2.9273949,-0.92978376,-1.2013398,-0.8011249,0.33288422,0.4114567,0.6271637,0.9501753,between 0.01714170443331965 and 0.044878440872278276
2.2722702,9.292607,9.490302,5.748027,2.7608194,-0.573866,-1.0699533,-1.1121079,0.57238036,0.1658453,0.9924327,0.24461086,between -0.015556906596825749 and 0.01714170443331965
1.3386669,7.3323174,5.866005,4.201916,4.1684856,-0.7331885,-1.7391602,-1.6932433,0.9641614,0.10084894,0.198209,0.32637745,less than -0.015556906596825749
5.5719275,8.626648,1.3766338,7.7469206,3.5002587,-0.8065965,-1.1399276,-1.5383692,0.3689432,0.10364614,0.057128545,0.54075176,less than -0.015556906596825749
1.0891081,9.214509,4.3583474,7.967934,4.058409,-0.7289328,-1.7328982,-1.5926368,0.52089846,0.9339272,0.8951671,0.21462612,between 0.01714170443331965 and 0.044878440872278276
1.4729133,5.6687455,7.15158,3.5525193,5.0639243,-1.7326255,-1.2757969,-2.027649,0.31859416,0.15309788,0.46356693,0.57396615,less than -0.015556906596825749
4.869404,2.3882108,4.636715,6.4187365,4.6601048,-1.7574838,-1.7869332,-1.106191,0.98616856,0.9358502,0.08693034,0.9354005,greater than 0.044878440872278276
7.971543,7.096735,4.7254887,7.7437606,3.6906223,-0.6575564,-1.1142168,-1.9005679,0.34698343,0.17756285,0.6630947,0.5442358,greater than 0.044878440872278276
7.0574913,6.8961434,3.4758654,7.5921316,3.465184,-0.5804054,-1.6092683,-1.2876091,0.61472684,0.40628222,0.12575643,0.7775152,between 0.01714170443331965 and 0.044878440872278276
7.6657176,3.6517332,6.309025,8.422928,2.5789635,-0.821314,-0.75697976,-0.9860585,0.80151033,0.3160101,0.9319506,0.73573196,greater than 0.044878440872278276
0.64141375,3.6190436,1.1546469,7.946139,3.5211234,-0.7397061,-0.8295848,-1.9513398,0.3656822,0.20038217,0.8274607,0.7986643,less than -0.015556906596825749
9.454234,4.6371646,4.859416,5.2887278,3.4030368,-1.6599104,-1.2443,-0.5126058,0.24359904,0.61579114,0.73127097,0.07726654,less than -0.015556906596825749
5.163963,9.696924,7.3994894,7.2054596,3.959502,-0.55819553,-1.8888605,-1.5028908,0.6108844,0.396254,0.38351637,0.18802184,between 0.01714170443331965 and 0.044878440872278276
7.0138607,6.129919,8.080957,9.1151285,2.8606102,-0.9060791,-0.7692134,-1.1689377,0.8670232,0.15464039,0.42034853,0.29014546,greater than 0.044878440872278276
4.5647554,1.3522345,6.1865897,7.209872,2.9451628,-0.7140676,-0.65907073,-1.5743867,0.60459214,0.4312273,0.45856205,0.68738246,greater than 0.044878440872278276
