tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
2.167103,3.9353175,2.6492162,8.422957,4.0464993,-1.5273675,-1.4930426,-1.0166366,0.6663815,0.58144933,0.06836303,0.833519,less than -0.015556906596825749
1.2867657,2.425805,3.9564474,5.5231495,3.9071207,-1.4156381,-1.4739856,-1.0215917,0.16850184,0.7067382,0.13616182,0.04515126,less than -0.015556906596825749
7.014348,8.46496,1.5089374,8.154055,4.649805,-1.938194,-1.4900111,-1.2000043,0.48304147,0.51542926,0.56240904,0.7021786,between -0.015556906596825749 and 0.01714170443331965
3.9460754,5.757358,8.3362055,7.019368,3.8267126,-1.8889092,-1.0977072,-0.835394,0.5921729,0.061975688,0.8996413,0.94440144,between -0.015556906596825749 and 0.01714170443331965
0.80880505,7.6908445,3.9942513,10.635325,5.241821,-1.9622886,-1.6409466,-1.6442935,0.1156492,0.72304696,0.15460503,0.90359986,between -0.015556906596825749 and 0.01714170443331965
2.293148,7.6766453,9.635422,4.8697515,3.0675015,-0.7790068,-1.7279084,-0.5689237,0.38673738,0.15700859,0.652186,0.2513492,less than -0.015556906596825749
1.01467,8.6908,2.869928,5.3098335,4.0360613,-1.0916656,-1.4803492,-1.4724773,0.20710836,0.8068258,0.48252594,0.32370558,less than -0.015556906596825749
10.163349,8.846381,4.0335913,2.6368697,3.378045,-0.6987961,-1.8256857,-0.85345507,0.46280545,0.15632805,0.9374114,0.5220288,between -0.015556906596825749 and 0.01714170443331965
4.3615155,9.098678,1.8532336,9.0869255,3.949586,-1.3600068,-1.214937,-1.3748133,0.14035735,0.1726182,0.70310146,0.5427789,between -0.015556906596825749 and 0.01714170443331965
3.1828597,1.0552809,6.41395,7.8680477,2.641224,-0.8125201,-0.7061296,-1.1159718,0.28236023,0.20319472,0.9443522,0.5702103,between 0.01714170443331965 and 0.044878440872278276
8.49596,7.15649,2.1536086,3.2747984,2.7052345,-0.9977511,-0.6988073,-1.0086241,0.7395617,0.47701824,0.46512276,0.11472912,less than -0.015556906596825749
5.9682736,9.339698,1.8986812,5.2260194,3.9840317,-1.4023991,-1.8880601,-0.6674455,0.50470626,0.04949934,0.3577808,0.6111328,between -0.015556906596825749 and 0.01714170443331965
9.465187,3.1834812,9.568773,8.32493,4.0880485,-1.990405,-0.51513785,-1.5872995,0.70885336,0.96295494,0.51741505,0.8946043,greater than 0.044878440872278276
2.9791975,9.605446,3.352748,5.1455836,4.0217466,-0.9612103,-1.5708919,-1.4840146,0.8593635,0.121961765,0.6102255,0.9159839,between -0.015556906596825749 and 0.01714170443331965
6.692994,2.8037937,7.35209,2.8179312,2.0604794,-0.7776208,-0.5044387,-0.76078373,0.6633216,0.2569402,0.5514698,0.668967,between 0.01714170443331965 and 0.044878440872278276
5.538751,2.3200977,7.957237,8.992313,3.3651175,-1.8107553,-0.51778895,-1.0286872,0.9695219,0.22417827,0.36568156,0.12436744,between -0.015556906596825749 and 0.01714170443331965
9.267629,9.984241,8.31018,3.594677,2.7609003,-0.635414,-1.4256312,-0.6962658,0.97195023,0.5606056,0.97379005,0.10151173,between -0.015556906596825749 and 0.01714170443331965
6.6967072,3.596843,2.550137,5.658676,3.260521,-0.89595705,-1.7395905,-0.6270818,0.5140544,0.38150853,0.6610345,0.81275785,between 0.01714170443331965 and 0.044878440872278276
1.0668889,2.0010717,8.134144,7.9735584,3.1361494,-0.7752571,-1.3740338,-0.9605851,0.48329264,0.67909485,0.1602839,0.15707533,less than -0.015556906596825749
8.676786,2.1888592,3.1333027,2.3406312,4.563411,-1.9395823,-0.98787737,-1.6309772,0.5316705,0.17296143,0.45285323,0.6193971,between 0.01714170443331965 and 0.044878440872278276
3.0512252,1.2823722,8.288509,5.103582,3.223202,-0.67264134,-0.97864854,-1.5644807,0.9402563,0.9301162,0.28832513,0.092213094,less than -0.015556906596825749
3.6355927,2.340511,5.0701613,7.927879,3.4707754,-0.6220903,-1.8643866,-0.9822153,0.47056305,0.31488982,0.6620638,0.6976995,between -0.015556906596825749 and 0.01714170443331965
9.766621,1.1049737,6.976706,9.306403,3.8704848,-1.2202728,-1.3739996,-1.3127502,0.77826935,0.6182636,0.94756216,0.75542367,greater than 0.044878440872278276
0.6229317,4.690391,1.2982924,8.227673,3.1876276,-1.3949765,-0.6344269,-1.1706288,0.2606789,0.5223554,0.44783992,0.68952674,between -0.015556906596825749 and 0.01714170443331965
1.6015809,3.3428683,7.146376,3.174556,3.6842752,-1.0886276,-1.1017127,-1.4960649,0.35417873,0.38181016,0.49178922,0.104028165,less than -0.015556906596825749
8.7704,4.2792635,7.2916594,5.35335,2.4672658,-0.78267807,-0.8950355,-0.7547862,0.83566296,0.20874964,0.6282381,0.9897901,between 0.01714170443331965 and 0.044878440872278276
1.0087553,8.529184,7.909095,7.1685634,4.6121144,-1.9504925,-1.9075521,-0.7655806,0.44745818,0.64588356,0.6512353,0.9704364,greater than 0.044878440872278276
3.518967,1.9251105,9.312952,4.5496664,3.5887575,-1.2307941,-1.3325282,-1.0012401,0.20823464,0.57438874,0.37612888,0.33148357,between -0.015556906596825749 and 0.01714170443331965
4.4403086,4.5375338,5.5386524,6.698254,3.5042663,-1.2443652,-1.5141786,-0.7387653,0.9624942,0.777813,0.4106077,0.061474513,less than -0.015556906596825749
2.0372772,3.4700885,3.3588731,4.2965655,3.9830215,-1.7140355,-1.7310737,-0.5274512,0.20998748,0.2095199,0.1377671,0.60075593,less than -0.015556906596825749
3.478205,2.967518,1.5343837,6.0210867,3.191405,-0.49649474,-1.7783009,-0.892107,0.5135697,0.6042116,0.4652795,0.5523552,less than -0.015556906596825749
5.9835734,5.4424133,0.9036782,4.4866924,3.4208004,-0.64142084,-1.1404047,-1.6514804,0.23700061,0.96262,0.6309616,0.50740904,between -0.015556906596825749 and 0.01714170443331965
2.3143907,7.519921,2.6835103,2.9908178,3.305302,-1.8580644,-0.7836417,-0.68109524,0.71816975,0.2878967,0.8721829,0.08539588,less than -0.015556906596825749
4.144029,8.4646225,1.3391687,2.391492,4.0277963,-1.08483,-1.5229392,-1.4458144,0.78077304,0.12484735,0.9966716,0.30477205,less than -0.015556906596825749
