tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
6.017874,5.3348618,7.2766957,4.541822,2.9835181,-0.68644285,-1.3227391,-0.9924089,0.95433646,0.7639642,0.53509665,0.12483535,between 0.01714170443331965 and 0.044878440872278276
2.7852142,6.776057,7.0151443,4.6636677,3.2556536,-0.8549931,-1.3695029,-0.9951828,0.11255436,0.5577535,0.72137225,0.35250926,between 0.01714170443331965 and 0.044878440872278276
3.3233414,3.0009224,2.8653474,3.0846171,3.9322894,-1.4845161,-1.5911349,-0.8593857,0.60670483,0.45772773,0.16848668,0.68202645,less than -0.015556906596825749
1.4806061,8.083603,4.0082927,5.05979,4.6630836,-1.7579569,-1.694249,-1.2085042,0.56810707,0.3500418,0.85289884,0.6894506,between 0.01714170443331965 and 0.044878440872278276
1.5329787,3.4756763,5.8118253,7.553777,3.8236203,-1.0865318,-1.5435745,-1.1908792,0.6271485,0.5393911,0.24829948,0.4303858,less than -0.015556906596825749
8.743205,8.699943,4.26124,5.0635614,3.6676128,-1.0432341,-1.2518082,-1.3843958,0.052664388,0.27025336,0.15804812,0.20796911,between -0.015556906596825749 and 0.01714170443331965
1.5509794,3.9491637,8.9191675,6.8624334,4.576086,-1.2517987,-1.8562105,-1.4760287,0.9639531,0.48825026,0.7940663,0.68203807,between 0.01714170443331965 and 0.044878440872278276
3.6475809,6.430044,3.4206774,7.839933,3.4964976,-0.9297269,-2.0426726,-0.4963259,0.82319546,0.49059892,0.24363713,0.221349,less than -0.015556906596825749
1.5872948,2.5190034,4.0029807,5.5824494,4.4006605,-1.4123276,-1.8132702,-1.1841942,0.97389984,0.5305721,0.1744115,0.54681575,less than -0.015556906596825749
9.893784,9.843816,7.9771156,4.8566103,3.242751,-0.7991508,-1.1282926,-1.2934994,0.2785617,0.8355883,0.80253494,0.011407785,between 0.01714170443331965 and 0.044878440872278276
9.6507635,1.7452303,4.058496,2.0977283,4.119461,-0.66774786,-1.9260869,-1.5569248,0.93362045,0.16619028,0.6617505,0.4206588,greater than 0.044878440872278276
5.6329875,4.403458,2.277029,1.4196572,3.3879719,-0.87423533,-0.7174301,-1.7958845,0.106179476,0.5497858,0.7459243,0.4685643,less than -0.015556906596825749
7.2567997,3.5764568,4.893196,8.118515,2.7238533,-0.5513668,-1.0794536,-1.1603924,0.8265538,0.35994843,0.5605871,0.65968037,greater than 0.044878440872278276
6.360359,3.0813062,4.041784,4.991169,4.874299,-1.0355675,-1.9761505,-1.8809541,0.18473586,0.3606727,0.03701867,0.6761716,less than -0.015556906596825749
10.036935,4.534363,1.7462891,5.89254,3.7894654,-0.7265673,-1.1636454,-1.9092016,0.9917256,0.51083255,0.46683538,0.5834313,between 0.01714170443331965 and 0.044878440872278276
4.793692,8.745862,3.9003024,8.736429,3.582879,-0.6640042,-1.4972862,-1.5423577,0.25163013,0.8441023,0.76791596,0.84154356,between 0.01714170443331965 and 0.044878440872278276
8.01451,5.7400947,4.2459373,9.463136,2.8302488,-0.72091466,-1.093403,-1.0530767,0.8929846,0.772192,0.4898496,0.73066497,greater than 0.044878440872278276
3.704451,9.700035,7.499924,7.712696,5.1437693,-2.0212455,-0.21724643,-2.4803407,0.4903529,0.28467047,0.3768876,0.4220841,less than -0.015556906596825749
5.425305,5.209625,5.9831448,3.7424893,3.7420657,-0.5987379,-0.86787075,-2.0453188,0.98157054,0.95784616,0.8162246,0.23439336,between 0.01714170443331965 and 0.044878440872278276
0.948575,0.56994164,9.432394,0.6623645,3.2022858,-0.8055771,-1.2243612,-1.1885037,0.11657261,0.33210957,0.7927103,0.27790436,between 0.01714170443331965 and 0.044878440872278276
4.062549,2.397944,9.126628,8.425116,3.9038143,-0.72425026,-0.91488796,-2.1538968,0.08364814,0.9225998,0.7441948,0.67680675,greater than 0.044878440872278276
5.647206,1.2344238,3.1355147,5.35602,4.6855702,-1.6732086,-1.271198,-1.7500142,0.678597,0.18044998,0.4097169,0.8776709,greater than 0.044878440872278276
9.704669,6.4135575,4.206417,7.676949,5.0579853,-1.3868486,-1.5200939,-2.0274642,0.7671024,0.10720436,0.10181699,0.6706607,greater than 0.044878440872278276
8.158916,7.528021,2.6778588,3.6091223,2.7091963,-1.4409199,-0.6127612,-0.67533976,0.98162353,0.20401885,0.10531995,0.75608,between 0.01714170443331965 and 0.044878440872278276
6.012163,1.8142536,9.882984,7.0970902,4.501388,-1.0227631,-1.4997026,-1.9798172,0.95021623,0.5896747,0.69953555,0.6907959,greater than 0.044878440872278276
7.468462,9.843509,4.9233665,3.8671024,3.7305224,-1.1618052,-1.5902181,-0.9277451,0.90934664,0.77001345,0.6760547,0.5669534,greater than 0.044878440872278276
6.32499,2.4348316,1.7186053,0.047834657,2.716082,-0.45488587,-0.9527356,-1.2844661,0.45450258,0.7434245,0.4950957,0.8376752,greater than 0.044878440872278276
9.341542,1.1704534,2.5077784,6.3957915,2.8549223,-1.1978787,-0.94089156,-0.7050233,0.497328,0.15666613,0.84060466,0.87746465,between 0.01714170443331965 and 0.044878440872278276
