tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
2.0617168,5.406412,8.940862,7.755603,3.5500283,-1.6972108,-1.1907494,-0.6636171,1.0741601,0.88415205,0.40569815,0.7415163,between -0.015556906596825749 and 0.01714170443331965
2.0279047,6.2657824,4.037562,7.4064226,3.8830957,-1.039985,-1.4859478,-1.3174123,0.43874893,0.3542132,0.11771099,0.13556843,between 0.01714170443331965 and 0.044878440872278276
15.111578,7.0981407,2.7652204,8.18116,4.137392,-1.1485355,-1.7356808,-1.0605074,0.78737175,0.7713404,0.3774379,0.3020274,greater than 0.044878440872278276
6.9550614,4.1376576,3.786699,6.6688857,3.9529924,-0.5933399,-1.5209172,-1.5677099,0.81097955,0.56634086,0.7405301,0.7447362,between 0.01714170443331965 and 0.044878440872278276
6.108033,2.219993,4.7223063,7.0869236,4.484447,-1.777985,-1.7784647,-0.88759536,0.44106108,0.20888445,0.6345447,0.1663519,between 0.01714170443331965 and 0.044878440872278276
7.9581766,9.742848,7.2314816,8.38974,5.711198,-1.6252615,-2.4906645,-1.836632,0.7440109,0.834189,0.6120642,1.1681441,greater than 0.044878440872278276
4.780351,7.352061,6.304308,-0.37318778,3.3483534,-0.7610237,-1.5862654,-1.0909656,0.24889888,0.8441479,0.5166682,0.18571202,between 0.01714170443331965 and 0.044878440872278276
2.3958378,1.9689982,4.310473,9.303686,2.7100596,-0.7826258,-1.0668708,-1.038914,0.9257315,0.2653512,-0.040394247,-0.0012035242,less than -0.015556906596825749
2.3811307,5.2797675,4.21884,5.7938766,3.1906638,-1.8524033,-0.3859491,-0.8004724,0.9187384,0.32918963,0.33182865,0.85756236,between 0.01714170443331965 and 0.044878440872278276
10.745806,7.184662,0.76719135,7.1989174,3.7274842,-1.8141613,-1.4130237,-0.80779505,0.2181397,0.32563797,0.49407056,0.36985698,less than -0.015556906596825749
0.56526905,8.264069,6.699823,8.486115,4.131108,-0.9194524,-1.3747329,-1.7515696,0.88453066,0.6626132,0.63314027,0.5659642,between 0.01714170443331965 and 0.044878440872278276
2.6097705,7.8769913,2.1174855,6.796067,3.7038257,-1.657586,-1.2148192,-0.9384258,0.18056707,0.28485718,0.29539335,0.74547344,between 0.01714170443331965 and 0.044878440872278276
9.233733,4.2385926,1.7754333,6.8110375,4.4388523,-1.3271608,-1.5982585,-1.486608,0.65280885,0.40892187,0.51874816,0.7042712,between 0.01714170443331965 and 0.044878440872278276
7.1032653,8.272915,7.5998917,8.625306,1.5695981,-1.1703693,-0.29011226,-0.77015376,0.9227226,0.7239039,0.06310678,0.17689854,less than -0.015556906596825749
2.8542423,7.9892893,6.9141774,7.5036793,4.0520983,-1.7054298,-1.6474723,-0.41945586,0.6858643,0.34434137,0.60121477,0.17568094,between 0.01714170443331965 and 0.044878440872278276
4.742141,5.844863,8.995153,6.453229,4.9205527,-1.1670603,-1.9058626,-1.7704461,0.27207723,0.5964547,0.2290499,0.72961056,between 0.01714170443331965 and 0.044878440872278276
