tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
5.2586584,4.794519,1.3780695,4.5152106,3.5045044,-0.858199,-0.5792526,-2.2776687,0.40181237,0.33593345,0.01871395,0.47588095,between -0.015556906596825749 and 0.01714170443331965
8.991227,8.011375,9.778785,7.2414117,3.880526,-0.80483764,-1.7174928,-1.39132,0.40690958,0.8397213,0.40539867,0.5272322,greater than 0.044878440872278276
3.2608151,3.0119557,5.3791456,7.253284,3.0145726,-0.60665846,-1.0268112,-1.3963424,0.14880733,0.42753983,0.36697602,0.049633022,less than -0.015556906596825749
1.2624507,9.801574,4.2802286,1.7611804,4.139752,-1.5532151,-1.6577942,-0.8414653,0.06523855,0.78827995,0.5924482,0.17770754,between -0.015556906596825749 and 0.01714170443331965
3.659776,3.7815194,2.4762475,3.6417441,3.2302542,-1.3076773,-1.1132803,-0.83021945,0.69792104,0.28270006,0.29220048,0.76570964,less than -0.015556906596825749
5.4194336,2.168996,2.9147913,1.6862503,4.2159843,-1.9059277,-1.254351,-1.1943462,0.630281,0.119830616,0.23193705,0.7725345,less than -0.015556906596825749
4.5812798,3.2883146,12.032421,6.593901,3.5639946,-1.0314859,-0.7643468,-1.7875113,0.21255,0.96163523,0.01849258,0.21099238,between -0.015556906596825749 and 0.01714170443331965
8.280467,8.4024315,7.0850277,6.5525227,4.5280523,-1.534001,-1.3115139,-1.734845,0.25663212,0.86113226,0.4906812,0.2996797,between -0.015556906596825749 and 0.01714170443331965
8.738584,9.71046,8.103864,4.194005,2.8184574,-0.63574374,-1.5248058,-0.75329846,0.3326236,0.35703626,0.6836183,0.9474293,greater than 0.044878440872278276
7.047495,8.156607,8.118101,6.7647276,2.9698913,-0.628157,-0.76469576,-1.6206282,0.45897874,0.9288349,0.78835946,0.5376164,greater than 0.044878440872278276
7.280192,7.863044,7.8525763,6.9783564,3.2278125,-1.1427861,-0.83323294,-1.28151,0.80694205,0.52668947,0.24497387,0.84007436,between 0.01714170443331965 and 0.044878440872278276
4.4156737,6.0332217,2.0525475,6.4569597,4.620759,-0.81958526,-1.1855817,-2.2729156,0.1306892,0.27824506,0.38364595,0.49428713,between -0.015556906596825749 and 0.01714170443331965
9.702818,6.8984265,8.796373,2.2342472,4.560644,-1.6429276,-1.2924045,-1.612283,0.23846492,0.8313548,1.060726,0.08304444,between -0.015556906596825749 and 0.01714170443331965
7.767929,3.0408115,2.003299,3.1346111,5.3360243,-1.6605945,-1.2413058,-2.2070875,0.23530343,0.31075856,0.27695942,0.72224414,between -0.015556906596825749 and 0.01714170443331965
8.713846,6.243066,3.787033,2.3199785,4.8277435,-1.2442226,-1.7461791,-1.8591964,0.22324388,0.8758853,0.5337266,0.6066867,between -0.015556906596825749 and 0.01714170443331965
6.3310275,6.964004,4.5946193,8.361526,3.6530044,-1.0525258,-0.9082055,-1.7054728,0.628975,0.33436057,0.6209561,0.7605339,greater than 0.044878440872278276
8.207586,8.320862,1.56191,5.2927628,3.2833369,-0.8970071,-1.0215594,-1.3321762,0.2200779,0.9702814,0.43703592,0.15184705,between -0.015556906596825749 and 0.01714170443331965
7.6024857,1.1774497,5.3612957,5.920995,2.3174708,-1.5692275,-0.038089294,-0.60883754,0.49895313,0.9755518,0.85747313,0.82414615,between -0.015556906596825749 and 0.01714170443331965
