tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
4.6077065,3.7494643,8.549781,3.5506525,3.7351043,-1.5605143,-1.9063797,-0.3969227,0.27123803,0.71484077,0.6581781,0.88191104,between 0.01714170443331965 and 0.044878440872278276
5.7491746,2.833293,3.1460383,3.821543,2.267873,-0.71789086,-0.86322254,-0.6728447,0.33222386,0.6238637,0.6737317,0.90995556,between -0.015556906596825749 and 0.01714170443331965
6.0261226,7.3329225,8.975338,6.799271,3.2659383,-1.1676204,-1.4266212,-0.67539036,0.6793838,0.65351176,0.73874086,0.7385563,greater than 0.044878440872278276
2.7274604,2.087609,3.5659502,2.141659,4.5228887,-1.7027471,-1.2537507,-1.523786,0.75636566,0.9691758,0.33454013,0.9471506,between 0.01714170443331965 and 0.044878440872278276
7.8068843,6.447858,3.8442392,5.6954093,3.8227863,-1.2689471,-1.3965943,-1.1800435,0.32176718,0.69043744,0.8366519,0.8268042,between 0.01714170443331965 and 0.044878440872278276
7.566187,7.721188,2.771257,1.6220449,2.1373508,-0.6729413,-0.72511,-0.75622207,0.663217,0.36843416,0.45759186,0.54544765,between -0.015556906596825749 and 0.01714170443331965
7.8104205,8.169075,0.92964315,9.388775,3.5746498,-0.88679314,-0.9093119,-1.7334961,0.284577,0.44509932,0.564556,0.124926135,between -0.015556906596825749 and 0.01714170443331965
3.9292777,3.0962698,2.6508512,3.106047,4.453993,-1.2585495,-1.915972,-1.255722,0.1330836,0.61643624,0.5384811,0.081161626,less than -0.015556906596825749
2.9260604,4.6206293,10.121358,8.126211,4.052996,-1.066394,-1.3285122,-1.662374,0.7359951,0.07295422,0.60110253,0.40516347,between 0.01714170443331965 and 0.044878440872278276
5.1828265,1.864687,10.261535,7.678311,4.5927863,-1.6512525,-1.7709901,-1.1873236,0.32496276,0.2043741,0.5120998,0.88867235,greater than 0.044878440872278276
1.0494065,6.842019,2.1070685,8.279394,3.7198682,-1.083325,-1.345474,-1.2762957,0.87368155,0.55305153,0.53078675,0.16137622,between 0.01714170443331965 and 0.044878440872278276
8.141506,5.8105044,5.296198,3.3213718,4.6598144,-1.4496065,-1.8380066,-1.3787595,0.36095974,0.49922916,0.5283022,0.07909971,between -0.015556906596825749 and 0.01714170443331965
6.093159,4.7086773,2.6922119,4.75591,4.681764,-1.328426,-1.2944527,-2.037647,0.77420133,0.5335656,0.78163517,0.39701226,between 0.01714170443331965 and 0.044878440872278276
6.4819,9.403975,8.397956,3.7904768,3.1867003,-0.639051,-1.4792867,-1.0860021,0.82671964,0.3885828,0.13205603,0.18805502,between 0.01714170443331965 and 0.044878440872278276
9.305839,8.002667,8.903642,2.9717267,2.6161103,-0.980392,-0.7960802,-0.8417933,0.9510357,0.6388926,0.6007099,0.9213167,between 0.01714170443331965 and 0.044878440872278276
6.427303,8.955374,6.324438,1.3485619,5.0396624,-1.9486943,-1.9549232,-1.1179898,0.508719,0.79626215,0.19518125,0.8514903,between 0.01714170443331965 and 0.044878440872278276
0.41961193,6.123793,8.899542,0.5034179,3.7990763,-0.9501774,-1.2984685,-1.5469866,0.29481557,0.27455485,0.42002034,0.30159795,less than -0.015556906596825749
1.3539362,4.8297772,4.1261296,8.809488,3.5416667,-0.9191276,-0.92712444,-1.7162786,0.85719115,0.64908457,0.78860015,0.6948575,less than -0.015556906596825749
7.7551703,1.9061699,2.207917,4.918018,4.9555354,-2.047323,-1.6396166,-1.2745895,0.6898663,0.99102366,0.5703811,0.56669074,between 0.01714170443331965 and 0.044878440872278276
8.820891,7.5321684,7.219905,2.8439136,3.5074425,-1.1365553,-1.121558,-1.2472184,0.20014885,0.17547297,0.17519946,0.919254,between 0.01714170443331965 and 0.044878440872278276
