theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-0.11234849,0.59852157,1.0467379,0.83211827,-0.73464111,-1.5093356,1.2427692,0.3849426,-0.67681414,1.4356255,-0.20267113,-0.46640064,14.235358,-31.384071,-13.935982,68.218987,-8.395395,1.9167836,1.4398369,0.94564939,2.0611061,1.6493239,2.1990568,1.0514468,1.7421696,1.4666405,0.62985785,1.8901732,0.77515154,0.72542194,1.9413529,less than -0.023711622,
0.91023682,1.4598159,0.45078188,-0.14291651,2.0783983,0.10420119,-0.29491164,-1.4366873,-1.0594975,-0.23163267,1.8571226,-0.89094146,30.401821,-17.819148,11.624396,4.5711633,28.392221,2.0116799,2.0861292,0.97796414,0.35437521,0.69920847,0.42313345,0.91541964,2.3831538,2.2164027,2.4255173,2.0104257,1.6606954,0.56115314,1.3316412,greater than 0.02356751225,
-1.164399,0.10393413,-1.6196705,-0.39785243,0.58881966,-2.1668708,-0.64768544,-1.9648275,-0.32854256,0.77301158,-0.55411065,1.9450984,-0.24615357,-48.517549,-16.559039,25.380162,-14.349319,2.3208144,0.9112991,1.3519821,2.201809,0.43657087,0.99343085,1.9871795,0.26245508,1.7913268,0.72392434,2.2929826,1.852113,1.4444156,0.69544418,between -0.00016276260500000002 and 0.02356751225,
-0.77051734,-0.37856454,-0.30949295,-1.5735123,0.82719216,-0.29500059,0.9412195,-0.76563146,-0.44530585,0.58766025,1.4450816,-2.1887564,13.89559,-7.2521583,-4.6885967,-52.64618,18.273395,0.83711438,0.69187717,0.80971585,0.93545961,1.6047911,1.3664576,0.536462,0.94576585,0.98341957,0.8607912,0.9565112,1.546736,1.0750641,2.3716703,greater than 0.02356751225,
-0.19512296,0.84545434,-0.225814,-0.77311588,-0.68461764,-1.0446904,-0.17730494,0.81605067,2.0935256,0.9178551,0.68894064,-1.0717344,35.941531,23.375689,51.349551,-31.430517,-3.987163,2.1993915,0.79925795,0.65189908,1.9404696,2.0121588,0.93741155,1.7556041,2.3822532,0.99544514,1.962183,2.4297857,0.81584047,1.6049606,0.6473564,less than -0.023711622,
-0.15660349,-1.8241595,-0.50912733,-1.2304678,0.53337321,0.75744526,0.3279054,0.45964985,0.73428185,1.2827069,-1.0224838,-0.2928519,48.588206,-6.1621516,-1.3441592,60.555615,-49.470587,2.1485252,2.100628,0.95346973,0.26021524,0.92645614,2.1456294,1.4196936,1.6861623,1.821926,0.70512212,0.90334815,0.68415746,1.4223739,2.2320599,less than -0.023711622,
0.17768539,0.33501194,-0.4443839,-1.7974919,-2.0024305,1.7559254,-0.76079134,-1.5649998,0.60905019,0.37542877,-0.32215695,-0.69528246,24.655986,-2.4503607,-44.245531,19.442409,-55.770356,0.88773438,0.82540933,0.45875626,0.69176263,2.0163282,2.2464198,1.4297956,0.71232536,0.98761511,0.7764792,0.85310175,1.4201119,2.3887363,1.1167603,greater than 0.02356751225,
1.2888456,-1.3704453,-0.23164164,2.0803818,-0.21059694,1.4303486,-1.0501126,2.0621192,1.6891543,-0.15632366,-0.77814243,-1.4559615,44.818058,-41.630771,68.49156,-21.382278,-8.686866,0.80512424,0.96370157,1.7454283,0.79121058,0.53682153,1.9609415,2.3913732,1.7069288,0.6893029,0.95512644,1.448934,0.93916245,1.8641765,0.67258695,between -0.00016276260500000002 and 0.02356751225,
-0.44590036,1.2494696,-0.41147422,0.19756854,-1.6285825,-0.6402256,0.35112412,-0.78965665,0.8062112,2.043123,-0.44961217,0.13643262,17.203654,-59.425251,-18.684289,-38.449236,-41.695721,2.1801344,1.8571292,0.61987977,1.9384146,0.9001698,1.5649514,1.0347104,1.9375316,0.69912322,1.6314297,0.93953645,0.82411394,1.9814114,1.7618992,between -0.023711622 and -0.00016276260500000002,
-1.9870625,0.84021555,-0.459238,0.48979146,1.734061,-1.3374291,1.657758,-0.29646942,2.0339655,1.5013735,1.6544456,0.5409931,51.351955,-26.197817,-5.234234,-16.436209,-64.101729,0.91684024,2.4003526,1.1163991,0.47516482,0.831129,0.35645553,0.7399871,1.630349,1.9249376,1.646211,0.5551958,1.9910115,1.4505553,0.5871368,greater than 0.02356751225,
0.38939573,0.62100915,-0.6765844,1.107311,-0.4574279,-0.42537317,0.4807831,-1.7616563,0.42816926,1.9248249,-0.3228571,-1.7842526,-45.38334,-3.409619,-65.32849,-6.7355866,8.254643,0.96535434,2.272395,0.98134435,2.3145866,2.1806617,1.9022459,0.53011136,0.93498575,1.2461112,0.35623776,1.6951918,1.4516551,1.7254081,0.62192696,less than -0.023711622,
-0.06531074,-1.3266352,-0.4147644,-1.0465846,-0.9614395,-0.76721175,-0.4151588,-1.426061,2.1231949,0.62726525,-1.695737,-0.68591413,-10.814209,-61.261411,-27.651646,-51.320985,53.194729,0.8105969,1.4345651,1.6964766,0.73792461,2.1623364,0.79516137,0.41969589,0.6244559,0.76512442,1.8248431,0.44212447,0.9381703,1.5709563,2.1845845,0.90073771,between -0.023711622 and -0.00016276260500000002
1.3501118,0.21337314,-1.533605,0.63058397,-1.2590127,-0.98444962,1.0138196,1.4482022,-0.17819153,0.76185773,-1.4554915,-2.1245544,30.737411,-33.609795,-51.460419,29.474631,-63.387173,1.5317832,2.2015865,1.6335174,1.7659683,0.4976112,0.81340634,2.2939565,0.68914235,0.82335557,1.4573735,2.1844266,0.27369585,2.4004293,1.8223759,1.6957022,less than -0.023711622
0.6787531,-0.14229155,-0.2391312,-1.0628955,-1.6564994,-0.5407644,0.6293998,1.624635,-0.64379143,1.7767436,0.6781352,0.44532443,46.985449,28.430765,-44.444819,-22.249411,-54.395339,1.1444936,2.0435096,0.80632641,0.85489592,0.9853214,0.63045681,0.78340964,1.6893411,0.79621172,0.9212409,0.9891357,0.81665827,1.6842136,1.6234254,0.96998785,between -0.023711622 and -0.00016276260500000002
-1.4496746,1.4080447,-0.44201127,-0.45030528,1.6326958,1.8211977,-0.44929944,0.7394756,0.92136286,2.0803496,-0.69049384,-0.25919445,-18.406586,6.179795,-23.760135,-13.480139,-58.690256,1.9354612,1.7362242,1.0791233,2.2369879,0.8631822,0.3792172,1.695209,2.1356702,2.186428,0.41159648,0.95546973,0.9373023,2.1499465,0.82916233,greater than 0.02356751225,
1.6247398,0.62769892,0.48911472,-1.4199824,0.69037517,-0.6230296,0.7892429,-0.76084934,-0.39926136,2.1810616,0.9931703,0.98115815,29.341995,25.177199,22.794804,8.2271165,-14.442815,0.9756258,1.8546312,0.9697839,0.44212224,1.759421,0.9692365,1.129341,0.45515486,0.87096135,1.9826556,0.73615625,1.4293364,1.9609935,0.9693871,1.4201035,less than -0.023711622
-0.71082778,-0.10336121,-0.404312,0.0838708,0.1409633,1.4589308,1.6902718,0.1166072,-0.007608984,-0.6496918,-0.7648925,-0.15110765,9.9122341,-1.080777,7.384065,-6.026674,-0.30862,2.4702572,0.1134833,1.063661,1.7010104,1.8825118,0.3763702,1.9035408,0.5596394,0.8598343,0.48568172,0.352591,0.49651767,1.2224463,0.4042806,1.4936897,between -0.023711622 and -0.00016276260500000002
0.014835669,-0.41352495,0.65985051,0.8562692,2.3019007,-0.66809187,1.0029614,0.55730427,-1.616488,-1.390842,2.2806636,0.54037798,43.261829,51.553806,4.817437,-43.332607,-21.133445,0.47773526,0.54643503,0.93351342,0.8100562,0.8639085,0.9601536,0.3014976,0.2703678,0.3213334,0.1510389,0.5114512,0.9602383,0.47459568,0.7796526,0.62058812,between -0.00016276260500000002 and 0.02356751225
1.7123886,0.5548989,-0.7227925,-1.0558432,-0.3203104,0.1824901,-0.65405869,0.2390199,0.16101614,0.2870564,1.6910993,0.8872631,14.4747849,37.710428,19.162485,13.8893991,-10.869239,1.8353813,1.2538514,0.480959,1.4783131,0.25833513,0.83846049,1.7553758,1.1002775,0.61359491,1.4397357,1.1372818,1.5455058,1.1035553,0.56679381,greater than 0.02356751225,
-1.40444,-0.066838705,-1.8095368,0.87288019,0.83052883,0.6018112,1.8540169,0.145723,-0.74587413,-0.95177252,0.1198907,-0.3706172,-47.476507,-7.6504553,-21.202432,-9.269994,-0.783932,0.891913,0.8816204,1.1442458,0.5899382,1.34068962,0.2205165,0.4707459,0.8262541,0.85259596,0.83027156,0.3740861,1.764636,0.4880764,0.3508845,less than -0.023711622,
2.1067408,-0.89773289,0.87288979,0.99173522,0.37407074,0.67998791,1.0134615,-1.0389785,-0.61906164,0.38581387,0.12640244,-0.84157047,53.746768,1.934675,36.074353,1.6452469,41.665133,1.1634357,0.61322225,1.67634322,0.8004265,0.8175878,0.8474413,0.4464414,1.59052885,0.7683099,0.2344026,0.85446248,1.70087181,0.3025939,1.1953022,0.69351798,between -0.023711622 and -0.00016276260500000002
0.40036739,-0.31671321,0.0006844,-2.1042994,-0.48063598,-1.0141612,-0.29715566,0.83713599,-1.4488791,0.3149971,-1.0403906,-0.78986284,-3.527678,30.321034,-14.379372,45.900815,-64.994011,0.7599649,0.48007983,0.7016271,0.99590239,0.8814156,1.95269584,0.4589401,1.90641956,0.94346728,0.35449255,0.4563164,1.3089122,0.6371215,1.3510004,0.76363405,between -0.00016276260500000002 and 0.02356751225
1.3867086,-0.0638326,-1.029984,-2.3360257,1.0414843,0.32244635,0.10844643,-0.0354239,0.48364331,-0.27788188,-0.38335034,-0.1334544,50.658864,13.519965,-9.951536,54.53302,16.466072,1.3539588,0.48628366,1.4695566,1.5869968,0.40462404,0.26620245,0.31465411,1.3916586,1.8556483,1.1317738,0.521933,1.4429038,0.4429038,1.8839792,1.2884845,greater than 0.02356751225
-0.16658019,-0.91739354,-1.48393213,-2.14141553,0.95232997,0.62135538,-0.38638142,1.45841673,-0.92162537,1.50741108,0.24167293,-0.72521198,20.546351,7.03839243,50.11108775,-22.510924,43.129227,1.6108326,1.75035638,2.0466748,1.48214465,1.80283392,0.89782835,1.49413798,1.6108326,1.89230713,1.3199265,1.64345235,1.05853318,1.8034896,1.26910798,2.00070553,less than -0.023711622
-0.44754112,1.2198428,-1.0493822,-0.64983194,-0.8706477,-2.0338995,0.86076018,-0.6893944,-0.45996085,-0.12314377,-0.8825634,0.9562375,-7.3333335,8.344104,17.289279,6.159493,-5.685464,1.3830618,1.6244821,0.94359435,1.2454742,1.965021,1.1106655,1.6272018,0.6931826,0.29631575,1.4809374,2.138049,1.7041978,0.6783741,1.986762,less than -0.023711622,
1.6852197,-1.2961476,1.4604672,-0.91923226,-0.5414066,-0.6852471,-0.31923055,-1.175315,-1.3826892,1.1426237,0.65467695,0.31442664,-4.511184,14.191159,-18.522141,-25.375102,-1.685964,0.9212822,1.9567654,1.7436334,0.45537277,0.98749095,0.30042557,1.1414204,0.9643617,2.0602133,0.6954062,0.9761438,0.6461946,1.372549,0.9063267,greater than 0.02356751225,
