theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-0.01747697,0.8320662,-0.26776325,-0.9799939,0.6895862,0.46736324,-0.32542316,1.3755094,-0.80579563,1.6284331,-0.37033414,-0.7103535,-14.229723,-25.348941,-22.419387,18.351112,-16.685471,1.1942622,2.2409825,1.0870342,2.3946796,1.892133,0.3945429,0.88768514,1.9451714,0.6192144,1.624397,2.2825484,1.8197415,1.7593244,0.9953278,greater than 0.02356751225,
1.4673513,-0.07139737,-1.7342895,-0.43628936,1.8402845,-1.056067,-1.8461361,-0.5367183,-0.47078484,0.44454896,1.6766272,0.8236542,19.840158,1.4993953,40.340294,2.3138275,-7.4995094,1.8052413,1.062323,0.9440197,0.5364264,2.1164391,2.2044254,1.7607293,1.3266544,0.80547535,0.43469385,1.6553248,1.4682027,2.1165863,1.925816,less than -0.023711622,
-1.5111424,-0.7771113,0.72966096,-0.59421963,-0.39694726,-1.3683243,-2.0676314,-0.25336278,0.11595655,0.73714598,-0.6123957,-0.9172623,29.434946,46.6992,-2.4349932,-35.63041,4.451875,1.4308035,2.4497255,0.59957059,2.1844427,0.94659466,1.9655554,1.7991423,1.4744515,1.7970075,1.419355,2.2697366,1.8215315,0.99896064,2.1743945,between -0.023711622 and -0.00016276260500000002,
-0.9821086,0.6906382,-0.291525,-0.8994225,-1.629316,-0.35037057,-1.2201748,-0.42016977,-0.43644484,0.86519526,-1.0658243,-0.31315957,17.135198,-33.956707,20.84519,-6.6107956,-53.440287,0.83918955,1.9112316,2.0437605,1.445142,0.27026334,0.969824,0.64534046,2.106325,0.90014416,0.7992818,0.6751355,1.564979,2.0903813,1.7848245,between -0.00016276260500000002 and 0.02356751225,
0.5898169,-0.37795554,-1.0103242,-0.44491455,-0.10836218,0.66215164,-0.6123233,-0.34959764,-2.0718995,-0.8234854,-0.39027044,1.1538915,-19.783911,-39.739813,-10.191549,-26.420504,31.610648,2.0323504,1.3281946,0.9374929,1.9243356,0.77493099,2.0474756,0.5036468,0.9002343,2.1004698,1.5175939,1.8231243,1.8245115,1.7701793,1.1013478,greater than 0.02356751225,
-0.46090563,1.017191,-0.634676,-1.3206878,-0.25322746,0.24910835,0.60337069,1.6549399,-2.0804195,0.96519824,-1.4507075,-0.8641983,1.8649564,2.6884565,-13.759,-22.281549,-3.5172244,0.5652066,0.55545626,2.157981,2.1496465,1.9791423,0.63178067,1.822143,0.82576485,2.2101215,1.604979,1.9699871,2.154586,1.4757396,0.7871081,less than -0.023711622,
0.24218527,0.9817669,-1.4995425,1.1531745,0.45038145,-0.52869755,-0.55032856,0.6274564,0.63291177,-0.39920444,-0.26148473,-0.5499113,25.450822,31.421619,-0.760142,24.135555,18.44064,0.9608999,1.4557435,0.94029315,1.8571086,0.38755544,0.67144555,1.7996543,1.4423047,0.734525,1.6545873,2.294388,2.062455,0.6468213,2.1994441,between -0.023711622 and -0.00016276260500000002,
0.66141447,0.1803241,0.7572496,0.6662898,-1.3354934,0.6890258,0.9811112,-0.64198685,-0.40981444,0.6548914,2.055999,0.4007586,28.114411,-24.349556,-53.370808,-12.813011,26.259455,1.746362,2.1352542,0.9771452,1.8618327,2.1565312,1.7903996,2.0475658,0.9627557,0.9396357,0.7607657,0.586783,2.1353355,1.9845355,0.5659342,greater than 0.02356751225,
-0.481,1.379,-0.937,1.808,0.616,-1.051,-1.249,1.963,-1.163,1.506,-0.852,1.326,44.193,-14.721,-33.942,28.394,51.849,1.931,2.059,0.991,0.754,1.441,0.983,1.791,0.649,2.159,0.855,0.392,2.392,1.587,greater than 0.02356751225,,
0.827,-1.349,1.629,-0.264,0.493,-0.753,1.042,-0.319,0.472,0.847,0.269,-0.936,10.384,4.198,46.278,13.759,-4.982,0.821,1.112,1.854,1.457,0.637,1.964,0.476,0.781,1.109,2.022,0.683,1.276,0.517,less than -0.023711622,,
1.209,-0.181,-1.824,1.442,-0.945,-0.319,-0.766,0.625,-0.531,-1.375,1.287,-1.489,-25.163,-20.811,-3.951,31.497,27.364,2.481,0.602,1.485,1.937,1.865,0.691,2.241,0.878,0.458,1.736,1.328,0.905,0.722,greater than 0.02356751225,,
-1.564,-1.783,-0.436,-0.713,-0.361,0.964,-1.926,0.816,-0.283,-0.956,0.142,0.482,68.517,1.847,-48.199,-16.671,11.696,0.924,1.915,0.687,0.393,0.928,1.661,0.755,0.924,1.855,1.551,2.435,0.679,1.293,less than -0.023711622,,
