theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-1.192431,1.979355,-0.705372,-1.49195,-1.85581,0.460348,1.926189,-0.388221,1.353212,0.192468,0.118811,0.880596,-29.21005,50.27359,18.38403,-46.29847,13.46983,0.812387,1.40074,1.94413,1.82444,1.55063,0.982141,1.14436,0.446705,2.14959,0.792157,1.35438,0.616446,1.27321,1.65142,between -0.023711622 and -0.00016276260500000002,
0.379378,0.130169,-0.837012,-0.550202,-0.351282,0.654823,-0.982986,0.598902,2.06814,1.70138,-1.05518,0.354111,-11.4506,25.83186,-20.5091,-15.47364,34.8616,1.35671,1.84948,1.63016,0.694121,1.71041,1.45981,1.01329,1.44534,0.319877,1.98617,1.4297,2.15853,0.53051,1.82961,0.456113,between -0.00016276260500000002 and 0.02356751225
-1.42918,-0.76838,0.654235,-1.26371,0.213391,-2.14592,1.82188,-1.33926,1.02489,-0.297197,-0.27054,0.470381,28.3082,69.42482,-16.2663,-48.3663,-25.3849,2.06375,1.53384,0.944123,0.937455,2.39473,1.08322,0.760631,2.35461,1.67623,1.23457,0.610914,1.93385,0.941325,0.405781,1.51061,greater than 0.02356751225
-0.16536,2.02433,-1.6271,0.150615,-0.19404,0.870199,-1.30535,0.473941,2.06791,1.87507,1.48478,0.934911,-46.2666,-11.3427,-30.3843,-32.6483,43.18994,1.65475,1.96045,2.18176,2.15822,1.14369,1.81325,1.29643,0.429517,0.635468,0.370135,0.995373,1.44236,0.387422,0.612985,1.29933,between -0.023711622 and -0.00016276260500000002
1.3674,0.187645,1.45181,0.648675,1.18428,-0.38892,0.649634,-0.339213,0.684201,1.04702,0.119431,0.99989,-27.4009,47.98776,-24.2705,1.85453,-8.44173,0.415531,0.932415,1.75961,2.38496,0.985171,2.03556,0.37098,0.395548,0.421912,2.19345,2.24595,2.01991,0.76546,0.901875,2.11037,between -0.00016276260500000002 and 0.02356751225
-2.14542,0.499685,0.217631,-1.52368,1.25968,1.30262,0.480645,0.980337,-0.38255,1.69576,-0.19595,0.790656,16.5178,62.9419,29.3853,-14.6496,-59.2598,1.98193,1.49711,0.629203,2.00539,2.15335,2.24543,0.703645,2.1924,0.258712,0.368935,1.55046,1.93358,1.53588,1.93445,0.960836,between -0.023711622 and -0.00016276260500000002
-0.32099,-0.13929,1.57164,-0.68538,1.4745,-0.68887,-0.87094,-2.12832,0.899427,-0.37258,-0.62993,0.249493,59.83523,23.45521,2.02171,-27.4978,-11.385,2.02651,1.75531,1.90226,0.369985,1.4449,2.39856,0.987531,0.44469,2.12211,0.616219,0.617841,1.42942,1.01625,1.82129,1.46994,greater than 0.02356751225
1.13623,-0.52755,1.19564,1.54235,0.552,-1.35915,2.17833,-0.53346,0.939191,-0.153491,-1.70099,1.73478,-41.6315,27.98283,-46.5358,-47.8956,-45.6621,0.991381,1.90161,0.800213,2.01465,1.05095,0.799956,2.20619,1.75589,0.417425,2.25054,0.559135,2.01134,0.341983,0.448765,0.957411,between -0.00016276260500000002 and 0.02356751225
-1.1407802,1.6185587,-1.5055752,1.3258177,-1.869768,1.7305188,-0.034592748,-1.7764696,0.57186159,-1.9957259,0.61943626,1.1978825,47.271246,-62.165999,-73.953591,-38.009537,23.705869,1.7431993,2.2003928,0.25147282,0.25361245,2.4643841,2.4042913,0.42312875,0.77493099,0.51507983,0.44678245,2.3225852,1.9389593,0.58919421,1.8370336,2.0238542,less than -0.023711622
-2.1434444,1.343258,-0.91873741,1.2790464,-0.98587387,-0.82248872,-2.1310367,-2.1783732,-1.367712,-0.10206383,-0.077157746,-0.88326415,-31.681501,29.019619,-67.269099,-41.753734,-55.004668,1.17324,1.1452121,0.33050354,1.0229367,1.7472486,0.50802637,1.1491296,0.92129846,1.2632575,2.0684096,0.51040705,0.66133288,1.5216514,2.3945051,2.4467664,between -0.00016276260500000002 and 0.02356751225
-0.35793529,1.9023159,-1.3360619,-0.65948418,-0.41179827,1.4058768,0.65339824,1.7979561,-2.3016122,0.80410239,-0.58277142,-2.2949455,-7.7966715,61.341491,16.443306,62.643061,-8.0801947,0.56751021,1.8940233,1.3498591,1.8323006,1.2268366,1.9430646,2.0864969,0.75345491,1.8167469,0.81517579,1.9094461,1.8112517,0.70696501,1.2109252,2.2700537,less than -0.023711622
1.8934435,0.34188606,1.6768197,2.2227172,2.1002529,-1.5559137,-1.1959429,-1.8741333,-0.94963318,0.37659156,0.63593299,0.42751595,-36.050793,-55.683008,-14.31138,68.631965,-2.5628674,1.0133207,2.1308177,0.90341857,2.2559062,1.7657721,1.3318739,1.0541727,2.4802139,0.70444353,1.5824505,0.49560682,1.6638449,0.49184558,1.4487245,0.71272231,between -0.00016276260500000002 and 0.02356751225
