process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
2,1,2,1,78,2,0,greater than 10876.6388888889
0,2,1,1,69,3,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,85,1,0,less than 546.8189102564105
1,1,2,1,63,6,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,60,4,0,greater than 10876.6388888889
0,1,2,0,90,2,3,less than 546.8189102564105
0,3,2,1,74,5,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,66,3,0,greater than 10876.6388888889
1,2,1,1,80,1,0,less than 546.8189102564105
0,2,2,0,61,6,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,67,2,0,greater than 10876.6388888889
0,0,2,1,70,4,0,less than 546.8189102564105
2,3,2,0,87,1,0,greater than 10876.6388888889
1,3,2,1,62,5,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,68,3,0,greater than 10876.6388888889
0,2,1,0,75,2,3,less than 546.8189102564105
0,3,2,1,79,6,0,between 546.8189102564105 and 1316.98333333333
1,1,2,1,65,4,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,72,1,0,greater than 10876.6388888889
2,3,2,1,59,2,0,greater than 10876.6388888889
1,3,2,0,83,3,0,less than 546.8189102564105
2,1,2,0,71,5,0,greater than 10876.6388888889
0,1,2,0,81,4,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,82,2,0,less than 546.8189102564105
0,3,1,1,76,6,0,between 546.8189102564105 and 1316.98333333333
1,1,2,0,64,1,0,greater than 10876.6388888889
0,2,2,1,73,3,0,less than 546.8189102564105
2,2,2,0,86,4,0,greater than 10876.6388888889
1,3,2,0,77,2,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,84,5,0,greater than 10876.6388888889
0,0,2,0,89,1,3,less than 546.8189102564105
0,3,2,1,88,6,0,between 1316.98333333333 and 10876.6388888889
