process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
2,3,2,0,75,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,1,82,3,1,less than 546.8189102564105
2,2,2,1,67,2,0,greater than 10876.6388888889
0,3,2,0,61,1,0,less than 546.8189102564105
2,1,2,1,63,6,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,85,5,0,greater than 10876.6388888889
0,2,1,0,70,4,0,less than 546.8189102564105
2,3,2,0,77,3,0,between 546.8189102564105 and 1316.98333333333
1,1,2,0,73,2,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,68,1,0,between 546.8189102564105 and 1316.98333333333
1,2,2,1,80,5,0,greater than 10876.6388888889
0,3,2,0,65,6,0,less than 546.8189102564105
2,2,2,1,72,1,0,greater than 10876.6388888889
0,2,1,0,60,3,0,less than 546.8189102564105
2,3,2,0,83,6,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,66,5,0,less than 546.8189102564105
1,1,2,0,74,1,0,between 546.8189102564105 and 1316.98333333333
0,2,1,0,62,2,0,less than 546.8189102564105
2,3,2,1,90,4,0,greater than 10876.6388888889
0,3,2,0,76,3,0,less than 546.8189102564105
2,2,2,0,79,2,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,59,6,0,less than 546.8189102564105
2,1,2,0,71,4,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,81,5,0,greater than 10876.6388888889
2,2,2,0,69,1,0,less than 546.8189102564105
1,2,2,0,78,6,0,between 1316.98333333333 and 10876.6388888889
0,3,1,1,84,4,0,less than 546.8189102564105
0,2,2,1,75,5,0,less than 546.8189102564105
1,1,2,0,63,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,86,2,0,greater than 10876.6388888889
0,1,2,0,65,1,0,less than 546.8189102564105
2,3,2,1,88,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,80,4,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,73,6,0,less than 546.8189102564105
1,2,2,0,70,5,0,greater than 10876.6388888889
2,1,2,1,79,3,0,greater than 10876.6388888889
0,2,2,1,72,4,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,67,2,0,less than 546.8189102564105
2,3,2,0,85,1,0,greater than 10876.6388888889
2,2,2,0,69,6,0,less than 546.8189102564105
1,1,2,1,76,5,0,between 1316.98333333333 and 10876.6388888889
0,3,1,0,82,3,0,less than 546.8189102564105
0,2,2,0,61,4,0,less than 546.8189102564105
1,2,2,0,77,1,0,greater than 10876.6388888889
2,1,2,0,72,2,0,between 546.8189102564105 and 1316.98333333333
1,3,2,1,65,6,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,91,5,0,greater than 10876.6388888889
1,1,2,0,70,3,0,less than 546.8189102564105
0,1,2,1,69,5,0,less than 546.8189102564105
2,2,2,0,77,6,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,83,4,0,between 1316.98333333333 and 10876.6388888889
0,3,2,1,63,2,0,less than 546.8189102564105
1,2,2,0,85,6,0,greater than 10876.6388888889
0,2,2,0,66,5,0,less than 546.8189102564105
2,1,2,0,73,1,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,81,3,0,greater than 10876.6388888889
0,1,2,1,60,4,0,less than 546.8189102564105
2,2,2,1,80,5,0,greater than 10876.6388888889
0,2,2,1,68,6,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,62,1,0,less than 546.8189102564105
1,3,2,0,74,5,0,between 1316.98333333333 and 10876.6388888889
0,3,2,0,79,2,0,less than 546.8189102564105
2,3,2,1,89,6,0,greater than 10876.6388888889
0,1,2,0,71,3,0,less than 546.8189102564105
2,2,2,0,78,4,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,76,6,0,between 1316.98333333333 and 10876.6388888889
0,3,1,1,84,5,0,less than 546.8189102564105
0,2,1,0,75,1,0,less than 546.8189102564105
2,1,2,0,70,2,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,87,3,0,greater than 10876.6388888889
0,2,2,1,72,4,0,less than 546.8189102564105
0,1,2,0,61,6,0,less than 546.8189102564105
2,2,2,1,85,5,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,79,6,0,greater than 10876.6388888889
2,2,2,0,77,5,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,63,2,0,greater than 10876.6388888889
0,1,1,1,70,3,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,80,6,1,less than 546.8189102564105
0,3,2,0,67,4,0,greater than 10876.6388888889
2,2,2,0,76,3,0,less than 546.8189102564105
0,1,2,1,72,6,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,70,1,0,greater than 10876.6388888889
0,3,1,1,61,4,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,75,2,0,between 1316.98333333333 and 10876.6388888889
2,1,2,0,66,6,0,less than 546.8189102564105
2,2,2,1,71,3,0,greater than 10876.6388888889
2,2,2,0,60,1,0,greater than 10876.6388888889
1,3,2,1,81,6,0,between 1316.98333333333 and 10876.6388888889
0,2,2,1,59,5,0,between 546.8189102564105 and 1316.98333333333
1,1,2,0,64,3,0,greater than 10876.6388888889
0,1,2,1,74,4,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,85,2,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,69,6,0,less than 546.8189102564105
1,2,2,1,79,6,0,greater than 10876.6388888889
1,2,2,1,84,3,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,78,5,0,between 546.8189102564105 and 1316.98333333333
2,1,2,0,68,3,0,greater than 10876.6388888889
2,3,2,1,76,4,0,between 1316.98333333333 and 10876.6388888889
1,2,2,1,73,1,0,between 1316.98333333333 and 10876.6388888889
0,3,2,0,86,1,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,65,6,0,less than 546.8189102564105
1,1,2,0,82,4,0,greater than 10876.6388888889
0,2,2,1,83,5,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,88,2,0,greater than 10876.6388888889
0,2,2,0,62,6,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,67,4,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,89,3,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,78,2,0,less than 546.8189102564105
1,2,2,1,69,5,0,between 1316.98333333333 and 10876.6388888889
0,3,1,0,58,6,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,90,6,0,less than 546.8189102564105
2,2,2,0,65,1,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,60,3,0,greater than 10876.6388888889
0,2,2,0,77,5,0,less than 546.8189102564105
2,3,2,0,72,6,0,greater than 10876.6388888889
1,3,2,1,79,1,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,91,4,0,less than 546.8189102564105
2,2,2,1,87,5,0,between 1316.98333333333 and 10876.6388888889
0,3,2,1,85,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,82,3,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,92,6,0,between 546.8189102564105 and 1316.98333333333
0,2,2,0,57,1,0,less than 546.8189102564105
0,1,2,0,56,2,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,93,5,0,less than 546.8189102564105
2,1,2,0,94,4,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,59,6,0,greater than 10876.6388888889
2,3,2,0,96,6,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,97,3,0,greater than 10876.6388888889
