process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
2,2,2,1,69,4,0,less than 546.8189102564105
0,3,2,0,66,3,2,between 546.8189102564105 and 1316.98333333333
1,1,2,1,70,2,0,less than 546.8189102564105
0,2,1,1,64,5,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,67,6,1,less than 546.8189102564105
0,1,2,1,65,4,3,between 546.8189102564105 and 1316.98333333333
1,2,2,1,68,3,0,less than 546.8189102564105
2,3,2,0,72,2,0,greater than 10876.6388888889
0,2,2,1,61,5,0,between 546.8189102564105 and 1316.98333333333
2,1,2,1,71,4,2,less than 546.8189102564105
1,3,1,1,63,6,1,less than 546.8189102564105
0,3,2,0,60,3,4,between 1316.98333333333 and 10876.6388888889
1,2,2,1,66,5,0,between 546.8189102564105 and 1316.98333333333
0,1,1,1,70,2,0,less than 546.8189102564105
2,2,2,1,85,6,0,greater than 10876.6388888889
0,3,2,1,62,4,3,less than 546.8189102564105
