process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
0,2,2,1,61,6,0,less than 546.8189102564105
2,3,2,0,67,5,0,greater than 10876.6388888889
0,1,2,0,70,2,0,between 546.8189102564105 and 1316.98333333333
1,3,2,1,72,4,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,69,1,0,between 546.8189102564105 and 1316.98333333333
1,1,1,0,63,6,0,less than 546.8189102564105
0,3,2,0,76,3,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,66,5,0,greater than 10876.6388888889
2,3,2,0,60,6,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,85,2,0,less than 546.8189102564105
0,3,1,0,73,1,0,between 546.8189102564105 and 1316.98333333333
1,3,1,0,68,4,0,greater than 10876.6388888889
0,0,1,1,59,6,0,less than 546.8189102564105
0,2,1,1,75,6,0,between 546.8189102564105 and 1316.98333333333
2,1,1,1,77,5,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,65,1,0,between 546.8189102564105 and 1316.98333333333
0,3,1,1,72,6,0,greater than 10876.6388888889
1,0,1,1,74,4,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,61,2,0,less than 546.8189102564105
1,3,2,1,80,5,0,between 546.8189102564105 and 1316.98333333333
2,1,2,0,71,6,0,less than 546.8189102564105
2,2,2,0,70,4,0,greater than 10876.6388888889
2,1,1,0,76,6,0,between 1316.98333333333 and 10876.6388888889
0,0,2,1,67,1,0,between 546.8189102564105 and 1316.98333333333
0,0,2,0,60,5,0,less than 546.8189102564105
1,3,1,0,73,3,0,greater than 10876.6388888889
0,2,1,1,63,3,0,between 546.8189102564105 and 1316.98333333333
2,2,1,0,74,2,0,between 1316.98333333333 and 10876.6388888889
0,3,2,0,81,1,0,greater than 10876.6388888889
0,3,2,0,62,5,0,less than 546.8189102564105
2,0,1,0,66,3,0,less than 546.8189102564105
0,2,1,1,64,4,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,65,6,0,greater than 10876.6388888889
0,2,2,0,69,2,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,79,3,0,between 1316.98333333333 and 10876.6388888889
2,0,1,0,72,6,0,between 1316.98333333333 and 10876.6388888889
2,1,1,0,68,5,0,greater than 10876.6388888889
0,0,2,1,76,1,0,less than 546.8189102564105
2,1,1,1,61,6,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,67,4,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,62,3,0,between 546.8189102564105 and 1316.98333333333
0,0,1,1,70,5,0,greater than 10876.6388888889
2,3,1,1,80,2,0,greater than 10876.6388888889
1,1,1,0,77,6,0,less than 546.8189102564105
0,2,2,0,73,3,0,less than 546.8189102564105
1,3,1,0,71,2,0,less than 546.8189102564105
0,1,1,0,60,5,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,85,6,0,between 1316.98333333333 and 10876.6388888889
1,0,2,0,75,4,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,66,1,0,greater than 10876.6388888889
0,2,2,1,78,6,0,less than 546.8189102564105
2,0,2,0,64,2,0,greater than 10876.6388888889
0,0,2,0,82,5,0,less than 546.8189102564105
2,3,2,0,69,3,0,between 546.8189102564105 and 1316.98333333333
1,1,2,0,83,6,0,between 1316.98333333333 and 10876.6388888889
1,0,2,1,79,1,0,between 1316.98333333333 and 10876.6388888889
0,1,1,1,81,4,0,between 546.8189102564105 and 1316.98333333333
0,2,1,0,65,2,0,greater than 10876.6388888889
1,2,1,0,71,5,0,less than 546.8189102564105
1,0,2,1,62,6,0,less than 546.8189102564105
2,0,2,1,70,6,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,63,5,0,between 1316.98333333333 and 10876.6388888889
0,1,2,0,77,6,0,greater than 10876.6388888889
1,3,1,1,76,2,0,less than 546.8189102564105
