duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
673.5514,h264,479.50723,359.37823,186883.66,29.255583,323.42056,18227.928,0.0,15806.3,1323354.4,12440688.0,15097845.0,h264,5067210.0,12.129771,627.5337,472.54123,less than 2.096
158.68582,flv,319.94437,240.01973,270466.97,24.948732,88.73661,3938.9653,0.0,3954.767,488797.3,6578532.0,6559696.5,vp8,112498.05,14.969847,1897.7684,1080.3318,greater than 10.433
38.54944,h264,1279.7767,719.50946,2287740.0,30.054073,23.083973,1525.3346,0.0,1603.7435,4425772.0,8084538.0,12096183.0,mpeg4,112884.09,15.07842,1274.865,719.3856,less than 2.096
162.93407,mpeg4,175.19545,144.58324,41088.83,12.402642,52.29091,1758.6141,0.0,1833.1824,148631.64,976879.1,1269925.0,mpeg4,531992.7,14.942973,155.95486,137.52777,greater than 10.433
147.61847,flv,329.03018,242.22055,246339.84,25.027166,62.930397,3709.6023,0.0,3737.4238,192253.84,1848507.5,1882750.9,vp8,103708.03,11.915365,1293.648,721.0737,less than 2.096
354.7302,mpeg4,175.23698,143.24255,23134.484,12.03369,140.01538,4263.4688,0.0,4428.3633,74687.06,398511.94,301769.16,flv,4945737.0,24.792618,337.2884,245.26387,less than 2.096
419.95547,vp8,1294.8395,719.39844,2830856.8,28.950056,49.45745,11404.671,0.0,11548.527,3870008.0,148772700.0,100147580.0,vp8,86891.875,11.975806,1909.7777,1082.8153,between 2.096 and 4.408
283.03323,flv,1278.3745,718.83136,1331395.8,24.866594,178.51796,6030.3267,0.0,6127.3345,3344728.5,30359864.0,35484784.0,vp8,558227.6,29.903872,1297.9448,720.66864,between 4.408 and 10.433
148.58011,mpeg4,179.79477,144.3651,68739.89,12.095246,34.696194,2110.8523,0.0,2126.4917,10703.45,1199413.5,1254124.5,vp8,539888.25,15.014085,1934.1688,1081.7069,between 4.408 and 10.433
208.70703,vp8,482.23856,359.70883,303015.97,24.957571,40.381676,4282.312,0.0,4427.0845,375956.28,4895507.0,4891252.5,flv,68845.836,29.94639,1872.1263,1078.3835,between 2.096 and 4.408
763.4711,mpeg4,171.92815,143.42485,54864.188,12.049666,272.28418,11373.537,0.0,11559.92,1622271.0,12505007.0,15048713.0,h264,3009538.0,23.895044,350.6503,247.95963,less than 2.096
512.78284,h264,481.60736,359.75787,314072.4,29.959856,272.1645,17502.193,0.0,17513.725,2536161.2,21843028.0,24157790.0,vp8,107995.81,11.955412,103.651375,136.8268,between 4.408 and 10.433
534.0425,h264,634.09216,479.31393,622946.56,29.130676,299.1199,13390.262,0.0,13667.922,2862230.2,27786770.0,30396570.0,h264,3004802.5,11.9268265,1907.598,1079.2281,less than 2.096
308.10175,flv,318.9164,239.22862,243518.0,29.017332,137.73741,10233.542,0.0,10392.564,751809.1,7804500.5,8984927.0,flv,110002.18,30.030191,621.48645,469.45013,less than 2.096
384.00745,h264,637.58496,480.38022,691670.4,29.024652,221.55817,11943.239,0.0,12118.997,2841474.5,39509120.0,41816644.0,h264,2977737.5,15.004617,1895.5964,1077.0524,between 2.096 and 4.408
294.74646,flv,314.11697,238.6044,239243.48,29.98714,141.46239,8670.545,0.0,8789.033,740968.4,7568107.0,7986608.5,flv,68405.99,29.632696,1925.2861,1081.6843,greater than 10.433
