duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
379.25345,h264,478.42807,359.45206,479117.25,5.9006977,171.10928,1297.2745,0.0,1246.974,1885045.5,-2572746.8,882761.94,mpeg4,178732.3,24.028818,180.9459,144.57124,less than 2.096
215.98325,vp8,649.9127,482.3548,670514.94,29.057346,77.00328,6495.6875,0.0,6675.8193,2634894.2,20403504.0,23266474.0,flv,4809453.5,25.071182,315.41248,236.86691,less than 2.096
32.60191,vp8,1141.9033,706.18414,849419.0,11.188494,5.193524,-229.24745,0.0,-68.556526,1254621.6,-7878386.0,1246207.2,flv,539121.3,11.938331,320.76202,239.37952,between 4.408 and 10.433
248.92145,vp8,641.4479,481.35364,635525.5,30.085037,68.29813,7378.1357,0.0,7440.391,1971155.8,14481967.0,18500338.0,vp8,346990.6,15.072884,239.89507,172.12408,greater than 10.433
96.96722,h264,483.28928,360.57306,377716.03,28.928102,63.870125,2582.6377,0.0,2672.6382,511655.4,3286348.0,3633892.5,vp8,548520.94,29.979689,339.788,244.82622,between 2.096 and 4.408
231.15944,h264,477.25668,357.96268,404323.03,28.968504,101.2945,6448.623,0.0,6456.2197,1208027.8,8816282.0,9895783.0,h264,234718.34,23.96199,318.31223,239.51888,between 4.408 and 10.433
84.600586,flv,317.7651,239.6494,238696.53,29.980637,104.64313,3971.285,0.0,4066.85,597934.75,2660955.0,3180485.2,h264,3009012.0,24.03948,1912.3278,1082.4257,between 2.096 and 4.408
52.12723,mpeg4,635.51306,480.28305,600204.25,11.837224,16.882624,382.2256,0.0,419.72253,4521798.0,26288.678,1023162.3,mpeg4,843154.94,14.73837,1931.201,1080.1348,greater than 10.433
486.0424,vp8,478.9121,359.5326,616759.94,30.296846,160.18828,14512.493,0.0,14738.127,1961935.6,23623640.0,26147386.0,h264,5064517.5,24.974728,1915.5063,1085.435,greater than 10.433
270.54544,flv,-207.62743,146.66995,-112612.76,6.8439636,67.86972,1684.6122,0.0,6950.735,-365305.06,1248954.6,1255969.6,h264,791.1381,24.610197,169.28267,144.42888,less than 2.096
276.45255,h264,471.73123,357.76407,483038.0,29.933748,162.23442,8377.471,0.0,8565.166,2339562.0,14993797.0,16670744.0,vp8,85614.914,30.115768,289.98764,233.07333,between 4.408 and 10.433
551.20483,vp8,638.86957,479.96216,720383.4,29.303366,177.47667,15909.803,0.0,15959.365,2379131.5,46701064.0,51120452.0,h264,-25557.543,29.95264,347.22308,252.64969,between 2.096 and 4.408
266.72046,h264,633.5225,479.58102,638234.7,29.999594,160.27995,8297.741,0.0,8397.536,4330072.0,18436774.0,21826282.0,mpeg4,561044.56,25.029074,310.9988,235.98694,between 2.096 and 4.408
514.09216,vp8,497.19,361.2796,600974.25,23.702501,124.64721,11944.202,0.0,12180.028,5914130.5,36174508.0,40835810.0,h264,542640.1,24.93404,304.08273,235.81708,between 2.096 and 4.408
413.88925,mpeg4,174.93947,143.1942,49399.715,25.09582,106.74331,12058.606,0.0,12215.3955,876286.25,3819618.8,3940867.2,h264,86484.52,25.040495,311.87454,234.8488,between 2.096 and 4.408
242.04674,flv,320.1133,240.45465,236986.33,25.075155,130.93094,5602.235,0.0,5718.4243,2182371.0,3260842.8,4403837.5,h264,514873.38,24.971745,1911.3197,1082.4945,between 4.408 and 10.433
