duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
602.3848,h264,640.70935,481.21262,568231.06,29.141293,305.76224,17192.379,0.09765302,17542.879,33086656.0,21245710.0,33423588.0,flv,108483.266,15.057184,161.82335,142.3582,less than 2.096
148.30743,flv,320.43237,240.01593,222498.92,12.960699,65.91023,1573.8921,-0.11545901,1637.7518,426678.62,4226630.0,4778204.5,mpeg4,509026.1,25.071617,1282.8417,720.3428,greater than 10.433
1210.6777,mpeg4,174.5602,144.28336,54032.652,12.112397,184.2565,12465.563,0.41958004,12564.8,630100.0,5552298.5,6238114.0,h264,440947.56,29.97986,173.92586,143.76134,between 2.096 and 4.408
386.88336,h264,640.3212,480.69162,573902.25,22.897017,207.72232,8993.294,0.56418717,9263.1875,8255037.0,19289682.0,25293094.0,mpeg4,492299.53,25.008493,497.26773,368.4852,between 2.096 and 4.408
459.96405,vp8,1272.9344,716.68005,768099.44,22.881113,85.91136,9742.15,0.014452338,9867.175,5637639.5,39098140.0,47827132.0,flv,234873.72,30.008265,170.42667,143.28177,between 2.096 and 4.408
807.2568,h264,485.10178,360.9147,580106.6,30.170546,239.01814,17729.451,-0.10061048,17556.805,3178207.5,49387756.0,53377776.0,flv,5200259.0,29.98244,636.517,478.0334,less than 2.096
181.23828,h264,479.65543,360.4539,525722.0,22.850159,85.720695,3857.4958,-0.023504056,3958.6748,1651580.8,11093029.0,12065909.0,h264,47254.75,14.947776,318.6214,238.6083,greater than 10.433
85.72545,mpeg4,176.73991,228.01128,73752.28,12.273387,18.788794,1085.6338,0.61547214,1137.8324,45771.46,743976.94,845768.0,mpeg4,83764.414,14.933049,1913.1683,1081.6333,between 4.408 and 10.433
83.47275,mpeg4,174.89836,143.27696,57510.402,12.138512,17.263737,1070.7657,0.12172899,1111.8485,43632.445,662600.5,628940.5,mpeg4,52259.18,23.99875,177.01694,144.90579,less than 2.096
337.48352,h264,640.49774,480.4394,575157.5,14.916173,169.29277,6719.551,0.18510392,6839.217,7014671.5,15892240.0,22376548.0,flv,5048269.5,25.057505,1928.1565,1081.9828,greater than 10.433
-18.301151,mpeg4,176.70552,146.67351,56066.64,7.443183,5.4666033,-163.60262,-0.07683939,-12289.668,58991516.0,-43162430.0,165068880.0,flv,823495.44,15.015499,1273.3541,719.26013,greater than 10.433
349.56274,mpeg4,176.41722,144.61687,58253.895,11.882053,71.527596,4375.636,0.20258975,4464.666,270775.28,1958275.0,2350530.8,flv,58604.305,24.057701,635.8754,479.1888,less than 2.096
82.299,mpeg4,175.4043,143.98969,56186.805,11.867874,17.338242,952.2234,-0.098234445,961.1735,32542.545,680905.0,641397.94,vp8,564900.94,14.913907,643.05695,481.20358,less than 2.096
19.849401,mpeg4,176.74927,144.3978,61204.92,11.974151,13.175603,47.09549,0.103456065,121.77427,6840.223,389931.62,537571.1,vp8,63277.5,12.117582,640.4636,477.82718,greater than 10.433
174.0372,mpeg4,175.32372,143.44218,58234.3,12.010235,31.144205,2009.7812,-0.4792483,2113.085,115360.8,1158665.6,1347802.9,mpeg4,532562.9,24.168156,322.7476,239.75017,less than 2.096
272.91452,mpeg4,178.15034,144.6205,56760.707,12.097162,92.1583,3580.9797,0.3966083,3579.236,313320.75,1639902.6,2032067.6,flv,472909.66,14.91333,494.97357,360.52887,less than 2.096
206.66554,mpeg4,174.90346,142.95139,57399.57,11.643004,45.09424,2407.5122,0.05038652,2448.5042,149045.67,1443873.9,1529960.6,h264,51423.633,25.053446,318.0888,240.43184,less than 2.096
80.98892,mpeg4,173.88086,143.76067,55776.695,12.08199,15.727362,952.77325,0.03793387,1004.5338,32375.395,467994.0,442887.12,vp8,84542.19,15.09167,1288.6959,722.73,greater than 10.433
397.79852,h264,321.33035,239.84644,144434.88,25.141878,169.77165,9674.455,0.16538745,9936.319,1104245.9,6438398.0,7617329.5,h264,527668.2,24.081316,1336.2367,726.3746,between 4.408 and 10.433
410.51498,mpeg4,176.98375,144.08635,57856.82,12.010956,76.0323,5107.65,0.5593265,5112.1787,249245.12,1463461.2,1704493.8,mpeg4,112101.19,15.053746,160.94994,143.05206,less than 2.096
607.0818,mpeg4,173.71902,143.58514,53064.336,12.063372,102.095024,7138.219,0.1060698,7357.8486,334642.0,2705017.8,2984189.2,flv,2972543.0,15.03798,1913.5808,1081.9006,less than 2.096
275.73267,mpeg4,176.97733,145.15207,53973.492,12.068658,59.240234,3185.8257,0.12285346,3383.9558,-2558473.5,1669295.4,205987900.0,h264,844135.44,24.128323,1913.7384,1080.1274,greater than 10.433
