duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
147.67624,flv,319.56476,239.63408,260227.17,29.967304,79.65602,4431.6133,0.0,4490.136,216841.7,4234854.5,4665981.5,flv,418859.3,14.950079,315.52048,238.29543,between 2.096 and 4.408
272.72614,h264,492.8485,350.74884,313796.1,24.927603,145.7725,6793.4204,0.0,6930.292,1492424.0,8709907.0,9829998.0,vp8,5067054.5,23.9122,643.9302,481.22812,between 2.096 and 4.408
44.105576,h264,471.88022,351.03702,503878.03,29.93484,23.382484,1415.3065,0.0,1475.1625,95996.59,3518226.8,3127889.8,flv,3062831.0,23.963945,334.18744,245.45532,less than 2.096
662.2833,vp8,1282.7001,721.5372,643573.4,24.102104,84.65419,15358.473,0.0,15495.939,12953975.0,46970996.0,64782252.0,flv,2765854.2,14.938796,280.36252,223.3118,between 2.096 and 4.408
341.41608,vp8,1291.6499,721.03564,8532313.0,30.087301,108.77483,10358.121,0.0,10666.195,8598874.0,66524584.0,83042190.0,h264,4899523.0,14.974913,637.33466,480.33942,between 4.408 and 10.433
609.2184,mpeg4,176.19095,143.7635,55600.836,25.061424,187.10547,14851.472,0.0,15071.277,437926.34,3138411.2,3942076.0,flv,552613.25,30.011692,312.9976,237.0046,less than 2.096
161.3321,flv,323.18552,240.07014,246509.72,29.132185,46.984886,4707.109,0.0,4785.113,934464.06,4099796.0,5149563.5,flv,53065.26,24.568117,1282.2297,721.64777,less than 2.096
108.051186,h264,1286.4838,721.24744,2229200.8,24.95216,56.885273,2787.9648,0.0,2814.5908,5037411.5,23292624.0,30465858.0,flv,109469.45,25.039808,473.97256,359.06894,greater than 10.433
46.235737,flv,320.14862,240.21317,274151.94,28.979633,26.347847,1540.9734,0.0,1577.7915,66000.1,1828106.9,2018911.6,h264,105048.08,23.908958,489.90527,363.65662,between 2.096 and 4.408
477.38724,vp8,1283.311,721.82904,2858091.5,29.996504,138.96367,14614.345,0.0,14769.2,6867944.0,196906480.0,137941580.0,mpeg4,101263.91,29.962456,181.35136,143.95021,between 4.408 and 10.433
852.03143,mpeg4,177.97829,143.5226,59064.613,30.108963,243.65181,24721.361,0.0,25263.877,282501.22,6617086.0,6906148.0,h264,105646.31,29.92691,437.3614,344.08734,less than 2.096
400.76425,vp8,1276.5844,720.4987,917759.25,13.020213,65.743576,5084.929,0.0,5174.947,4409619.0,45706412.0,51787830.0,flv,5024896.0,14.958979,489.71667,362.12527,between 2.096 and 4.408
141.55276,flv,318.5203,240.72618,264996.44,24.703392,65.54286,3419.3438,0.0,3446.4043,618442.06,4071631.8,4986252.0,vp8,10426.993,24.293753,1924.5676,1080.3923,greater than 10.433
169.85391,flv,327.45932,240.80974,247699.83,14.957266,87.63956,2387.0889,0.0,2476.0732,441506.78,4496844.0,5346529.5,mpeg4,115192.05,12.050461,1289.5037,722.7031,greater than 10.433
96.482056,h264,1270.1129,721.02435,2384266.0,30.240513,58.705475,2921.98,0.0,2980.9177,3579118.8,29162650.0,31154180.0,vp8,227650.86,11.9091215,644.97906,479.73358,between 2.096 and 4.408
106.00828,h264,643.787,481.51624,815714.3,29.038754,53.472683,3243.5813,0.0,3266.0469,2046524.4,9198177.0,10928591.0,flv,51276.95,24.50737,167.59595,143.39035,between 4.408 and 10.433
360.41812,h264,1286.4167,721.6724,2241946.0,22.783693,199.91571,8383.375,0.0,8562.01,11505377.0,50269708.0,59585836.0,flv,3076453.2,15.090486,1282.2739,722.82587,between 4.408 and 10.433
177.06367,h264,488.6041,368.3858,458563.25,29.188507,87.949455,5183.144,0.0,5285.683,1145550.5,7931896.0,9038822.0,h264,248866.9,14.934888,1920.8041,1079.6945,between 2.096 and 4.408
177.36224,flv,320.0708,239.95763,264801.62,25.027285,83.47702,4420.1743,0.0,4535.263,302661.6,5162746.0,5692891.0,flv,104449.81,15.029762,474.27847,357.52347,between 2.096 and 4.408
634.381,mpeg4,1252.354,718.90375,563889.5,12.336526,132.41154,6416.843,0.0,6580.748,2376301.0,38937840.0,41439990.0,mpeg4,506372.94,15.031796,1919.8094,1078.6128,greater than 10.433
40.26394,flv,1290.4438,721.6717,3784389.0,28.897572,15.95768,1034.3466,0.0,1057.6989,2230599.0,16391415.0,18778616.0,flv,506398.28,24.02078,1286.8179,722.42285,between 2.096 and 4.408
551.2209,h264,1292.9615,721.8448,720646.9,24.505075,238.07426,13631.962,0.0,13815.905,6395675.0,44589136.0,51025630.0,h264,232466.36,25.016474,182.61641,145.71959,between 4.408 and 10.433
569.994,vp8,319.4426,239.45175,82470.96,30.241184,93.355286,16931.887,0.0,16932.64,881974.0,6136918.5,6957821.0,mpeg4,382364.3,14.982264,1921.6078,1080.9054,between 2.096 and 4.408
511.7234,mpeg4,171.56071,144.08098,59095.688,11.805443,150.99646,6258.184,0.0,6408.498,538994.7,5499691.0,5877800.5,mpeg4,4919544.0,24.738464,317.24878,239.0509,between 4.408 and 10.433
