duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
309.25452,vp8,192.01036,153.02551,58240.14,7.1896276,37.705917,4806.51,-0.7569916,4882.0093,513410.6,86388.9,704779.9,flv,129139.48,15.132591,462.6911,357.24753,between 4.408 and 10.433
82.65257,h264,480.55637,361.3924,394727.2,25.04938,15.230796,1802.6046,0.46247423,1840.5961,1024741.2,2955357.0,3836753.0,mpeg4,3081742.0,15.0131645,175.53891,144.36987,between 2.096 and 4.408
864.19794,h264,618.7571,480.77002,614965.5,23.03291,345.8171,11903.283,-0.24479194,12058.143,7067326.0,30858266.0,35720416.0,mpeg4,1991068.0,24.166904,1303.5787,725.4903,greater than 10.433
64.8458,mpeg4,172.30832,143.56284,70377.29,12.030143,9.644089,807.17993,2.0056498,804.6163,15780.236,119061.83,270282.38,vp8,122132.336,25.118374,632.63727,477.43875,less than 2.096
99.15344,mpeg4,176.13728,143.37794,53755.516,11.982478,24.24169,1223.3875,0.22613344,1238.0366,38920.746,723607.0,735518.94,mpeg4,535769.06,29.63045,474.50198,355.1784,less than 2.096
1009.00446,h264,636.18335,483.05075,886456.56,25.047804,237.77269,9243.586,-259.9087,9442.2,8876772.0,24213304.0,12645660.0,flv,114816.69,24.212093,653.5071,481.76974,greater than 10.433
86.475845,h264,616.2409,478.24152,805388.7,25.071943,49.182045,1838.9081,1.4292318,1923.7402,2084491.0,-2467115.0,367033.94,flv,507255.44,29.9072,651.6628,479.3361,between 4.408 and 10.433
32.716717,h264,318.8883,238.40712,147981.02,28.995367,22.689608,819.3493,-0.054364786,868.10315,110810.74,564176.3,277987.66,mpeg4,4211531.0,23.890736,1979.1372,1084.4875,greater than 10.433
406.80325,vp8,176.22078,143.99243,55278.223,11.969685,73.61481,5897.059,0.047409832,5773.117,60834.02,960061.44,908017.3,mpeg4,97266.26,12.226883,618.26,474.33804,less than 2.096
637.5529,h264,483.24683,359.73517,365729.4,25.037928,248.83112,10611.289,3.9648447,11158.659,5285302.0,15859031.0,17762304.0,flv,94138.54,30.256176,321.12387,242.11534,between 2.096 and 4.408
70.78247,mpeg4,484.18787,363.53622,293132.22,22.916967,26.501703,1663.3143,-0.17065251,1660.7614,241498.92,1663697.0,2258502.0,flv,81159.02,24.9713,1272.6041,713.7985,between 4.408 and 10.433
470.84958,h264,327.6471,242.39891,153329.42,24.995964,197.25348,10496.51,0.30054915,11277.893,1407481.9,7780290.5,9252560.0,h264,3787887.5,25.020199,1922.1138,1084.8352,greater than 10.433
60.58021,mpeg4,175.89978,144.52576,-9898.522,11.976031,8.552031,1206.192,-2.9576004,1282.1083,94624.32,796587.0,823863.94,flv,-1050348.0,23.990229,313.02112,235.7677,less than 2.096
226.90868,h264,484.54678,361.0586,481941.16,29.022701,130.2411,7856.1025,1.63158,8112.208,2525284.5,13494116.0,16076114.0,flv,2954507.5,11.891119,178.8515,143.59799,less than 2.096
551.32935,mpeg4,181.08337,144.14017,66778.47,12.065626,92.46973,7169.2246,0.33043355,5987.367,303942.9,3827422.0,4128330.2,h264,49074.32,25.107897,477.68503,358.69565,between 2.096 and 4.408
79.230484,h264,318.69778,239.74933,304060.88,25.077095,32.09871,1640.3738,0.070322305,1667.0283,198600.78,1804148.6,2004686.8,h264,168438.75,25.107119,1924.0723,1079.9984,greater than 10.433
