fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.88,0.56,0.29,2.15,0.098,14.0,35.0,0.99673,3.28,0.67,10.2,between 5.0 and 6.0
8.45,0.38,0.49,1.9,0.087,12.0,29.0,0.99651,3.35,0.82,9.8,greater than 6.0
7.32,0.65,0.07,2.8,0.082,20.0,49.0,0.99591,3.42,0.59,10.5,between 5.0 and 6.0
9.09,0.51,0.27,2.35,0.093,16.0,40.0,0.99721,3.22,0.69,10.9,between 5.0 and 6.0
7.95,0.62,0.19,2.25,0.078,11.0,32.0,0.99629,3.39,0.63,9.7,greater than 6.0
8.69,0.46,0.31,1.95,0.102,18.0,44.0,0.99698,3.26,0.73,10.4,greater than 6.0
10.21,0.29,0.55,2.05,0.071,8.0,22.0,0.99815,3.14,0.85,10.6,greater than 6.0
7.46,0.54,0.25,2.45,0.086,15.0,38.0,0.99664,3.33,0.58,11.2,between 5.0 and 6.0
7.89,0.49,0.22,2.1,0.096,10.0,30.0,0.99642,3.41,0.79,9.6,greater than 6.0
11.39,0.34,0.48,2.15,0.065,9.0,26.0,0.99832,3.09,0.96,10.1,greater than 6.0
9.53,0.42,0.36,2.3,0.074,13.0,34.0,0.99758,3.25,0.62,10.8,between 5.0 and 6.0
6.98,0.61,0.08,2.9,0.079,21.0,52.0,0.99565,3.44,0.57,11.4,between 5.0 and 6.0
7.21,0.59,0.27,1.85,0.081,12.0,30.0,0.99621,3.38,0.64,9.4,greater than 6.0
10.85,0.27,0.57,2.2,0.058,6.0,19.0,0.99859,3.01,0.93,10.7,greater than 6.0
8.16,0.52,0.24,2.4,0.094,16.0,41.0,0.99681,3.29,0.66,10.3,between 5.0 and 6.0
7.51,0.63,0.15,2.2,0.077,11.0,31.0,0.99613,3.35,0.6,10.6,between 5.0 and 6.0
8.98,0.44,0.33,1.9,0.103,15.0,38.0,0.99694,3.27,0.72,10.1,greater than 6.0
11.62,0.32,0.5,2.25,0.062,7.0,20.0,0.99825,3.07,0.89,10.2,greater than 6.0
6.85,0.69,0.04,3.1,0.085,23.0,59.0,0.99546,3.46,0.56,11.8,between 5.0 and 6.0
