fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.28,0.54,0.27,2.15,0.084,17.0,41.0,0.99638,3.31,0.63,10.3,between 5.0 and 6.0
9.45,0.62,0.35,2.8,0.105,14.0,44.0,0.99729,3.23,0.68,9.8,greater than 6.0
6.85,0.46,0.24,2.2,0.065,6.0,16.0,0.99525,3.44,0.73,11.2,greater than 6.0
8.17,0.59,0.32,1.9,0.074,11.0,26.0,0.99649,3.29,0.56,10.1,between 5.0 and 6.0
7.15,0.51,0.21,2.45,0.085,22.0,114.0,0.99699,3.21,0.67,9.3,greater than 6.0
11.93,0.44,0.41,2.95,0.108,18.0,73.0,0.99819,3.14,0.72,9.45,between 5.0 and 6.0
7.55,0.35,0.29,2.51,0.082,15.0,32.0,0.99683,3.33,0.64,10.92,greater than 6.0
6.19,0.76,0.12,2.03,0.093,5.0,9.0,0.996,3.51,0.53,10.29,between 5.0 and 6.0
9.7,0.41,0.49,2.42,0.091,12.0,57.0,0.99546,3.37,0.81,9.92,less than 5.0
7.21,0.73,0.17,2.81,0.079,16.0,33.0,0.99655,3.26,0.51,11.07,greater than 6.0
7.44,0.38,0.32,2.35,0.099,9.0,24.0,0.99485,3.43,0.58,9.93,between 5.0 and 6.0
7.95,0.49,0.43,1.88,0.077,14.0,35.0,0.99755,3.28,0.74,11.34,greater than 6.0
7.43,0.59,0.33,2.5,0.095,11.0,44.0,0.99676,3.24,0.62,9.6,between 5.0 and 6.0
8.29,0.57,0.26,1.98,0.061,21.0,52.0,0.99617,3.39,0.69,9.72,greater than 6.0
10.4,0.53,0.55,2.41,0.065,6.0,11.0,0.99693,3.07,0.85,10.1,greater than 6.0
6.82,0.48,0.24,1.72,0.076,25.0,42.0,0.99556,3.46,0.67,9.9,greater than 6.0
9.17,0.52,0.62,1.92,0.098,19.0,41.0,0.99573,3.22,0.73,11.55,between 5.0 and 6.0
7.73,0.49,0.11,2.18,0.07,8.0,23.0,0.9967,3.31,0.64,10.36,between 5.0 and 6.0
7.26,0.69,0.07,1.62,0.086,18.0,54.0,0.99705,3.49,0.46,11.34,greater than 6.0
6.34,0.99,0.13,1.89,0.092,4.0,14.0,0.99541,3.52,0.55,12.02,greater than 6.0
10.88,0.38,0.47,2.2,0.076,16.0,33.0,0.99841,3.13,0.61,10.19,between 5.0 and 6.0
9.24,0.6,0.38,2.81,0.087,13.0,56.0,0.99711,3.29,0.76,9.8,between 5.0 and 6.0
6.61,0.32,0.34,1.97,0.074,22.0,43.0,0.99585,3.42,0.8,10.51,greater than 6.0
7.96,0.46,0.29,2.34,0.101,11.0,20.0,0.99615,3.26,0.59,10.17,greater than 6.0
6.29,0.85,0.14,2.07,0.078,26.0,48.0,0.99531,3.55,0.56,9.39,greater than 6.0
8.79,0.33,0.41,1.79,0.098,20.0,39.0,0.99742,3.19,0.79,10.83,between 5.0 and 6.0
10.55,0.55,0.42,2.85,0.088,7.0,34.0,0.99806,3.16,0.68,12.16,less than 5.0
6.75,0.56,0.08,2.5,0.105,19.0,35.0,0.99646,3.35,0.55,9.78,greater than 6.0
7.36,0.4,0.44,2.17,0.061,8.0,25.0,0.99517,3.4,0.81,9.92,between 5.0 and 6.0
9.42,0.63,0.27,2.34,0.065,24.0,83.0,0.99684,3.18,0.71,10.49,greater than 6.0
11.69,0.5,0.51,2.35,0.074,21.0,52.0,0.99736,3.3,0.86,11.36,greater than 6.0
9.43,0.39,0.35,2.48,0.099,16.0,59.0,0.99592,3.24,0.73,11.01,greater than 6.0
7.51,0.59,0.19,2.08,0.092,11.0,37.0,0.99707,3.32,0.57,10.27,greater than 6.0
6.22,0.93,0.26,2.42,0.077,15.0,35.0,0.99639,3.48,0.62,12.05,greater than 6.0
7.65,0.71,0.16,2.36,0.095,6.0,14.0,0.99582,3.37,0.51,10.71,greater than 6.0
6.53,0.59,0.28,2.55,0.103,14.0,27.0,0.99619,3.36,0.63,10.89,between 5.0 and 6.0
8.95,0.42,0.39,2.2,0.076,25.0,44.0,0.99698,3.17,0.75,9.96,greater than 6.0
6.99,0.53,0.1,1.95,0.086,8.0,27.0,0.99473,3.46,0.65,11.49,greater than 6.0
7.78,0.4,0.43,1.92,0.094,19.0,38.0,0.99567,3.27,0.83,9.51,greater than 6.0
10.09,0.46,0.56,2.33,0.098,16.0,65.0,0.99693,3.12,0.77,11.09,between 5.0 and 6.0
7.37,0.68,0.34,2.15,0.082,9.0,37.0,0.99632,3.39,0.59,10.38,greater than 6.0
9.85,0.49,0.42,2.07,0.08,15.0,24.0,0.99591,3.15,0.85,11.52,greater than 6.0
9.31,0.54,0.39,2.62,0.065,20.0,59.0,0.99655,3.34,0.72,12.09,greater than 6.0
6.88,0.75,0.24,1.93,0.079,5.0,21.0,0.9964,3.51,0.51,10.57,greater than 6.0
8.19,0.67,0.2,2.41,0.074,10.0,28.0,0.99594,3.35,0.58,10.92,between 5.0 and 6.0
7.63,0.62,0.13,1.88,0.096,18.0,43.0,0.99658,3.28,0.61,11.23,greater than 6.0
7.19,0.55,0.36,2.03,0.097,13.0,27.0,0.99614,3.4,0.76,9.72,between 5.0 and 6.0
12.18,0.39,0.46,2.71,0.065,11.0,25.0,0.99836,3.1,0.86,9.34,greater than 6.0
6.32,0.7,0.16,1.83,0.095,8.0,22.0,0.99559,3.52,0.67,12.08,greater than 6.0
7.58,0.51,0.28,2.36,0.081,23.0,58.0,0.99651,3.2,0.65,10.51,greater than 6.0
6.95,0.86,0.2,2.58,0.077,20.0,51.0,0.9963,3.45,0.59,10.1,greater than 6.0
8.97,0.48,0.44,2.41,0.071,15.0,38.0,0.99715,3.25,0.81,10.68,greater than 6.0
10.82,0.51,0.39,2.56,0.099,21.0,62.0,0.99659,3.22,0.55,9.49,between 5.0 and 6.0
6.53,0.61,0.23,2.49,0.092,19.0,32.0,0.99582,3.48,0.69,10.88,between 5.0 and 6.0
8.44,0.58,0.49,1.77,0.066,11.0,43.0,0.99679,3.32,0.67,11.19,greater than 6.0
7.34,0.49,0.25,2.44,0.085,15.0,34.0,0.99612,3.44,0.74,10.38,greater than 6.0
9.25,0.62,0.38,2.18,0.084,24.0,51.0,0.99668,3.14,0.75,10.75,greater than 6.0
7.85,0.59,0.24,2.42,0.078,14.9,42.0,0.9982,3.32,0.63,9.8,between 5.0 and 6.0
10.25,0.48,0.55,2.19,0.092,19.5,51.0,0.9993,3.22,0.75,10.4,greater than 6.0
6.99,0.76,0.04,2.54,0.065,23.5,49.0,0.9959,3.39,0.5,10.9,between 5.0 and 6.0
8.62,0.33,0.39,1.98,0.085,10.2,29.0,0.9967,3.27,0.69,11.1,greater than 6.0
12.08,0.41,0.49,2.66,0.076,16.5,46.0,1.0001,3.14,0.59,9.7,greater than 6.0
7.38,0.55,0.26,2.03,0.079,21.9,60.0,0.9985,3.38,0.54,9.6,between 5.0 and 6.0
8.99,0.28,0.46,2.48,0.071,13.2,33.0,0.9958,3.25,0.81,10.8,greater than 6.0
9.52,0.88,0.27,2.31,0.084,30.8,142.0,0.9977,3.24,0.53,9.5,between 5.0 and 6.0
6.57,0.96,0.2,2.01,0.047,15.2,60.0,0.9954,3.36,0.44,10.9,between 5.0 and 6.0
7.69,0.43,0.35,2.55,0.073,28.9,62.0,0.9969,3.31,0.58,10.4,greater than 6.0
10.73,0.44,0.5,2.69,0.077,11.2,19.0,0.9963,3.23,0.63,11.5,greater than 6.0
8.04,0.43,0.36,2.32,0.075,10.2,48.0,0.9975,3.34,0.46,9.5,between 5.0 and 6.0
