fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.42,0.58,0.17,2.21,0.091,18.0,49.0,0.9971,3.29,0.59,10.3,between 5.0 and 6.0
9.85,0.42,0.35,1.98,0.079,11.0,37.0,0.9965,3.19,0.69,10.9,greater than 6.0
6.98,0.63,0.12,2.55,0.084,24.0,67.0,0.9969,3.35,0.51,9.7,between 5.0 and 6.0
10.3,0.49,0.28,2.13,0.095,16.0,43.0,0.9981,3.16,0.64,10.5,greater than 6.0
8.15,0.55,0.22,1.92,0.072,8.0,25.0,0.9968,3.25,0.62,10.2,between 5.0 and 6.0
7.61,0.59,0.19,2.45,0.087,19.0,63.0,0.9973,3.31,0.58,9.9,between 5.0 and 6.0
6.49,0.52,0.06,1.76,0.065,6.0,16.0,0.9949,3.42,0.61,11.1,greater than 6.0
9.68,0.46,0.38,2.31,0.082,14.0,39.0,0.9979,3.13,0.68,10.7,greater than 6.0
8.59,0.51,0.26,2.01,0.089,10.0,32.0,0.9963,3.27,0.63,10.4,between 5.0 and 6.0
5.63,0.69,0.01,1.42,0.044,15.0,41.0,0.9935,3.59,0.57,12.3,greater than 6.0
11.4,0.44,0.44,2.51,0.096,20.0,55.0,0.9983,3.04,0.66,10.1,greater than 6.0
7.29,0.62,0.15,2.36,0.078,18.0,51.0,0.9966,3.34,0.6,9.8,between 5.0 and 6.0
9.22,0.48,0.29,2.17,0.085,12.0,36.0,0.9975,3.18,0.7,10.6,greater than 6.0
6.74,0.57,0.07,1.89,0.062,7.0,20.0,0.9958,3.4,0.59,11.3,greater than 6.0
8.01,0.54,0.25,2.09,0.081,9.0,28.0,0.9969,3.23,0.65,10.3,between 5.0 and 6.0
5.31,0.71,0.02,1.25,0.038,13.0,34.0,0.9929,3.63,0.56,12.6,greater than 6.0
10.9,0.43,0.39,2.48,0.094,19.0,53.0,0.9984,3.06,0.67,10.2,greater than 6.0
7.18,0.61,0.16,2.39,0.082,17.0,49.0,0.9967,3.32,0.59,9.7,between 5.0 and 6.0
