fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.92,0.55,0.22,1.68,0.079,14.0,36.0,0.99658,3.29,0.59,10.3,between 5.0 and 6.0
9.51,0.39,0.45,2.19,0.092,10.0,24.0,0.99721,3.27,0.63,10.8,between 5.0 and 6.0
8.09,0.48,0.3,1.92,0.077,16.0,43.0,0.99683,3.33,0.54,9.9,greater than 6.0
6.99,0.62,0.11,2.46,0.062,7.0,17.0,0.99585,3.38,0.58,11.1,greater than 6.0
10.29,0.35,0.42,2.08,0.083,11.0,26.0,0.99743,3.24,0.69,10.4,greater than 6.0
7.81,0.5,0.29,1.85,0.075,12.0,30.0,0.9965,3.3,0.56,10.2,between 5.0 and 6.0
9.82,0.44,0.36,2.35,0.096,9.0,22.0,0.99791,3.26,0.61,10.9,between 5.0 and 6.0
8.47,0.59,0.23,1.79,0.081,15.0,39.0,0.99696,3.32,0.55,9.7,between 5.0 and 6.0
7.39,0.52,0.27,2.13,0.072,10.0,25.0,0.99619,3.35,0.57,10.6,greater than 6.0
11.01,0.33,0.49,2.01,0.094,8.0,20.0,0.99809,3.22,0.68,10.7,between 5.0 and 6.0
6.85,0.65,0.08,2.33,0.059,6.0,14.0,0.99551,3.39,0.6,11.3,between 5.0 and 6.0
9.19,0.46,0.32,1.91,0.085,13.0,32.0,0.99688,3.29,0.62,10.1,greater than 6.0
7.59,0.51,0.24,1.76,0.078,11.0,28.0,0.99641,3.33,0.58,10.4,between 5.0 and 6.0
10.85,0.29,0.44,2.12,0.09,9.0,23.0,0.99783,3.25,0.7,10.8,greater than 6.0
8.13,0.61,0.21,2.02,0.08,14.0,36.0,0.99669,3.31,0.56,9.8,between 5.0 and 6.0
6.71,0.67,0.09,2.51,0.064,7.0,18.0,0.99534,3.37,0.59,11.2,greater than 6.0
9.43,0.42,0.35,2.04,0.086,10.0,25.0,0.99726,3.28,0.64,10.6,greater than 6.0
10.57,0.32,0.46,1.99,0.095,8.0,21.0,0.99805,3.23,0.69,10.9,between 5.0 and 6.0
7.23,0.54,0.25,1.81,0.073,12.0,30.0,0.99614,3.34,0.57,10.5,between 5.0 and 6.0
8.83,0.6,0.22,2.16,0.082,14.0,37.0,0.99692,3.3,0.56,9.6,between 5.0 and 6.0
6.93,0.66,0.1,2.3,0.061,6.0,15.0,0.99559,3.38,0.61,11.4,greater than 6.0
11.21,0.28,0.48,2.03,0.093,9.0,23.0,0.99794,3.24,0.71,10.8,greater than 6.0
7.85,0.53,0.26,1.88,0.076,11.0,28.0,0.99646,3.32,0.59,10.3,between 5.0 and 6.0
9.69,0.45,0.33,2.07,0.088,12.0,31.0,0.99735,3.27,0.63,10.2,greater than 6.0
8.41,0.58,0.24,1.96,0.08,13.0,33.0,0.99678,3.31,0.57,9.9,between 5.0 and 6.0
7.07,0.59,0.21,1.74,0.07,10.0,25.0,0.99604,3.35,0.56,10.7,between 5.0 and 6.0
10.93,0.31,0.45,2.05,0.092,8.0,21.0,0.99786,3.24,0.69,10.8,greater than 6.0
9.25,0.43,0.36,2.01,0.084,11.0,27.0,0.99698,3.29,0.64,10.4,between 5.0 and 6.0
7.51,0.52,0.27,1.85,0.074,12.0,30.0,0.99626,3.33,0.58,10.5,between 5.0 and 6.0
6.79,0.64,0.11,2.28,0.063,7.0,17.0,0.99548,3.37,0.6,11.3,greater than 6.0
8.97,0.6,0.23,2.13,0.081,14.0,36.0,0.99691,3.3,0.57,9.7,between 5.0 and 6.0
10.37,0.29,0.48,2.02,0.094,9.0,23.0,0.99782,3.23,0.71,10.8,greater than 6.0
7.27,0.55,0.25,1.81,0.076,11.0,28.0,0.99617,3.34,0.58,10.4,between 5.0 and 6.0
9.49,0.42,0.35,2.06,0.086,11.0,27.0,0.99729,3.28,0.65,10.5,greater than 6.0
8.13,0.58,0.24,1.93,0.08,13.0,32.0,0.99675,3.31,0.57,9.8,between 5.0 and 6.0
7.03,0.56,0.22,1.73,0.072,10.0,25.0,0.99607,3.35,0.57,10.6,between 5.0 and 6.0
10.81,0.32,0.44,2.04,0.091,9.0,24.0,0.99781,3.25,0.69,10.7,between 5.0 and 6.0
6.75,0.66,0.1,2.26,0.062,7.0,16.0,0.99541,3.38,0.61,11.2,greater than 6.0
8.95,0.59,0.23,2.11,0.082,13.0,34.0,0.9969,3.3,0.58,9.6,between 5.0 and 6.0
9.61,0.45,0.32,2.09,0.085,12.0,31.0,0.99734,3.28,0.64,10.3,between 5.0 and 6.0
7.43,0.52,0.27,1.83,0.074,11.0,28.0,0.99622,3.34,0.59,10.4,between 5.0 and 6.0
10.49,0.31,0.46,2.01,0.093,8.0,22.0,0.99785,3.24,0.7,10.7,greater than 6.0
8.79,0.57,0.24,1.92,0.079,12.0,30.0,0.99685,3.31,0.58,9.7,between 5.0 and 6.0
7.17,0.53,0.25,1.77,0.073,10.0,26.0,0.99613,3.34,0.58,10.5,between 5.0 and 6.0
6.87,0.65,0.11,2.25,0.063,7.0,17.0,0.99553,3.38,0.61,11.2,greater than 6.0
9.33,0.43,0.33,2.04,0.083,11.0,27.0,0.99699,3.29,0.65,10.4,greater than 6.0
10.65,0.29,0.48,2.03,0.092,9.0,24.0,0.99784,3.24,0.71,10.7,greater than 6.0
8.05,0.56,0.26,1.86,0.076,11.0,28.0,0.99643,3.32,0.59,10.2,between 5.0 and 6.0
9.53,0.42,0.36,2.08,0.086,12.0,31.0,0.99732,3.27,0.64,10.3,between 5.0 and 6.0
7.47,0.52,0.27,1.82,0.074,11.0,29.0,0.99625,3.34,0.59,10.5,between 5.0 and 6.0
10.33,0.33,0.45,2.02,0.095,8.0,23.0,0.99783,3.25,0.69,10.6,between 5.0 and 6.0
8.69,0.59,0.24,1.93,0.08,13.0,33.0,0.9969,3.3,0.58,9.7,between 5.0 and 6.0
7.09,0.55,0.24,1.76,0.072,10.0,26.0,0.99612,3.35,0.58,10.6,between 5.0 and 6.0
6.83,0.65,0.11,2.28,0.062,7.0,17.0,0.9955,3.38,0.61,11.3,greater than 6.0
9.45,0.44,0.34,2.07,0.085,12.0,31.0,0.99729,3.28,0.65,10.4,greater than 6.0
7.31,0.53,0.26,1.82,0.074,11.0,28.0,0.9962,3.34,0.59,10.4,between 5.0 and 6.0
10.91,0.28,0.49,2.04,0.094,9.0,24.0,0.99788,3.25,0.71,10.7,greater than 6.0
8.87,0.6,0.24,1.96,0.08,13.0,33.0,0.99688,3.31,0.58,9.6,between 5.0 and 6.0
7.01,0.57,0.22,1.74,0.073,10.0,25.0,0.99609,3.35,0.58,10.7,between 5.0 and 6.0
