fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.38,0.48,0.13,1.85,0.081,12.0,36.0,0.99703,3.31,0.59,10.1,between 5.0 and 6.0
9.24,0.55,0.26,2.16,0.083,18.0,43.0,0.99742,3.28,0.63,10.8,greater than 6.0
8.04,0.67,0.19,1.93,0.078,10.0,30.0,0.99695,3.35,0.51,9.9,between 5.0 and 6.0
7.65,0.46,0.11,2.22,0.076,16.0,50.0,0.99678,3.32,0.58,10.4,between 5.0 and 6.0
9.81,0.42,0.29,2.38,0.092,22.0,48.0,0.9981,3.26,0.69,11.1,greater than 6.0
7.21,0.51,0.08,1.68,0.074,14.0,38.0,0.99692,3.3,0.55,10.0,between 5.0 and 6.0
7.89,0.63,0.22,2.06,0.079,12.0,35.0,0.99725,3.33,0.62,10.6,between 5.0 and 6.0
8.46,0.49,0.15,1.91,0.077,18.0,42.0,0.99682,3.29,0.53,9.8,between 5.0 and 6.0
9.05,0.57,0.25,2.24,0.085,20.0,45.0,0.9975,3.27,0.65,11.0,greater than 6.0
7.56,0.44,0.09,1.99,0.075,15.0,39.0,0.99698,3.31,0.57,10.3,between 5.0 and 6.0
8.19,0.69,0.21,1.88,0.08,11.0,34.0,0.99687,3.34,0.52,9.7,between 5.0 and 6.0
7.33,0.47,0.12,2.15,0.078,17.0,40.0,0.99693,3.3,0.6,10.5,between 5.0 and 6.0
9.44,0.54,0.28,2.32,0.094,24.0,50.0,0.9982,3.25,0.7,11.2,greater than 6.0
7.67,0.59,0.18,2.01,0.08,13.0,36.0,0.9969,3.32,0.56,10.2,between 5.0 and 6.0
8.08,0.5,0.14,1.92,0.077,19.0,44.0,0.99685,3.29,0.54,10.0,between 5.0 and 6.0
9.22,0.61,0.27,2.29,0.089,21.0,46.0,0.99758,3.28,0.66,11.1,greater than 6.0
