fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.82,0.36,0.29,2.14,0.075,14.0,32.0,0.9965,3.27,0.66,9.9,between 5.0 and 6.0
8.47,0.41,0.24,1.86,0.082,18.0,43.0,0.9969,3.32,0.61,10.5,greater than 6.0
7.39,0.51,0.19,2.46,0.068,11.0,24.0,0.9959,3.41,0.69,9.7,between 5.0 and 6.0
9.08,0.39,0.48,2.67,0.078,22.0,55.0,0.9961,3.19,0.74,11.1,greater than 6.0
8.17,0.62,0.14,1.79,0.085,16.0,39.0,0.9973,3.35,0.58,10.2,between 5.0 and 6.0
7.66,0.44,0.26,2.09,0.063,20.0,49.0,0.9949,3.46,0.65,9.8,between 5.0 and 6.0
9.53,0.31,0.42,2.31,0.091,25.0,60.0,0.9967,3.23,0.72,10.9,greater than 6.0
6.95,0.55,0.08,2.51,0.079,15.0,36.0,0.9962,3.39,0.59,9.5,between 5.0 and 6.0
8.94,0.46,0.29,2.17,0.088,24.0,58.0,0.9955,3.17,0.64,10.7,greater than 6.0
7.24,0.69,0.15,1.95,0.071,12.0,28.0,0.9971,3.43,0.57,9.6,between 5.0 and 6.0
8.69,0.38,0.47,2.42,0.076,19.0,45.0,0.9964,3.3,0.75,11.3,greater than 6.0
9.41,0.42,0.32,2.21,0.096,26.0,64.0,0.9969,3.26,0.67,10.4,greater than 6.0
7.57,0.59,0.2,2.04,0.062,18.0,42.0,0.9947,3.44,0.63,9.9,between 5.0 and 6.0
8.28,0.49,0.34,2.59,0.081,23.0,56.0,0.9958,3.22,0.73,11.0,greater than 6.0
6.83,0.51,0.11,2.69,0.077,14.0,32.0,0.9963,3.45,0.59,9.7,between 5.0 and 6.0
9.14,0.33,0.46,2.44,0.089,27.0,66.0,0.9965,3.24,0.68,10.6,greater than 6.0
8.46,0.56,0.27,1.83,0.074,17.0,40.0,0.9956,3.36,0.62,10.3,between 5.0 and 6.0
7.34,0.65,0.16,2.16,0.061,13.0,29.0,0.9969,3.42,0.59,9.5,between 5.0 and 6.0
8.99,0.4,0.38,2.26,0.093,21.0,51.0,0.9962,3.29,0.71,10.8,greater than 6.0
9.49,0.29,0.49,2.51,0.084,28.0,68.0,0.9964,3.2,0.69,11.2,greater than 6.0
6.69,0.61,0.09,2.77,0.08,16.0,38.0,0.9954,3.48,0.6,9.8,between 5.0 and 6.0
8.18,0.48,0.24,1.89,0.082,20.0,48.0,0.9959,3.33,0.66,10.1,between 5.0 and 6.0
7.52,0.63,0.18,2.11,0.069,15.0,34.0,0.9948,3.41,0.61,9.7,between 5.0 and 6.0
9.31,0.35,0.41,2.35,0.097,24.0,59.0,0.9968,3.27,0.72,10.9,greater than 6.0
8.74,0.52,0.29,2.01,0.078,19.0,45.0,0.9961,3.32,0.65,10.5,between 5.0 and 6.0
7.43,0.6,0.15,2.19,0.065,14.0,31.0,0.9966,3.43,0.59,9.6,between 5.0 and 6.0
8.26,0.46,0.32,2.49,0.086,22.0,54.0,0.9955,3.23,0.71,10.8,greater than 6.0
6.95,0.58,0.1,2.64,0.081,17.0,41.0,0.9964,3.39,0.6,9.7,between 5.0 and 6.0
9.07,0.38,0.45,2.41,0.092,26.0,63.0,0.9963,3.21,0.69,10.7,greater than 6.0
8.44,0.54,0.25,1.87,0.075,18.0,43.0,0.9958,3.34,0.63,10.2,between 5.0 and 6.0
7.29,0.68,0.17,2.13,0.061,13.0,29.0,0.9968,3.45,0.59,9.5,between 5.0 and 6.0
9.45,0.32,0.4,2.29,0.094,25.0,60.0,0.9965,3.26,0.7,10.9,greater than 6.0
