fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.32,0.57,0.11,2.19,0.076,14.0,29.0,0.9965,3.33,0.59,10.5,between 5.0 and 6.0
8.41,0.49,0.33,1.91,0.093,18.0,38.0,0.9979,3.23,0.69,10.2,greater than 6.0
7.01,0.69,0.02,2.56,0.061,12.0,24.0,0.9958,3.42,0.52,10.9,between 5.0 and 6.0
9.49,0.36,0.46,2.23,0.085,15.0,32.0,0.9983,3.19,0.64,9.7,greater than 6.0
8.19,0.63,0.19,2.13,0.079,10.0,20.0,0.9962,3.38,0.58,9.9,between 5.0 and 6.0
6.69,0.55,0.01,1.88,0.072,11.0,28.0,0.9947,3.44,0.54,11.1,greater than 6.0
7.91,0.51,0.29,2.44,0.091,16.0,36.0,0.9975,3.26,0.63,10.4,between 5.0 and 6.0
11.3,0.29,0.53,1.95,0.096,7.0,22.0,0.9985,3.15,0.68,9.8,greater than 6.0
8.59,0.46,0.38,2.17,0.082,13.0,30.0,0.9971,3.32,0.61,10.1,between 5.0 and 6.0
6.51,0.65,0.03,2.61,0.065,14.0,31.0,0.9961,3.39,0.56,10.7,greater than 6.0
9.81,0.39,0.49,2.01,0.089,10.0,25.0,0.9982,3.21,0.66,10.3,greater than 6.0
7.39,0.59,0.11,1.99,0.078,12.0,29.0,0.9964,3.35,0.59,10.5,between 5.0 and 6.0
10.8,0.32,0.54,1.86,0.094,8.0,24.0,0.9991,3.12,0.69,9.9,greater than 6.0
8.01,0.58,0.29,2.39,0.081,15.0,35.0,0.9973,3.29,0.62,10.2,between 5.0 and 6.0
7.17,0.67,0.02,2.14,0.069,11.0,27.0,0.9959,3.41,0.55,10.8,greater than 6.0
9.29,0.44,0.48,2.08,0.087,14.0,32.0,0.9984,3.19,0.65,9.8,greater than 6.0
8.63,0.48,0.39,2.25,0.086,12.0,28.0,0.9977,3.25,0.63,10.0,between 5.0 and 6.0
6.79,0.61,0.01,1.92,0.074,13.0,30.0,0.9963,3.38,0.57,10.9,between 5.0 and 6.0
10.9,0.35,0.52,1.83,0.093,9.0,26.0,0.9992,3.14,0.67,10.0,greater than 6.0
7.49,0.56,0.12,2.42,0.079,10.0,23.0,0.9967,3.31,0.6,10.4,between 5.0 and 6.0
8.89,0.42,0.38,2.01,0.084,16.0,38.0,0.9981,3.22,0.64,9.9,greater than 6.0
9.99,0.41,0.49,2.11,0.088,11.0,27.0,0.9985,3.18,0.66,10.1,greater than 6.0
7.11,0.68,0.01,2.16,0.072,14.0,32.0,0.9962,3.36,0.58,10.6,between 5.0 and 6.0
11.1,0.31,0.54,1.87,0.095,8.0,25.0,0.9993,3.11,0.69,9.8,greater than 6.0
6.59,0.63,0.04,2.59,0.066,12.0,29.0,0.9964,3.4,0.56,10.7,greater than 6.0
8.49,0.51,0.3,2.31,0.082,15.0,36.0,0.9976,3.27,0.62,10.2,between 5.0 and 6.0
9.69,0.38,0.48,2.04,0.089,10.0,24.0,0.9983,3.2,0.65,10.0,greater than 6.0
