Mileage,Cylinder,Doors,Cruise,Sound,Leather,Buick,Cadillac,Chevy,Pontiac,Saab,Saturn,convertible,coupe,hatchback,sedan,wagon,Price
11873,6,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
29317,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
15426,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
23949,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
26891,4,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,less than 14273.074999999999
22756,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
20448,6,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
25195,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,between 18024.995 and 26717.3175
16219,4,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,greater than 26717.3175
18171,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
17565,6,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
24758,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,between 18024.995 and 26717.3175
22495,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,greater than 26717.3175
13436,6,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
21751,4,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
11821,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,between 18024.995 and 26717.3175
27279,4,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,less than 14273.074999999999
28125,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,less than 14273.074999999999
24457,6,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,between 18024.995 and 26717.3175
19115,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
15479,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,between 14273.074999999999 and 18024.995
22326,8,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,greater than 26717.3175
17991,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,between 18024.995 and 26717.3175
26382,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,between 14273.074999999999 and 18024.995
25519,8,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
19385,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
10851,6,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,less than 14273.074999999999
26764,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,greater than 26717.3175
24998,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,less than 14273.074999999999
10322,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
15649,8,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
26531,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,greater than 26717.3175
