Mileage,Cylinder,Doors,Cruise,Sound,Leather,Buick,Cadillac,Chevy,Pontiac,Saab,Saturn,convertible,coupe,hatchback,sedan,wagon,Price
26045.0,6,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,between 18024.995 and 26717.3175
24098.0,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
27911.0,8,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
14567.0,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
36421.0,6,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,between 18024.995 and 26717.3175
26217.0,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
14921.0,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
6074.0,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,between 14273.074999999999 and 18024.995
13749.0,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
11888.0,4,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
27315.0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,greater than 26717.3175
22122.0,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,greater than 26717.3175
27594.0,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
11456.0,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
24859.0,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,greater than 26717.3175
20198.0,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
26522.0,8,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,greater than 26717.3175
23295.0,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
24542.0,4,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,less than 14273.074999999999
36729.0,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
26523.0,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
28342.0,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
27180.0,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
22991.0,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
20486.0,4,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
14913.0,4,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,greater than 26717.3175
15543.0,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
5976.0,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,between 18024.995 and 26717.3175
41866.0,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
17150.0,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,between 18024.995 and 26717.3175
26711.0,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
24768.0,4,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
18447.0,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
39017.0,4,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,between 18024.995 and 26717.3175
