CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.419,0.355,1.238,0,0,2.053,between 3.15175 and 3.9875
3.612,0.829,1.558,0,1,3.094,greater than 4.9075
2.985,0.405,1.145,0,0,1.355,less than 3.15175
3.394,0.134,1.641,0,0,2.187,between 3.15175 and 3.9875
2.753,0.711,1.147,0,0,1.634,between 3.15175 and 3.9875
3.982,0.0,0.7,0,0,4.878,greater than 4.9075
2.529,0.405,1.063,0,0,1.334,less than 3.15175
4.216,0.58,1.263,1,2,2.986,greater than 4.9075
3.144,0.713,0.797,0,1,4.059,greater than 4.9075
3.873,0.829,1.558,0,1,3.041,between 3.9875 and 4.9075
3.245,0.0,1.189,0,0,2.959,between 3.15175 and 3.9875
3.758,0.0,1.161,0,0,4.457,greater than 4.9075
4.091,1.032,1.183,1,3,4.705,greater than 4.9075
3.202,0.134,1.641,0,0,1.255,less than 3.15175
3.083,0.56,1.987,0,1,0.593,between 3.15175 and 3.9875
2.146,0.891,0.816,0,0,2.754,between 3.9875 and 4.9075
4.532,0.405,1.189,2,3,4.648,greater than 4.9075
2.935,0.134,2.102,0,0,0.835,less than 3.15175
3.359,0.223,0.799,0,0,3.169,between 3.9875 and 4.9075
2.942,0.251,1.771,0,0,1.449,less than 3.15175
3.142,0.827,1.079,2,0,1.195,greater than 4.9075
3.621,1.374,2.259,0,0,2.078,greater than 4.9075
2.512,1.437,1.346,2,2,1.854,greater than 4.9075
3.375,0.405,0.963,1,0,2.996,greater than 4.9075
2.999,0.88,1.53,1,1,0.823,greater than 4.9075
2.507,0.223,1.625,0,1,0.69,less than 3.15175
3.238,0.134,1.189,1,0,2.438,between 3.15175 and 3.9875
3.913,0.134,1.984,0,0,2.623,between 3.15175 and 3.9875
2.876,0.134,1.009,0,0,2.096,between 3.15175 and 3.9875
3.107,1.493,1.279,0,0,3.753,greater than 4.9075
3.413,1.278,0.915,0,0,5.943,between 3.9875 and 4.9075
2.679,0.355,1.238,0,0,2.091,between 3.15175 and 3.9875
