CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.817,0.451,1.304,0,0,2.934,between 3.9875 and 4.9075
3.419,0.703,1.054,0,1,4.483,greater than 4.9075
2.951,0.256,1.431,0,0,1.895,less than 3.15175
3.072,0.945,0.858,0,1,3.415,between 3.9875 and 4.9075
4.236,0.102,1.317,1,2,4.924,greater than 4.9075
3.655,1.493,0.964,0,0,6.299,greater than 4.9075
3.217,0.035,1.142,0,0,2.985,between 3.15175 and 3.9875
2.675,0.467,1.195,0,0,1.351,less than 3.15175
1.986,1.061,0.793,0,0,2.153,greater than 4.9075
2.121,0.999,0.859,0,1,2.541,less than 3.15175
2.825,0.742,1.177,0,0,1.573,between 3.15175 and 3.9875
3.696,0.242,1.177,0,0,3.201,between 3.9875 and 4.9075
4.102,1.052,1.923,1,3,4.821,greater than 4.9075
4.058,0.971,1.911,0,0,3.349,between 3.9875 and 4.9075
3.956,0.459,1.603,0,1,2.335,between 3.15175 and 3.9875
3.196,0.141,0.814,0,0,3.171,between 3.9875 and 4.9075
2.781,0.516,0.768,0,0,3.058,between 3.9875 and 4.9075
3.604,0.343,1.329,2,1,2.254,between 3.9875 and 4.9075
3.412,1.297,0.943,0,0,5.982,between 3.9875 and 4.9075
1.998,0.816,0.795,1,0,2.829,between 3.9875 and 4.9075
3.909,0.841,1.579,0,1,3.072,between 3.9875 and 4.9075
1.802,0.244,1.223,0,0,0.183,less than 3.15175
3.101,1.512,1.298,0,0,3.766,greater than 4.9075
2.672,1.479,0.853,0,0,5.236,greater than 4.9075
2.656,1.638,1.521,0,0,3.246,greater than 4.9075
2.268,0.432,1.218,0,0,-0.279,less than 3.15175
3.359,0.426,0.977,1,0,2.999,greater than 4.9075
3.776,0.015,0.724,0,0,4.798,greater than 4.9075
3.172,0.153,1.659,0,0,1.236,less than 3.15175
2.829,0.253,1.623,1,0,1.098,between 3.15175 and 3.9875
2.575,0.253,1.262,0,0,1.092,less than 3.15175
3.101,0.847,1.104,2,0,1.183,greater than 4.9075
2.908,0.155,2.119,0,0,0.835,less than 3.15175
2.262,0.592,0.898,0,0,1.523,between 3.15175 and 3.9875
2.732,1.002,1.911,0,3,-1.207,less than 3.15175
3.172,0.153,1.659,0,0,1.236,less than 3.15175
4.309,0.436,1.365,0,0,3.575,between 3.9875 and 4.9075
3.048,0.351,1.489,1,0,1.834,between 3.15175 and 3.9875
2.329,0.921,0.887,0,0,3.077,between 3.15175 and 3.9875
3.044,0.575,1.801,0,0,-0.093,less than 3.15175
2.188,0.155,1.933,0,0,-0.209,less than 3.15175
3.308,0.253,1.654,0,0,1.625,less than 3.15175
3.282,0.253,1.097,0,0,2.534,between 3.9875 and 4.9075
2.102,0.903,0.835,0,0,2.755,between 3.9875 and 4.9075
2.921,0.263,1.792,0,0,1.431,less than 3.15175
4.562,0.436,1.219,2,3,4.678,greater than 4.9075
3.362,0.155,0.933,0,0,3.102,between 3.9875 and 4.9075
2.428,0.155,0.859,0,0,1.799,between 3.15175 and 3.9875
4.188,0.155,1.577,0,0,4.133,greater than 4.9075
3.047,0.575,1.999,0,1,0.564,between 3.15175 and 3.9875
3.616,0.351,1.514,0,0,2.258,between 3.15175 and 3.9875
3.194,0.155,1.214,1,0,2.453,between 3.15175 and 3.9875
3.604,1.395,2.279,0,0,2.08,greater than 4.9075
2.499,1.457,1.371,2,2,1.854,greater than 4.9075
3.693,0.253,1.189,0,0,3.149,greater than 4.9075
2.987,0.895,1.554,1,1,0.824,greater than 4.9075
2.491,0.253,1.646,0,1,0.69,less than 3.15175
2.259,0.485,0.806,1,0,2.245,greater than 4.9075
3.929,0.155,1.999,0,0,2.624,between 3.15175 and 3.9875
2.863,0.155,1.031,0,0,2.101,between 3.15175 and 3.9875
3.223,0.512,1.155,0,1,2.258,between 3.9875 and 4.9075
2.055,0.253,1.451,1,0,0.234,greater than 4.9075
2.91,0.548,1.238,0,0,2.831,between 3.9875 and 4.9075
3.468,0.291,1.549,1,1,3.418,greater than 4.9075
