CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.78,0.368,1.147,0,0,2.591,between 3.9875 and 4.9075
3.557,0.134,1.641,0,0,4.431,greater than 4.9075
3.128,0.891,1.189,1,1,1.515,between 3.15175 and 3.9875
4.532,0.829,1.301,2,3,4.639,greater than 4.9075
3.871,0.223,1.625,0,0,2.209,less than 3.15175
2.462,0.711,1.558,0,1,3.026,between 3.9875 and 4.9075
3.376,0.405,1.245,0,0,1.064,between 3.15175 and 3.9875
3.171,0.134,1.189,1,0,2.42,between 3.9875 and 4.9075
3.143,1.032,0.799,0,0,4.017,greater than 4.9075
4.057,0.223,1.263,1,2,2.904,greater than 4.9075
2.08,0.713,1.189,0,0,2.729,between 3.9875 and 4.9075
3.739,0.711,0.915,0,0,1.209,less than 3.15175
3.896,0.829,1.641,0,1,3.127,between 3.9875 and 4.9075
2.781,0.368,1.301,0,0,5.934,between 3.9875 and 4.9075
3.315,1.278,1.625,2,3,4.754,greater than 4.9075
3.557,0.405,1.189,0,0,2.591,between 3.15175 and 3.9875
