CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.823,0.693,1.607,0,0,2.317,between 3.9875 and 4.9075
3.401,0.134,1.738,0,1,2.911,between 3.9875 and 4.9075
2.634,1.079,0.964,0,0,3.401,greater than 4.9075
3.174,0.635,1.695,0,0,1.604,between 3.15175 and 3.9875
2.955,0.762,0.985,0,2,2.046,between 3.9875 and 4.9075
3.528,0.251,1.629,0,1,3.632,greater than 4.9075
2.718,0.499,1.543,1,0,0.792,between 3.15175 and 3.9875
3.292,0.989,1.829,0,0,0.631,less than 3.15175
2.474,1.004,0.857,0,0,3.262,between 3.9875 and 4.9075
3.065,0.47,1.355,0,0,4.284,greater than 4.9075
3.448,0.329,1.772,0,0,1.881,between 3.9875 and 4.9075
2.876,0.887,1.055,0,0,2.629,between 3.15175 and 3.9875
3.795,0.134,1.535,0,2,4.016,greater than 4.9075
2.356,0.603,1.669,0,0,1.933,between 3.9875 and 4.9075
3.737,0.223,1.621,0,0,3.176,between 3.9875 and 4.9075
2.197,1.116,0.797,0,0,1.549,between 3.15175 and 3.9875
3.384,0.496,1.531,0,1,0.927,less than 3.15175
2.952,0.753,0.896,0,0,2.743,between 3.15175 and 3.9875
3.618,0.635,1.689,0,0,2.474,between 3.9875 and 4.9075
2.715,0.883,1.065,0,0,0.594,between 3.15175 and 3.9875
3.248,0.231,1.627,0,0,3.398,between 3.9875 and 4.9075
2.485,1.059,1.062,0,0,2.911,between 3.9875 and 4.9075
3.699,0.499,1.604,0,1,3.503,between 3.9875 and 4.9075
2.846,0.693,0.82,0,0,2.331,less than 3.15175
2.991,0.762,1.509,0,0,0.863,between 3.15175 and 3.9875
3.583,0.329,1.774,0,0,4.325,greater than 4.9075
2.368,0.996,0.904,0,0,2.609,between 3.9875 and 4.9075
3.213,0.604,1.394,0,0,3.396,between 3.9875 and 4.9075
2.643,0.693,1.628,0,0,1.734,between 3.9875 and 4.9075
3.498,0.693,1.559,0,0,2.509,between 3.9875 and 4.9075
2.785,0.762,0.792,0,0,2.461,between 3.15175 and 3.9875
3.356,0.923,1.564,0,2,3.941,greater than 4.9075
3.111,0.496,1.442,0,0,1.976,between 3.9875 and 4.9075
3.047,0.604,1.681,0,0,3.246,between 3.9875 and 4.9075
3.832,0.134,1.734,0,0,2.883,between 3.9875 and 4.9075
2.468,0.887,1.056,0,0,4.061,greater than 4.9075
2.596,1.179,0.978,0,0,3.177,between 3.9875 and 4.9075
2.933,0.762,1.587,0,1,2.475,between 3.9875 and 4.9075
3.758,0.51,1.658,0,1,1.955,between 3.9875 and 4.9075
2.219,1.006,0.943,0,0,3.362,greater than 4.9075
3.464,0.693,1.473,0,0,3.845,between 3.9875 and 4.9075
3.293,0.762,1.717,0,0,3.527,greater than 4.9075
3.099,0.329,1.654,0,2,2.854,between 3.9875 and 4.9075
2.73,1.098,0.829,0,0,4.355,greater than 4.9075
3.826,0.693,1.755,0,1,3.115,between 3.9875 and 4.9075
3.245,0.605,1.499,0,0,2.819,between 3.15175 and 3.9875
