CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.419,0.469,1.304,0,0,1.835,between 3.15175 and 3.9875
2.947,0.691,1.549,0,1,2.463,between 3.9875 and 4.9075
2.138,0.951,1.083,1,0,0.459,less than 3.15175
3.481,0.235,1.426,0,0,3.191,between 3.9875 and 4.9075
2.628,0.827,0.958,0,1,1.394,less than 3.15175
3.011,0.588,1.753,0,0,2.799,between 3.15175 and 3.9875
2.755,0.355,1.219,1,0,1.684,between 3.9875 and 4.9075
2.364,0.792,1.464,0,0,0.976,between 3.15175 and 3.9875
3.676,0.492,1.282,0,1,2.548,greater than 4.9075
2.982,0.618,1.099,0,0,1.233,less than 3.15175
2.514,0.891,1.637,0,0,0.671,less than 3.15175
3.855,0.279,1.494,1,0,3.396,greater than 4.9075
2.293,0.635,1.253,0,1,1.503,between 3.15175 and 3.9875
2.718,0.456,0.904,0,0,2.061,between 3.15175 and 3.9875
3.394,0.71,1.349,0,0,2.965,between 3.9875 and 4.9075
2.065,0.961,1.198,1,0,0.216,less than 3.15175
3.932,0.423,1.607,0,1,3.735,greater than 4.9075
2.445,0.821,1.061,0,0,1.857,less than 3.15175
2.937,0.547,1.467,0,1,1.191,between 3.9875 and 4.9075
3.288,0.831,1.184,1,0,2.482,between 3.15175 and 3.9875
2.777,0.373,1.327,0,0,0.799,less than 3.15175
3.625,0.512,1.541,0,0,3.123,between 3.9875 and 4.9075
2.346,0.939,0.866,1,0,1.958,between 3.15175 and 3.9875
3.983,0.294,1.426,0,1,4.058,greater than 4.9075
2.599,0.662,1.227,0,0,1.411,less than 3.15175
3.154,0.765,1.34,0,0,2.854,between 3.9875 and 4.9075
2.819,0.401,1.493,0,1,1.649,between 3.15175 and 3.9875
3.771,0.559,1.606,0,0,3.443,greater than 4.9075
2.265,0.924,0.988,1,0,0.634,less than 3.15175
3.942,0.317,1.305,1,0,3.901,greater than 4.9075
2.492,0.694,1.221,0,0,1.762,less than 3.15175
3.394,0.726,1.444,0,1,2.991,between 3.9875 and 4.9075
2.757,0.583,0.93,0,0,2.135,between 3.15175 and 3.9875
3.695,0.49,1.559,0,0,3.253,greater than 4.9075
2.326,0.857,1.409,0,0,1.283,less than 3.15175
3.868,0.438,1.542,0,1,3.625,greater than 4.9075
2.538,0.786,1.035,0,0,1.934,less than 3.15175
3.202,0.619,1.463,1,0,2.751,between 3.9875 and 4.9075
2.796,0.474,1.222,0,1,0.864,less than 3.15175
3.621,0.73,1.297,0,0,3.033,between 3.9875 and 4.9075
2.281,0.955,0.961,1,0,0.551,less than 3.15175
3.936,0.355,1.563,0,0,3.976,greater than 4.9075
2.561,0.64,1.375,0,1,1.695,between 3.15175 and 3.9875
3.452,0.805,1.252,0,0,2.971,between 3.9875 and 4.9075
2.82,0.535,1.495,0,0,1.464,between 3.15175 and 3.9875
3.751,0.479,1.607,0,1,3.572,greater than 4.9075
2.302,0.942,1.085,0,0,1.258,less than 3.15175
3.883,0.326,1.399,0,0,3.85,greater than 4.9075
2.552,0.701,1.216,0,0,0.994,less than 3.15175
3.375,0.601,1.515,0,0,2.989,between 3.9875 and 4.9075
2.785,0.456,1.247,1,0,2.187,between 3.9875 and 4.9075
3.636,0.548,1.295,0,1,2.799,between 3.9875 and 4.9075
2.395,0.89,0.937,0,0,1.73,less than 3.15175
3.994,0.39,1.452,0,0,4.023,greater than 4.9075
2.456,0.405,1.445,0,1,1.355,less than 3.15175
3.201,0.693,1.523,1,0,2.488,between 3.15175 and 3.9875
2.087,0.331,1.201,0,0,0.489,less than 3.15175
3.956,0.223,1.401,2,3,3.035,between 3.9875 and 4.9075
2.538,0.496,0.871,0,1,1.764,less than 3.15175
2.982,0.711,1.583,0,0,1.614,between 3.15175 and 3.9875
3.082,0.405,1.209,1,1,1.942,between 3.9875 and 4.9075
2.824,0.223,1.009,0,0,2.062,between 3.15175 and 3.9875
4.139,0.134,1.205,0,0,4.735,greater than 4.9075
2.542,0.429,1.891,0,0,0.562,less than 3.15175
