CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.729,0.539,1.616,0,0,3.394,between 3.15175 and 3.9875
3.456,0.278,1.293,0,0,2.115,greater than 4.9075
3.635,0.46,1.892,1,0,2.039,between 3.9875 and 4.9075
2.969,0.342,1.514,0,1,1.739,less than 3.15175
4.153,0.689,1.341,1,2,3.982,greater than 4.9075
3.284,0.227,1.759,0,0,2.751,between 3.15175 and 3.9875
3.671,0.411,1.088,0,0,3.473,between 3.9875 and 4.9075
3.589,0.58,1.336,0,1,1.925,between 3.15175 and 3.9875
3.865,0.244,1.664,0,0,4.267,greater than 4.9075
3.384,0.305,1.549,0,0,2.235,between 3.15175 and 3.9875
3.178,0.48,1.434,1,0,2.905,between 3.9875 and 4.9075
3.728,0.387,1.69,0,0,3.056,less than 3.15175
3.458,0.64,1.213,0,0,1.761,between 3.9875 and 4.9075
3.514,0.265,1.857,0,1,3.249,greater than 4.9075
2.815,0.535,0.964,0,0,1.936,between 3.15175 and 3.9875
3.696,0.456,1.793,1,0,2.634,between 3.15175 and 3.9875
