Column,Metric,Score
sex,TVComplement,0.9125
length,TVComplement,0.3212506527995569
diameter,TVComplement,0.165000691199502
height,TVComplement,0.4587501519999696
whole_weight,TVComplement,1.2399984641309203e-06
shucked_weight,TVComplement,1.2399984641309203e-06
cisvera_weight,TVComplement,0.09375099999900083
shell_weight,TVComplement,0.03125107999883536
rings,TVComplement,0.76625
All,Average Shape,0.3054173395548659
sex and length,ContingencySimilarity,0.0
sex and diameter,ContingencySimilarity,0.09374999999999989
sex and height,ContingencySimilarity,0.22249999999999992
sex and whole_weight,ContingencySimilarity,0.0
sex and shucked_weight,ContingencySimilarity,0.0
sex and cisvera_weight,ContingencySimilarity,0.03125
sex and shell_weight,ContingencySimilarity,0.031249999999999778
sex and rings,ContingencySimilarity,0.7525
length and diameter,ContingencySimilarity,-2.220446049250313e-16
length and height,ContingencySimilarity,0.07124999999999981
length and whole_weight,ContingencySimilarity,0.0
length and shucked_weight,ContingencySimilarity,0.0
length and cisvera_weight,ContingencySimilarity,0.0
length and shell_weight,ContingencySimilarity,-2.220446049250313e-16
length and rings,ContingencySimilarity,0.16499999999999992
diameter and height,ContingencySimilarity,-2.220446049250313e-16
diameter and whole_weight,ContingencySimilarity,0.0
diameter and shucked_weight,ContingencySimilarity,0.0
diameter and cisvera_weight,ContingencySimilarity,0.0
diameter and shell_weight,ContingencySimilarity,-2.220446049250313e-16
diameter and rings,ContingencySimilarity,0.03124999999999989
height and whole_weight,ContingencySimilarity,0.0
height and shucked_weight,ContingencySimilarity,0.0
height and cisvera_weight,ContingencySimilarity,0.0
height and shell_weight,ContingencySimilarity,-2.220446049250313e-16
height and rings,ContingencySimilarity,0.245
whole_weight and shucked_weight,ContingencySimilarity,0.0
whole_weight and cisvera_weight,ContingencySimilarity,0.0
whole_weight and shell_weight,ContingencySimilarity,-2.220446049250313e-16
whole_weight and rings,ContingencySimilarity,-2.220446049250313e-16
shucked_weight and cisvera_weight,ContingencySimilarity,0.0
shucked_weight and shell_weight,ContingencySimilarity,-2.220446049250313e-16
shucked_weight and rings,ContingencySimilarity,-2.220446049250313e-16
cisvera_weight and shell_weight,ContingencySimilarity,-2.220446049250313e-16
cisvera_weight and rings,ContingencySimilarity,0.06249999999999989
shell_weight and rings,ContingencySimilarity,0.03124999999999989
All Pairs,Average Corr Similarity,0.0482638888888888
