relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.7083187,711.50433,270.0148,220.57578,3.5038414,4.0031548,0.25066337,2.9952343,less than 12.9925
0.6617999,758.09326,318.48602,220.75517,3.4968827,4.009833,0.40141612,4.022044,between 12.9925 and 18.95
0.69296,733.28467,293.69632,220.58751,3.4968767,4.0031934,0.098829165,0.982717,less than 12.9925
0.6545339,765.68176,320.73685,220.4249,3.49609,3.9881973,0.4020735,3.9929566,between 12.9925 and 18.95
0.7627644,660.3402,415.98273,122.29299,7.015331,4.0038104,0.24983825,4.017537,greater than 31.6675
0.79208267,636.2284,343.15448,147.13512,6.997255,1.9771649,0.2495909,2.9930708,greater than 31.6675
0.75926614,662.05164,416.6705,122.421265,6.9998755,3.9938135,0.40104923,3.0148714,greater than 31.6675
0.85807586,588.7481,293.99368,147.04417,6.9928555,1.9885212,0.24969561,3.988938,between 18.95 and 31.6675
0.97988796,520.2283,294.53098,110.29451,6.9891334,4.996589,0.098404385,3.005676,between 18.95 and 31.6675
0.79152495,635.39984,342.8301,147.06372,7.0078692,2.0114403,0.24959506,3.006188,between 18.95 and 31.6675
0.6400536,784.28735,343.14456,220.51741,3.5036948,4.009029,0.40082914,3.0207276,between 12.9925 and 18.95
0.75552845,665.00775,418.22604,122.35285,7.00782,4.0088844,0.25044185,4.9711337,greater than 31.6675
0.9765724,514.9703,294.10654,110.324974,6.9931855,4.9974685,0.400766,1.9890947,greater than 31.6675
0.68815523,736.46826,294.48984,220.7961,3.5040007,5.005714,0.24929652,2.9877334,between 12.9925 and 18.95
0.64195174,782.0999,342.81332,220.80638,3.5030522,1.9942378,0.2526504,3.0008507,between 12.9925 and 18.95
0.68758875,736.6487,294.4988,220.63544,3.501315,4.0055156,0.2505123,4.0433884,less than 12.9925
0.70863056,711.7407,269.4193,220.4714,3.5098925,4.0094686,0.40029195,4.9555597,between 12.9925 and 18.95
0.7925651,635.5099,343.126,146.77538,6.994789,4.003079,0.39982077,3.02276,greater than 31.6675
0.74689317,677.5105,234.24756,220.26247,3.509426,3.9966404,0.40096605,2.9979105,between 12.9925 and 18.95
0.82233477,611.3072,318.183,147.29202,7.006881,5.002063,0.24997178,1.030806,greater than 31.6675
0.7900791,637.36084,343.3409,147.11848,6.988523,5.0029683,0.25137776,4.9731193,greater than 31.6675
0.7102938,710.51184,269.53903,220.75279,3.5014715,2.996557,0.2508834,5.003434,less than 12.9925
0.68769735,736.3995,294.15942,220.66168,3.5011358,4.0125,0.400305,0.98848933,between 12.9925 and 18.95
0.98084116,513.837,294.0564,110.45675,7.013969,1.9941118,0.24973974,0.95571756,greater than 31.6675
0.66182613,758.90454,318.42075,220.80643,3.4934127,4.995475,0.24922061,2.9911313,between 12.9925 and 18.95
0.7073824,712.95575,269.90436,220.69327,3.4973276,3.9930573,0.2521676,2.994017,between 12.9925 and 18.95
0.9027551,562.4453,318.4579,122.234375,7.0046997,4.998413,0.0043766852,-0.012197392,greater than 31.6675
0.70995325,710.7238,269.41162,220.65761,3.503939,3.0173264,0.24979211,3.0162995,less than 12.9925
0.79222465,635.9324,343.2264,147.05788,6.992988,3.995134,0.40165162,2.9815977,greater than 31.6675
0.8980419,563.8327,318.71527,122.24047,7.007401,4.998418,0.4008502,1.955224,greater than 31.6675
0.65972966,759.731,318.68945,220.45653,3.5041819,4.0073905,0.09916909,3.0063772,between 12.9925 and 18.95
0.85899985,588.4875,294.10263,146.69562,7.0092726,4.0034432,0.10089516,3.0109928,between 18.95 and 31.6675
0.901425,563.375,318.90253,122.253746,7.004084,3.0016842,0.25127262,3.0328786,greater than 31.6675
0.73620045,688.2857,244.72108,220.55548,3.5040882,2.0110004,0.25038955,2.9880576,between 12.9925 and 18.95
0.98156375,514.14417,293.72946,110.153076,6.998804,4.006943,0.3999041,3.009619,greater than 31.6675
0.68751186,736.7784,294.38077,220.63702,3.5036979,5.015657,0.40048018,1.9897286,between 12.9925 and 18.95
0.68912214,735.92834,294.29446,220.48192,3.5171144,4.0049553,-0.0018728643,0.0026465878,between 12.9925 and 18.95
0.98030734,513.70526,294.139,110.21554,7.0101824,3.995425,0.25028998,4.024289,between 18.95 and 31.6675
