relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.79012275,636.7438,343.21848,146.79991,6.996882,3.9986954,0.09989587,1.9618636,between 18.95 and 31.6675
0.6996901,728.7593,294.31604,220.66681,3.5010207,3.9996068,0.3990047,0.99984187,between 18.95 and 31.6675
0.90337515,562.28296,318.60648,122.15145,6.9917,3.9975367,0.40001193,5.027946,between 18.95 and 31.6675
0.8214092,612.11835,318.63055,146.90048,7.0054407,2.0032945,0.3998407,5.0204625,greater than 31.6675
0.6619948,757.9,318.2895,220.60612,3.5004375,3.9787176,0.40003398,2.0088403,between 18.95 and 31.6675
0.90252894,561.9406,318.62933,122.15924,6.9930186,1.9989054,0.4008936,4.9867697,greater than 31.6675
0.86168087,587.1124,293.9048,147.0548,6.9949474,1.9939893,0.4006045,3.000829,greater than 31.6675
0.7081693,712.8531,269.40036,220.75008,3.50024,1.9936484,0.39954925,3.006151,less than 12.9925
0.6613862,758.6144,318.268,220.71135,3.5022385,1.9995916,0.40048397,4.9907327,between 12.9925 and 18.95
0.75642586,664.08344,416.13232,122.557625,7.005667,3.9996936,0.40020493,2.0310154,greater than 31.6675
0.8183333,613.76483,318.5798,146.83308,6.997559,4.015235,0.39898863,1.0110656,greater than 31.6675
0.70928663,710.5792,269.41537,220.7834,3.494033,2.0031698,0.24911803,2.0007768,less than 12.9925
0.857227,589.6379,294.05087,146.68881,7.001625,4.005998,0.40029472,3.0251422,greater than 31.6675
0.82193327,611.03534,318.6145,146.5871,6.9926887,2.0068762,0.3996896,2.986626,between 12.9925 and 18.95
0.9801295,513.8436,294.01266,110.39927,6.993834,1.9979656,0.39905763,3.0052543,between 18.95 and 31.6675
0.89516956,566.1967,318.47693,123.02056,7.0012717,4.0219116,0.10096757,1.9838543,between 18.95 and 31.6675
0.6533062,764.80035,320.60242,220.64285,3.4994712,1.9999956,0.2509997,5.010859,less than 12.9925
0.69031775,734.81195,293.8527,220.93922,3.4958856,1.9896448,0.09981906,5.0330615,less than 12.9925
0.976694,514.76953,293.9118,109.89641,7.0044727,3.9935296,0.10010048,1.9722134,between 18.95 and 31.6675
0.73918366,686.50275,244.91055,220.4839,3.501449,1.9963633,0.3998069,5.039286,between 12.9925 and 18.95
0.8202648,612.11005,318.22855,147.0721,6.9955134,1.9959669,0.09955215,1.9689884,between 18.95 and 31.6675
0.7416412,686.0119,244.82906,220.56728,3.5035625,1.9877124,0.10024904,5.0009646,less than 12.9925
0.74538916,682.52356,244.0393,220.68828,3.5006611,4.0018206,0.40042797,1.0146897,between 18.95 and 31.6675
0.74091154,685.76624,244.89406,220.47495,3.4978545,1.9977132,0.39901686,3.0010478,less than 12.9925
0.68651134,737.8827,294.53287,220.91527,3.4990346,3.0346057,0.4001667,5.0078692,between 18.95 and 31.6675
0.861043,587.9821,293.96863,146.76228,7.006378,1.9992324,0.2493257,2.9978054,between 18.95 and 31.6675
0.79330707,634.7335,342.60907,147.08453,7.0065603,2.994549,0.4004018,3.0263562,between 18.95 and 31.6675
0.7107116,710.07556,269.4511,220.12782,3.4972923,4.0019493,0.399266,3.0004246,between 18.95 and 31.6675
0.82374984,610.9206,318.34528,147.2138,7.001169,4.0064836,0.09974817,1.9894638,between 18.95 and 31.6675
0.9837975,513.3973,293.9337,110.23397,7.005669,1.9742943,0.3985677,2.020212,greater than 31.6675
0.7103823,710.8159,269.30206,220.66466,3.5014858,1.9838686,0.39993662,1.9916077,less than 12.9925
0.65773106,760.9728,319.00693,220.51166,3.4986994,3.0109532,0.099717475,5.021999,less than 12.9925
0.66085327,759.0885,318.461,220.53995,3.497165,2.0057812,0.39934662,2.9852986,between 18.95 and 31.6675
0.7603329,661.5329,416.69324,122.143715,7.0026264,4.0059566,0.10037125,5.0341845,greater than 31.6675
0.75774705,663.6824,416.2997,122.20196,6.996108,4.000117,0.10013942,1.986515,greater than 31.6675
0.8578066,589.0183,294.21805,146.99533,6.999777,1.9911835,0.10088098,5.015741,between 18.95 and 31.6675
0.86411566,586.7695,294.41772,146.19443,7.011515,1.998761,0.400926,2.9852633,greater than 31.6675
0.7397414,686.2152,244.72081,220.72069,3.4955065,1.9902,0.40146416,1.9934392,between 18.95 and 31.6675
0.79523975,633.2837,342.04916,146.85141,7.0065618,2.995666,0.40017468,0.98778874,greater than 31.6675
0.65617627,763.39514,319.97733,220.58109,3.4984207,1.9963905,0.3992072,5.016209,between 18.95 and 31.6675
0.75987345,661.6044,416.7061,122.15427,6.9922523,2.0026693,0.3998596,2.984462,greater than 31.6675
0.7415345,684.64166,244.78145,220.57141,3.4943752,1.9906843,0.24871665,4.9880967,less than 12.9925
0.6910406,734.3788,293.8061,220.55737,3.5026684,1.996804,0.399942,1.9943907,less than 12.9925
0.75848323,662.5424,416.69696,122.17607,7.004655,1.9888631,0.40131572,5.0064187,greater than 31.6675
0.85860854,589.284,294.239,146.79439,6.999145,5.0046883,0.39796638,1.0193701,greater than 31.6675
0.89471954,565.22406,318.18356,123.07915,6.998773,2.0219462,0.39891183,1.9825265,greater than 31.6675
0.97770846,514.8197,294.2019,110.30864,7.0021048,2.001824,0.10070343,2.0232134,between 18.95 and 31.6675
0.7617166,660.49396,417.16113,122.40885,7.003025,1.998646,0.25162736,2.993551,greater than 31.6675
0.6192923,809.1681,367.6553,220.49252,3.504421,4.0027776,0.40042874,5.0073805,between 18.95 and 31.6675
0.6634839,757.1646,318.59338,220.52193,3.494901,3.9990845,0.4014412,3.0028613,between 12.9925 and 18.95
0.62041026,808.2765,367.8528,220.52448,3.5024624,1.9996003,0.25157043,3.003409,between 12.9925 and 18.95
0.62130404,807.5681,367.2846,220.57791,3.5030737,1.9953578,0.24940608,2.0037162,less than 12.9925
0.8561475,589.9581,293.75717,147.20798,6.989408,1.9886025,0.40088624,2.9971578,between 18.95 and 31.6675
0.68830603,735.5996,294.1491,220.22713,3.5244942,2.0035388,0.09900845,3.0064838,less than 12.9925
0.9830667,513.544,294.1577,110.18885,6.9928617,2.00126,0.2488845,2.016154,between 18.95 and 31.6675
