relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.8938099,565.45166,299.1886,144.18808,7.00977,4.996229,0.2490026,5.0126815,between 18.95 and 31.6675
0.8218926,612.0444,318.6039,147.02107,7.006183,2.0004988,0.098929495,5.023328,greater than 31.6675
0.8962042,569.5025,317.15903,122.62069,6.9933963,4.010001,0.09887971,-0.0077051297,greater than 31.6675
0.7405743,686.1665,255.75346,220.5441,3.5023544,5.0013304,-0.00022681119,-0.008526196,less than 12.9925
0.71438074,708.24475,269.01862,220.6298,3.4947495,2.978953,0.10033543,3.9951835,less than 12.9925
0.9683702,552.8879,242.32343,224.16057,3.4788687,1.9966625,0.250791,2.0121272,less than 12.9925
0.896332,567.0849,317.8038,123.3982,7.012721,4.007569,0.100327685,2.0100157,greater than 31.6675
0.78971225,640.3929,343.21265,146.355,7.0103507,3.0222552,0.2530684,3.052324,between 18.95 and 31.6675
0.8203452,610.9326,318.20575,147.07178,6.9856644,4.9882693,0.2525344,0.9876046,between 12.9925 and 18.95
0.9056576,559.1346,318.48877,121.870705,7.011539,2.001159,0.25005588,3.0309641,greater than 31.6675
0.6452573,778.97394,340.5788,220.69844,3.4992914,4.9975824,0.098203175,1.9845307,less than 12.9925
0.7075912,711.32,269.34225,220.53806,3.5048738,4.9953165,0.09941557,5.074251,less than 12.9925
0.6933439,721.60114,288.8198,220.73114,3.4990757,5.007685,0.4006819,5.0023046,between 12.9925 and 18.95
0.7870068,639.41235,344.38333,146.77126,6.995914,5.015051,0.40017474,3.9944663,between 18.95 and 31.6675
0.6194453,809.32404,367.70752,220.6065,3.5023084,4.007983,0.2517859,3.0105064,between 12.9925 and 18.95
0.9003278,563.51263,318.66278,122.52726,7.0082273,5.013556,0.10004455,1.0147578,between 18.95 and 31.6675
0.61446977,808.6007,366.7191,220.47017,3.505561,2.0172098,0.0999375,2.0494356,between 12.9925 and 18.95
0.7640483,658.66266,418.07153,122.36008,7.0062666,4.0077877,0.40210903,2.0099647,between 12.9925 and 18.95
0.8731439,578.67975,295.6103,146.48682,7.004543,4.0264597,0.0022445326,-0.005274715,between 18.95 and 31.6675
0.692487,724.0255,292.30682,220.60406,3.4965253,5.0030174,0.10242199,5.000084,less than 12.9925
0.9762107,514.8728,293.34995,110.44971,7.0037622,2.9821162,0.102298826,3.0347948,between 18.95 and 31.6675
0.9817806,514.6131,290.97653,110.2663,7.005995,3.014897,0.0015974155,-0.009721131,greater than 31.6675
0.89804345,564.5216,318.3028,123.44328,7.0010853,5.0088882,0.2511751,5.007912,between 18.95 and 31.6675
0.6900748,735.8402,297.75967,220.37193,3.500758,4.9797606,0.0024421476,0.021603618,less than 12.9925
0.6403482,783.55426,343.2127,220.60011,3.4976249,5.005707,0.101777025,1.016813,less than 12.9925
0.6900782,724.14923,291.81485,220.73277,3.5003047,4.98937,0.10052847,2.0056002,less than 12.9925
0.7145688,707.4885,269.05328,220.501,3.5028162,4.985212,0.09904613,1.9962959,less than 12.9925
0.6896438,735.1337,293.85007,220.62242,3.5043268,2.9946628,0.25095484,0.9776894,less than 12.9925
