relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.76889277,651.37695,290.95673,147.58426,6.990549,5.022448,0.39823547,3.0008466,between 18.95 and 31.6675
0.8644264,585.1619,294.15643,147.32304,6.998631,5.008221,0.10108292,3.0159166,between 18.95 and 31.6675
0.7884712,637.97174,343.28738,147.0285,7.000758,3.0015488,0.2507834,4.9948807,greater than 31.6675
0.7460707,679.777,244.7976,220.39471,3.5102367,1.9789916,0.09909252,2.9852757,less than 12.9925
0.7567529,664.0586,415.58075,122.28223,7.000717,3.0155756,0.10048348,3.9969106,greater than 31.6675
0.79174894,636.0979,343.32492,146.91551,7.006045,1.9987996,0.10087622,4.997867,greater than 31.6675
1.0015274,508.85114,294.28256,109.96972,7.001568,3.9983773,0.3994897,4.0214133,greater than 31.6675
0.7017546,717.00146,269.29666,220.75977,3.5028677,4.0037217,0.09900042,5.011615,between 12.9925 and 18.95
0.6020902,812.9741,369.22333,220.70183,3.4977117,2.0026777,0.24972527,4.9890046,between 12.9925 and 18.95
0.7591646,660.60126,416.46222,122.2753,7.006819,3.01027,0.09940455,5.035723,greater than 31.6675
0.9825904,514.6915,294.04172,110.31019,6.9906735,1.9733809,0.10025645,1.9513634,greater than 31.6675
0.70482117,715.48364,269.7715,220.65974,3.499169,5.00169,0.100730024,4.01541,less than 12.9925
0.71988815,702.94257,269.04074,220.54073,3.5049245,3.01261,0.40016073,4.0170555,less than 12.9925
0.7065962,713.3421,269.36923,220.4952,3.50683,3.0120463,0.24993421,2.9719584,less than 12.9925
0.63519275,789.0809,343.33408,220.86436,3.502548,3.9973247,0.2501071,3.9699414,less than 12.9925
0.9036545,561.02966,318.23526,121.91349,6.9997554,3.017776,0.40071577,2.9888775,greater than 31.6675
