relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.6814322,738.3168,294.2025,220.56825,3.4966774,5.009275,0.09943721,1.9544771,less than 12.9925
0.77643734,644.2667,318.74524,146.80786,7.012349,1.9995387,0.10000725,1.9906597,greater than 31.6675
0.70669395,712.3896,269.69095,220.46162,3.5112522,5.004858,0.10076889,2.9888656,less than 12.9925
0.63970006,783.52655,343.02557,220.64417,3.4966204,1.9947728,0.100703076,5.0269337,between 12.9925 and 18.95
0.57671815,820.62134,365.43765,220.94257,3.501989,5.0091915,0.40060848,2.9904957,between 12.9925 and 18.95
0.9728963,515.5022,293.8677,110.13626,6.9996753,3.9889865,0.4015845,1.9666404,greater than 31.6675
0.6439481,781.24567,342.9498,220.37811,3.4828153,4.010221,0.40066546,3.010263,between 12.9925 and 18.95
0.8093867,617.8531,319.15198,147.51445,6.999667,3.0128868,0.24844638,1.0100518,greater than 31.6675
0.9882874,513.00244,314.02924,109.989136,7.0096292,4.005157,0.09983947,-0.02070383,greater than 31.6675
0.8856317,567.8752,318.56558,122.64096,7.0015936,5.00916,0.40177104,4.030904,greater than 31.6675
0.7595056,660.8628,416.3272,122.69659,7.005865,3.0141182,0.40184924,3.0022254,greater than 31.6675
0.79213125,636.6244,342.90604,146.58601,7.001589,5.0178075,0.39979613,2.9875512,greater than 31.6675
0.7845741,639.9164,342.9753,147.14018,7.006504,2.0169027,0.100400254,0.9815219,greater than 31.6675
0.7631554,660.26447,335.9848,147.25484,7.0112414,4.9908094,0.24972987,1.9774915,greater than 31.6675
0.63929,784.7342,343.55176,220.82205,3.4992366,4.019062,0.09975242,1.9516722,less than 12.9925
0.7108712,710.2293,269.42627,220.76804,3.4933484,5.007552,0.40334314,0.9536048,less than 12.9925
0.79521716,634.94525,342.91632,146.9355,7.0062056,4.9992275,0.39953455,2.9854033,greater than 31.6675
0.85672987,589.4491,293.86557,146.71184,7.010656,1.9842272,0.10230242,0.97732824,greater than 31.6675
0.6417092,783.21857,343.0469,220.72215,3.5126622,4.0009727,0.40058,1.981332,between 12.9925 and 18.95
0.908813,559.2063,318.41922,121.27938,7.004223,4.016364,0.40179297,5.004036,greater than 31.6675
0.6247742,804.6124,321.50034,221.04205,3.511275,1.9992254,0.25180677,0.9577419,between 12.9925 and 18.95
0.9038636,562.1255,318.41165,122.384995,7.00623,5.002785,0.2494976,1.9836042,greater than 31.6675
0.76594615,657.4857,415.78525,122.74721,7.0020742,2.9919243,0.10046384,5.000394,greater than 31.6675
0.79144883,636.56024,342.90796,146.83325,6.995385,3.9987295,0.39937764,2.955759,greater than 31.6675
0.7415579,685.6765,244.83618,220.62523,3.5012772,4.982921,0.4029817,2.9928968,between 12.9925 and 18.95
0.6218974,807.6844,368.01614,220.67429,3.5027947,3.999225,0.09988595,1.0588535,less than 12.9925
0.9833202,513.8923,294.30026,110.07494,7.007128,5.0032053,0.40027675,1.9814839,greater than 31.6675
0.91097707,560.5177,294.21182,123.00746,7.0036383,5.0039277,0.24879551,4.0208464,greater than 31.6675
1.0221673,510.71625,317.76874,110.72015,7.009792,4.9926996,0.40077007,3.99454,greater than 31.6675
0.60060006,822.5303,367.20987,221.00447,3.4956033,4.016025,0.2505985,2.9974968,less than 12.9925
0.8549071,590.38837,293.6579,146.79594,6.9950566,2.0029297,0.10010543,0.98933417,greater than 31.6675
0.68583614,738.0434,294.05856,220.67343,3.4958808,2.0113206,0.09951684,1.9638193,between 12.9925 and 18.95
