relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.6408283,783.26984,343.18976,220.4809,3.4854774,5.0099163,0.25100374,2.050193,between 18.95 and 31.6675
0.98192835,514.0387,293.7301,110.17887,7.012971,4.9981537,0.0011939507,-0.008643011,between 18.95 and 31.6675
0.74265116,685.5236,244.30367,220.58788,3.4976463,2.996534,0.10106868,2.9697273,less than 12.9925
0.6917524,733.87683,293.61853,220.37697,3.489859,3.9938793,0.2509577,5.024983,less than 12.9925
0.7526863,669.01996,414.39267,122.56527,7.018045,2.9965184,0.25123155,4.022809,greater than 31.6675
0.73523754,688.2772,246.35278,220.53769,3.4998894,4.9957557,0.40180987,2.0079172,between 12.9925 and 18.95
0.71145606,710.0227,269.2516,220.4843,3.5034456,2.9983869,0.00014448125,0.0019119964,less than 12.9925
0.62847817,795.53723,364.76053,219.99791,3.4917793,2.9999514,0.099962585,2.0024328,less than 12.9925
0.7386177,687.2185,244.64392,220.74536,3.4950087,2.9916303,-0.0006570691,0.0060539823,less than 12.9925
0.7813388,635.94714,416.1412,123.68399,6.9951324,3.9993377,0.39807972,5.01188,greater than 31.6675
0.86053526,587.743,293.89377,146.87708,7.0402346,2.991782,-0.00045491077,0.0025278935,between 18.95 and 31.6675
0.79208106,636.6446,417.78482,107.91177,6.9982767,2.0025768,0.00045424158,0.0033326605,greater than 31.6675
0.6980828,724.4868,291.31293,220.48932,3.493735,2.9905748,0.40192795,3.0138326,less than 12.9925
0.69043857,735.162,293.69662,220.93968,3.500995,5.0071135,-0.000408622,0.0015932452,less than 12.9925
0.79281497,629.82526,318.48553,220.76498,3.499134,1.9867735,0.0019686692,-0.0058901696,between 12.9925 and 18.95
0.73626596,688.2131,245.6322,220.65862,3.4963658,2.9940405,0.099696785,-0.006537129,less than 12.9925
0.6183705,808.1036,418.7536,220.70964,3.5004144,4.003433,0.0012402583,-0.0070892926,between 12.9925 and 18.95
0.63950026,784.7874,343.01,220.45816,3.5061615,2.9962995,0.24817334,1.9892685,less than 12.9925
0.79338247,624.01166,342.07538,146.61055,7.0179296,4.9840946,0.40128136,3.014777,greater than 31.6675
0.9802603,514.3831,294.08554,110.16404,6.9991846,5.0064034,0.249548,1.006966,between 18.95 and 31.6675
0.98251814,514.6898,294.02374,109.47812,7.013763,4.9950757,0.10064709,3.016581,between 18.95 and 31.6675
0.6274966,793.6809,367.004,220.95325,3.4966733,2.9977527,0.25038108,2.9979453,between 12.9925 and 18.95
0.738644,686.42,244.84042,220.74821,3.5005934,4.008692,0.39995536,1.0053822,between 12.9925 and 18.95
0.9713686,516.2671,292.7244,110.48936,7.0133123,2.9931772,0.40149844,2.0120878,between 18.95 and 31.6675
0.74229884,684.84033,244.62831,220.5438,3.498654,2.0066009,0.1012647,4.0069747,less than 12.9925
0.6606573,759.87836,318.64706,220.58348,3.5020652,2.9987059,0.40098017,2.0115378,between 12.9925 and 18.95
0.6127849,807.8578,367.39566,220.85735,3.494304,2.9713993,0.10024618,1.0032634,less than 12.9925
0.6890663,735.71796,294.12735,220.4829,7.0373135,4.0068665,0.0018744427,-0.014183231,greater than 31.6675
0.6901929,734.7636,293.84665,220.75528,3.4965978,2.008494,0.10052076,2.013494,less than 12.9925
0.627499,796.63916,346.17166,220.76398,3.4936876,4.0209312,0.101636924,4.9987993,less than 12.9925
0.630245,794.3935,345.40353,221.12602,3.5026746,3.998508,0.39998415,1.9976285,between 18.95 and 31.6675
0.74124223,685.5475,245.04651,220.6289,3.5069761,1.9782299,0.24779728,5.029225,less than 12.9925
0.7613499,660.6002,415.5398,122.69452,6.981902,2.0129766,-0.0014717231,0.010897603,less than 12.9925
0.81813097,613.62274,318.71655,146.98178,7.012033,2.014959,0.101184115,5.0155168,between 18.95 and 31.6675
0.8650164,586.21954,293.74332,146.47905,7.0110135,1.9916238,-0.00017655455,3.9445436,between 18.95 and 31.6675
0.7899663,637.9731,343.472,147.72159,7.014937,2.0068302,0.10160242,2.0182474,greater than 31.6675
0.74181443,685.4946,245.28218,220.52818,3.4964373,2.991799,0.24868062,1.9970495,less than 12.9925
0.79075426,636.73505,343.59665,146.55487,7.000009,2.9724424,0.39903942,3.0167375,greater than 31.6675
0.6535042,768.6367,330.7069,220.78726,3.497809,5.00562,0.09879669,2.0118704,less than 12.9925
0.736101,688.10626,245.2092,220.64653,3.5050786,3.9914172,0.10127778,5.012225,less than 12.9925
0.820875,612.1231,318.50272,146.87082,7.0123687,3.0003316,0.099363334,-0.0026930426,between 18.95 and 31.6675
0.6412618,783.673,343.355,220.63301,3.501803,4.984897,0.39941156,2.008061,less than 12.9925
0.64495903,779.4486,330.64877,220.56003,3.49513,4.0026736,0.25097433,3.0096653,less than 12.9925
0.6962775,729.0956,353.18466,220.81087,3.4993184,1.9744272,0.0017792832,2.9251308,less than 12.9925
0.7434815,683.4369,244.62239,220.57062,3.4921308,1.9984294,0.10030748,4.0258784,less than 12.9925
0.66239387,758.8426,318.4662,220.7245,3.4988556,4.9754124,0.0011414017,0.014033073,less than 12.9925
0.6262134,796.15106,348.16022,220.47655,3.497323,2.9872622,0.24988441,5.063982,between 18.95 and 31.6675
0.8637478,586.41,293.97437,146.78363,6.9982605,1.9983757,-0.0020908504,-0.008288097,between 18.95 and 31.6675
0.6878163,736.55554,293.96808,220.57385,3.4989712,4.0085196,0.10090721,3.0052855,less than 12.9925
0.64103,783.5974,343.2859,220.46786,7.0637302,4.0012546,-0.0018522084,-0.0047830604,between 12.9925 and 18.95
0.6607869,759.2883,318.2271,220.84715,3.4988651,5.000734,0.00070135074,-0.0065517174,less than 12.9925
0.6844891,739.7555,300.66302,220.50397,3.4982102,2.9947393,0.0024464324,-0.013936335,less than 12.9925
0.63939524,784.34,343.13727,220.7422,3.5020545,3.0027628,0.24915715,2.9721756,between 18.95 and 31.6675
0.73812604,687.6253,245.07823,220.49542,3.500091,4.9778066,0.39896804,1.9884899,between 12.9925 and 18.95
0.6416504,783.4774,343.34076,220.74234,3.5009575,3.973714,0.25001538,2.9996934,between 12.9925 and 18.95
0.66147983,759.8185,318.44345,220.78333,3.5021408,3.0001214,0.40099457,1.9937451,less than 12.9925
0.69294536,732.7184,292.76978,220.75243,3.4923801,4.989892,0.25057605,5.0214396,less than 12.9925
0.7916936,615.3075,367.4134,125.99275,7.012156,5.015737,0.25006044,3.0232565,greater than 31.6675
0.6586226,760.6928,318.75708,220.71251,3.501065,2.9851162,0.10033892,2.004204,less than 12.9925
0.70929503,711.1752,269.70084,220.89038,3.5026975,2.9975479,0.24807511,2.0128615,less than 12.9925
0.74881506,680.31396,403.10062,121.742134,6.9928126,5.0064735,0.09923979,5.0591044,greater than 31.6675
0.66373473,757.14923,300.188,248.36243,3.470636,1.9991196,0.10062077,2.0119462,less than 12.9925
0.7905704,636.8188,342.97107,147.02127,7.0028605,2.9912236,0.24921829,1.9925771,greater than 31.6675
0.9125712,557.38324,301.7631,123.37226,7.0184,4.990459,0.100860044,2.0099378,greater than 31.6675
