relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.759603,665.78015,243.21895,220.93118,3.5039077,5.0279155,0.24960037,1.9834609,less than 12.9925
0.6901454,730.6633,337.7787,220.03418,3.4636614,2.9739401,0.251891,1.987108,less than 12.9925
0.6891186,735.9409,294.1046,220.99173,3.4989467,4.010184,0.2484617,1.0042759,less than 12.9925
0.8211785,611.9333,318.34064,146.91914,6.992783,3.0190094,0.39895022,3.0073774,greater than 31.6675
0.7630154,658.439,415.49597,122.04275,6.9969263,4.00534,0.39940223,5.014428,greater than 31.6675
0.73998857,694.4398,267.50882,221.28587,3.4981103,1.9834684,0.10103225,0.9734948,less than 12.9925
0.6383143,791.41144,292.63968,221.28864,3.4860225,2.9923396,0.3998841,4.990535,between 12.9925 and 18.95
0.68806404,740.4267,295.87195,220.78049,3.4901972,4.0014176,0.00030520328,-0.0091333985,less than 12.9925
0.9767025,520.4076,293.58444,118.85889,7.000566,1.9859812,0.2532162,3.0330932,greater than 31.6675
0.71430826,707.994,268.86597,220.58899,3.496315,2.9987257,0.24966432,4.992616,less than 12.9925
0.71015704,709.0082,269.47064,220.72717,3.4969804,1.9931611,0.39884272,1.9899738,between 12.9925 and 18.95
0.65884167,760.4339,318.7108,220.7796,3.491872,1.9857084,0.09957972,2.010922,between 12.9925 and 18.95
0.7937311,635.5097,342.54175,147.10147,7.0156054,5.004519,0.10545332,5.0015664,greater than 31.6675
0.70716137,718.7336,269.48798,220.71698,3.5013013,1.9835893,0.24873058,5.0011573,less than 12.9925
0.76054883,661.41174,418.52658,122.029854,7.0108857,3.9991648,-0.000841622,-0.00729782,between 12.9925 and 18.95
0.6914201,734.4211,292.9097,220.79535,3.5051908,3.9992244,0.09766115,2.0169427,less than 12.9925
0.82328427,609.7669,315.67828,147.05193,7.0003304,4.0015893,0.25089902,1.9807492,greater than 31.6675
0.918267,552.04083,342.288,145.47809,6.970196,2.996541,0.24959204,4.994299,between 18.95 and 31.6675
