relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.69468063,726.2233,292.3241,220.64948,3.5039818,2.0053015,0.10009215,1.0134246,between 12.9925 and 18.95
0.82831156,606.7804,318.42148,146.45126,7.0130796,2.996549,0.25008142,0.9889784,between 18.95 and 31.6675
0.6990063,723.2985,292.9494,220.79614,3.5036397,3.9955623,0.25080454,5.014978,less than 12.9925
0.86551285,585.6186,293.47357,146.34393,6.9924445,4.02057,0.40152824,2.9914877,between 18.95 and 31.6675
0.69340944,731.84753,293.39542,220.66232,3.496816,1.9723506,0.24986826,5.0553923,between 12.9925 and 18.95
0.85569155,591.19794,293.40686,147.20465,7.0030584,4.9785323,0.10274469,5.0409827,between 18.95 and 31.6675
0.90929747,558.65314,318.8524,120.92423,6.9951944,2.0134535,0.09924921,5.0184627,between 18.95 and 31.6675
0.70994735,712.1816,270.2293,220.73273,3.4992836,1.9671998,0.097633906,2.0208943,less than 12.9925
0.6938439,726.0925,291.55756,220.62015,3.499944,3.9940522,0.39846018,4.022862,less than 12.9925
0.7026907,721.3956,282.0259,220.63971,3.493802,2.001678,0.40150523,5.0057034,less than 12.9925
0.82033944,612.2889,318.355,146.51332,7.020189,4.005585,0.39990786,3.0007172,between 18.95 and 31.6675
0.83649755,601.7781,318.58188,145.60614,6.998663,3.0085483,0.24983871,2.9766855,between 18.95 and 31.6675
0.6357677,787.7592,343.73276,220.5015,3.502127,2.0557148,0.40164036,1.9938071,between 12.9925 and 18.95
0.86841124,579.317,340.94788,117.13769,7.0155854,2.995681,0.40027648,3.9722102,greater than 31.6675
0.6548961,766.6574,320.2043,220.90327,3.4977403,3.996475,0.24965742,1.0138596,less than 12.9925
0.8642776,586.9119,293.7163,146.02783,6.9937,4.9597874,0.098304056,3.986233,between 18.95 and 31.6675
