cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,less than 23.707115153
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,between 23.707115153 and 34.44277358
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,between 23.707115153 and 34.44277358
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,between 34.44277358 and 46.13628654
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,less than 23.707115153
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,greater than 46.13628654
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,between 23.707115153 and 34.44277358
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,between 34.44277358 and 46.13628654
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,greater than 46.13628654
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,between 34.44277358 and 46.13628654
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,between 34.44277358 and 46.13628654
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,greater than 46.13628654
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,between 23.707115153 and 34.44277358
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,between 34.44277358 and 46.13628654
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,between 34.44277358 and 46.13628654
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,between 23.707115153 and 34.44277358
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,less than 23.707115153
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,less than 23.707115153
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,between 34.44277358 and 46.13628654
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,greater than 46.13628654
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,less than 23.707115153
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,less than 23.707115153
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,less than 23.707115153
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,between 23.707115153 and 34.44277358
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3.0,less than 23.707115153
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,between 23.707115153 and 34.44277358
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,between 34.44277358 and 46.13628654
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,less than 23.707115153
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,greater than 46.13628654
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,between 23.707115153 and 34.44277358
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,between 34.44277358 and 46.13628654
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,less than 23.707115153
