cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,less than 23.707115153
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,between 23.707115153 and 34.44277358
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,between 23.707115153 and 34.44277358
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,between 34.44277358 and 46.13628654
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,less than 23.707115153
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,greater than 46.13628654
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,between 23.707115153 and 34.44277358
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,between 34.44277358 and 46.13628654
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,greater than 46.13628654
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,between 34.44277358 and 46.13628654
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,between 34.44277358 and 46.13628654
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,greater than 46.13628654
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,between 23.707115153 and 34.44277358
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,between 34.44277358 and 46.13628654
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,between 34.44277358 and 46.13628654
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,between 23.707115153 and 34.44277358
