cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,between 34.44277358 and 46.13628654
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28.0,between 34.44277358 and 46.13628654
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,between 34.44277358 and 46.13628654
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,less than 23.707115153
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,between 23.707115153 and 34.44277358
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,between 23.707115153 and 34.44277358
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,between 23.707115153 and 34.44277358
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28.0,greater than 46.13628654
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,greater than 46.13628654
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,between 23.707115153 and 34.44277358
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,between 23.707115153 and 34.44277358
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,between 23.707115153 and 34.44277358
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,between 34.44277358 and 46.13628654
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,less than 23.707115153
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,less than 23.707115153
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,between 23.707115153 and 34.44277358
