school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,2,2,5,between 10.0 and 12.0
GP,M,18,U,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,2,2,1,2,4,7,less than 10.0
MS,F,16,U,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,2,4,4,2,4,1,9,less than 10.0
MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,1,4,1,3,5,6,between 10.0 and 12.0
GP,F,15,R,GT3,T,4,2,services,other,home,mother,4,1,0,yes,yes,no,yes,yes,yes,yes,no,5,4,3,1,4,4,11,between 12.0 and 14.0
GP,F,18,U,GT3,T,1,2,at_home,other,home,other,2,3,0,no,yes,yes,yes,no,yes,yes,yes,3,2,5,1,3,4,1,greater than 14.0
MS,F,16,U,GT3,T,3,3,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,1,2,1,2,5,8,between 10.0 and 12.0
GP,M,19,U,LE3,A,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,yes,1,1,2,2,1,2,3,less than 10.0
MS,M,18,R,GT3,T,2,2,at_home,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,2,0,between 10.0 and 12.0
GP,M,17,U,GT3,T,2,3,other,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,2,3,1,3,3,12,less than 10.0
MS,F,16,U,LE3,T,4,4,services,services,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,4,3,2,2,1,0,less than 10.0
GP,M,18,U,GT3,T,4,3,services,at_home,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,1,2,3,4,4,between 12.0 and 14.0
GP,M,18,U,LE3,T,1,1,at_home,other,course,other,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,1,4,1,1,5,5,between 10.0 and 12.0
GP,F,19,R,GT3,T,3,3,services,other,other,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,4,2,5,1,2,3,6,between 10.0 and 12.0,
GP,F,16,U,LE3,T,4,4,other,at_home,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,2,2,1,3,7,between 10.0 and 12.0
MS,F,18,R,GT3,T,2,2,health,services,course,mother,3,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,1,5,1,4,4,8,between 10.0 and 12.0
MS,M,18,R,LE3,T,4,3,services,other,course,father,2,2,0,no,yes,yes,yes,no,yes,yes,yes,2,3,2,3,2,5,2,less than 10.0
MS,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,4,4,6,less than 10.0,
GP,M,16,U,GT3,T,3,3,at_home,other,course,mother,2,3,0,yes,yes,yes,yes,yes,yes,yes,1,4,4,1,3,3,4,greater than 14.0,
GP,M,19,U,LE3,T,1,1,health,other,course,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,4,4,2,2,1,3,between 12.0 and 14.0
MS,F,17,U,GT3,T,1,2,services,services,other,mother,1,3,1,no,yes,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,5,between 12.0 and 14.0
GP,M,17,U,LE3,A,1,1,at_home,at_home,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,5,4,2,1,2,2,10,less than 10.0,
MS,M,16,U,LE3,T,3,3,services,other,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,4,2,5,2,3,4,1,between 12.0 and 14.0,
GP,F,16,U,LE3,T,4,2,other,at_home,course,father,2,1,0,yes,yes,yes,yes,yes,yes,yes,2,3,2,1,4,5,6,between 12.0 and 14.0,
MS,F,16,R,LE3,T,1,1,at_home,other,other,mother,3,1,0,yes,yes,yes,yes,yes,yes,yes,3,4,2,1,3,3,7,between 12.0 and 14.0,
GP,M,15,U,LE3,T,2,1,health,services,course,mother,2,1,0,yes,yes,yes,yes,yes,yes,yes,2,4,2,3,1,5,3,between 12.0 and 14.0,
GP,F,17,U,GT3,T,4,3,services,services,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,3,2,5,2,3,3,3,between 12.0 and 14.0,
MS,F,18,R,GT3,T,3,3,services,other,course,mother,3,2,0,yes,yes,yes,yes,yes,yes,yes,5,3,1,2,2,5,9,between 12.0 and 14.0,
MS,F,16,U,LE3,T,2,1,health,services,course,mother,3,2,0,yes,yes,yes,yes,yes,yes,yes,5,3,5,1,3,3,3,less than 10.0,
GP,M,18,U,LE3,A,1,1,other,at_home,home,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,5,4,4,1,4,3,1,less than 10.0,
GP,M,15,R,GT3,T,3,3,at_home,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,3,2,9,between 10.0 and 12.0,
MS,F,19,U,GT3,T,2,1,at_home,other,course,mother,2,3,1,yes,yes,yes,yes,yes,yes,yes,1,4,4,1,2,3,6,between 10.0 and 12.0,
