carat,cut,color,clarity,depth,table,x,y,z,price
0.49,Premium,E,SI2,61.5,58.5,5.02,5.05,3.12,between 950.0 and 2401.0
0.75,Ideal,G,VS1,62.4,56.2,5.58,5.62,3.45,between 950.0 and 2401.0
1.42,Very Good,I,SI1,62.9,59.2,7.03,7.12,4.42,greater than 5324.25
1.08,Very Good,H,VS2,62.2,60.1,6.65,6.72,4.12,greater than 5324.25
0.42,Ideal,G,VS2,61.9,55.3,4.51,4.49,2.81,less than 950.0
0.81,Very Good,J,SI1,59.3,61.2,5.95,6.01,3.58,between 950.0 and 2401.0
0.32,Very Good,F,VVS2,62.6,59.1,4.27,4.31,2.65,less than 950.0
0.92,Good,E,SI1,63.9,61.1,6.15,6.19,3.95,between 2401.0 and 5324.25
1.99,Premium,I,VS2,62.9,59.1,8.01,7.92,5.01,greater than 5324.25
1.29,Good,H,SI2,64.0,57.1,6.83,6.79,4.38,greater than 5324.25
0.52,Ideal,H,IF,62.2,56.1,4.85,4.83,3.01,between 950.0 and 2401.0
1.99,Premium,G,SI1,62.4,61.1,8.05,7.95,4.97,greater than 5324.25
0.73,Good,E,SI2,60.0,57.1,5.79,5.85,3.51,between 950.0 and 2401.0
0.95,Ideal,F,VS2,62.7,56.2,6.22,6.28,3.92,between 2401.0 and 5324.25
0.41,Ideal,F,VVS1,62.4,54.3,4.69,4.73,2.96,between 950.0 and 2401.0
0.35,Good,E,SI1,63.8,55.2,4.38,4.35,2.79,less than 950.0
