carat,cut,color,clarity,depth,table,x,y,z,price
0.51,Ideal,G,SI1,61.9,56.2,5.06,5.08,3.15,between 950.0 and 2401.0
0.96,Premium,H,SI2,62.5,58.5,6.34,6.31,3.93,greater than 5324.25
0.35,Very Good,F,VS1,62.8,55.8,4.49,4.51,2.82,less than 950.0
1.23,Good,F,SI2,63.2,56.5,6.71,6.69,4.17,greater than 5324.25
0.42,Very Good,G,SI1,61.5,60.2,4.69,4.72,2.94,less than 950.0
0.75,Ideal,J,SI2,61.2,54.8,5.96,5.99,3.73,between 950.0 and 2401.0
0.28,Good,I,VS1,63.5,55.5,4.22,4.25,2.71,less than 950.0
0.82,Premium,E,IF,62.2,58.8,6.08,6.05,3.79,greater than 5324.25
0.39,Very Good,H,SI1,61.8,60.5,4.59,4.63,2.88,less than 950.0
1.69,Ideal,D,SI2,64.0,55.2,7.51,7.48,4.69,greater than 5324.25
0.49,Very Good,F,VS2,62.4,55.1,5.01,5.03,3.11,between 950.0 and 2401.0
0.93,Good,G,VVS2,61.4,54.2,6.23,6.21,3.86,between 950.0 and 2401.0
0.68,Ideal,J,SI2,61.6,55.6,5.61,5.64,3.49,between 950.0 and 2401.0
0.32,Good,I,VS1,63.9,56.8,4.29,4.33,2.75,less than 950.0
0.85,Premium,H,SI2,62.6,59.2,6.14,6.11,3.82,greater than 5324.25
0.44,Very Good,F,SI1,61.9,60.8,4.73,4.76,2.96,less than 950.0
