carat,cut,color,clarity,depth,table,x,y,z,price
0.49,Ideal,E,SI1,61.5,57.0,5.02,5.05,3.12,between 950.0 and 2401.0
0.91,Premium,G,VS2,62.4,58.0,6.18,6.22,3.83,between 2401.0 and 5324.25
0.36,Very Good,F,VS1,61.9,56.0,4.59,4.62,2.81,less than 950.0
1.08,Ideal,H,SI1,62.6,59.0,6.63,6.59,4.05,greater than 5324.25
0.57,Premium,E,SI2,61.1,58.0,5.34,5.37,3.29,between 950.0 and 2401.0
0.94,Good,G,VS1,63.4,57.0,6.33,6.29,3.99,between 2401.0 and 5324.25
0.43,Ideal,D,VS2,61.4,55.0,4.77,4.8,2.92,between 950.0 and 2401.0
0.65,Very Good,J,SI1,59.4,61.0,5.59,5.63,3.35,between 950.0 and 2401.0
0.82,Premium,F,SI1,62.1,59.0,6.01,5.96,3.71,between 2401.0 and 5324.25
0.29,Good,E,SI1,63.9,55.0,4.29,4.27,2.73,less than 950.0
0.69,Ideal,H,SI2,61.6,57.0,5.64,5.69,3.48,between 950.0 and 2401.0
0.47,Ideal,F,VVS2,61.7,56.0,4.86,4.89,2.98,between 950.0 and 2401.0
1.04,Premium,I,SI1,62.5,60.0,6.52,6.46,4.08,between 2401.0 and 5324.25
0.54,Very Good,G,VVS2,62.2,57.0,5.23,5.26,3.22,between 950.0 and 2401.0
0.85,Ideal,E,VS1,61.8,56.0,6.13,6.09,3.79,between 2401.0 and 5324.25
0.39,Premium,G,SI1,61.2,60.0,4.73,4.76,2.94,between 950.0 and 2401.0
0.96,Good,H,VS2,62.9,58.0,6.39,6.35,4.01,between 2401.0 and 5324.25
0.58,Ideal,J,SI1,61.1,55.0,5.31,5.33,3.26,between 950.0 and 2401.0
2.05,Premium,G,SI1,62.2,61.0,8.05,7.94,5.01,greater than 5324.25
0.42,Ideal,E,VS2,61.1,57.0,4.69,4.72,2.89,between 950.0 and 2401.0
0.7,Very Good,F,SI1,60.2,57.9,5.67,5.72,3.42,between 950.0 and 2401.0
0.9,Ideal,H,SI1,61.9,57.0,6.21,6.16,3.82,between 2401.0 and 5324.25
0.33,Good,E,SI2,64.1,55.0,4.39,4.42,2.75,less than 950.0
0.59,Premium,E,VS1,62.3,54.0,5.38,5.4,3.32,between 950.0 and 2401.0
1.15,Ideal,I,SI2,62.5,57.0,6.72,6.68,4.13,between 2401.0 and 5324.25
0.48,Ideal,G,VS2,61.6,56.0,4.92,4.95,3.03,between 950.0 and 2401.0
0.81,Very Good,D,VS1,61.8,58.0,5.96,6.0,3.68,between 2401.0 and 5324.25
0.44,Premium,F,SI1,61.3,60.0,4.81,4.84,2.96,between 950.0 and 2401.0
0.99,Good,H,SI1,62.8,59.0,6.46,6.42,4.04,greater than 5324.25
0.35,Ideal,G,VVS2,61.9,56.0,4.58,4.61,2.83,between 950.0 and 2401.0
1.02,Premium,E,SI1,62.4,59.0,6.49,6.44,4.06,greater than 5324.25
0.51,Ideal,J,SI2,61.2,55.0,5.11,5.14,3.14,between 950.0 and 2401.0
0.79,Very Good,G,SI1,60.3,61.0,5.85,5.89,3.57,between 950.0 and 2401.0
0.97,Ideal,F,VS1,62.0,56.0,6.41,6.36,3.99,between 2401.0 and 5324.25
0.46,Good,D,VS2,61.5,54.0,4.83,4.86,2.97,between 950.0 and 2401.0
0.63,Premium,H,SI1,61.1,58.0,5.45,5.48,3.39,between 950.0 and 2401.0
1.09,Very Good,I,SI1,62.2,60.0,6.56,6.51,4.1,between 2401.0 and 5324.25
0.38,Ideal,E,VVS1,60.6,57.0,4.61,4.64,2.84,between 950.0 and 2401.0
0.93,Good,G,VS1,63.2,57.0,6.26,6.22,3.91,between 2401.0 and 5324.25
0.55,Very Good,F,SI2,61.4,57.0,5.28,5.31,3.25,between 950.0 and 2401.0
0.89,Premium,E,SI1,61.9,59.0,6.15,6.1,3.78,between 2401.0 and 5324.25
0.41,Good,H,SI2,61.8,62.0,4.76,4.79,2.94,between 950.0 and 2401.0
0.98,Ideal,G,SI1,62.7,56.0,6.43,6.38,4.02,greater than 5324.25
0.5,Ideal,J,VS2,61.1,55.0,5.05,5.08,3.1,between 950.0 and 2401.0
1.05,Premium,D,SI1,62.3,59.0,6.53,6.48,4.09,between 2401.0 and 5324.25
0.62,Very Good,G,VVS2,62.1,57.0,5.4,5.43,3.33,between 950.0 and 2401.0
0.95,Good,F,VS1,62.9,58.0,6.35,6.3,3.97,between 2401.0 and 5324.25
0.68,Ideal,H,SI1,61.4,57.0,5.61,5.65,3.36,between 950.0 and 2401.0
0.83,Premium,E,SI2,61.9,59.0,6.07,6.02,3.73,between 2401.0 and 5324.25
0.4,Very Good,D,VS2,61.2,55.0,4.74,4.77,2.91,between 950.0 and 2401.0
0.96,Ideal,G,SI1,62.6,56.0,6.39,6.34,3.98,between 2401.0 and 5324.25
0.52,Good,H,SI2,61.7,57.0,5.16,5.19,3.17,between 950.0 and 2401.0
1.12,Premium,I,SI1,62.5,60.0,6.65,6.6,4.12,greater than 5324.25
0.49,Premium,F,VS1,61.8,58.0,5.01,5.04,3.09,between 950.0 and 2401.0
0.88,Very Good,G,SI1,60.4,61.0,6.11,6.06,3.72,between 2401.0 and 5324.25
0.37,Ideal,E,VVS2,61.3,57.0,4.65,4.68,2.87,between 950.0 and 2401.0
0.94,Good,D,VS1,63.1,57.0,6.27,6.23,3.92,between 2401.0 and 5324.25
0.56,Premium,H,SI2,61.2,58.0,5.3,5.33,3.27,between 950.0 and 2401.0
1.01,Ideal,I,SI1,62.4,59.0,6.48,6.43,4.05,greater than 5324.25
0.43,Very Good,F,SI1,61.9,57.0,4.8,4.83,2.96,between 950.0 and 2401.0
0.99,Good,G,VS2,62.8,58.0,6.44,6.39,4.03,greater than 5324.25
0.53,Ideal,J,VS1,61.1,55.0,5.14,5.17,3.15,between 950.0 and 2401.0
0.91,Premium,E,SI1,61.9,59.0,6.19,6.14,3.8,between 2401.0 and 5324.25
0.45,Very Good,D,VS2,61.2,62.0,4.79,4.82,2.95,between 950.0 and 2401.0
