carat,cut,color,clarity,depth,table,x,y,z,price
0.37,Ideal,H,SI1,61.5,57.0,4.63,4.69,2.86,between 950.0 and 2401.0
0.91,Premium,E,VS2,62.4,58.0,6.31,6.27,3.95,between 2401.0 and 5324.25
0.55,Very Good,G,VVS1,61.9,60.0,5.23,5.25,3.24,between 950.0 and 2401.0
0.92,Ideal,F,SI2,60.8,57.0,6.42,6.38,3.92,between 2401.0 and 5324.25
1.22,Good,H,VS1,63.4,59.0,6.88,6.84,4.29,greater than 5324.25
0.49,Ideal,E,VS1,62.2,56.0,5.03,5.01,3.12,between 950.0 and 2401.0
1.04,Premium,D,SI1,62.6,58.0,6.54,6.49,4.08,between 2401.0 and 5324.25
0.88,Very Good,I,SI1,61.4,57.0,6.15,6.12,3.81,between 2401.0 and 5324.25
0.75,Fair,F,VS2,64.5,58.0,5.81,5.85,3.65,between 2401.0 and 5324.25
0.42,Ideal,H,IF,61.8,56.0,4.81,4.84,2.99,between 950.0 and 2401.0
0.51,Premium,G,SI2,62.9,59.0,5.13,5.11,3.18,between 950.0 and 2401.0
1.29,Ideal,J,SI1,61.9,57.0,7.04,7.01,4.39,greater than 5324.25
0.63,Good,E,VS2,60.9,61.0,5.44,5.41,3.33,between 950.0 and 2401.0
0.96,Very Good,F,VVS2,62.5,59.0,6.48,6.44,4.03,between 2401.0 and 5324.25
1.17,Ideal,H,SI2,61.1,56.0,6.79,6.74,4.22,greater than 5324.25
0.39,Ideal,E,SI1,61.6,55.0,4.69,4.71,2.91,less than 950.0
0.59,Very Good,D,VVS1,61.2,62.0,5.31,5.34,3.28,between 950.0 and 2401.0
0.93,Premium,I,SI1,62.8,59.0,6.39,6.35,4.02,between 2401.0 and 5324.25
0.85,Good,H,VS1,63.9,57.0,6.01,6.05,3.79,between 2401.0 and 5324.25
0.48,Ideal,F,VVS2,61.4,57.0,5.01,5.04,3.06,between 950.0 and 2401.0
0.98,Fair,G,SI2,62.3,66.0,6.54,6.49,4.08,between 2401.0 and 5324.25
0.69,Premium,E,VS2,62.1,58.0,5.64,5.61,3.48,between 950.0 and 2401.0
1.21,Very Good,J,VS1,62.7,59.0,6.93,6.89,4.33,greater than 5324.25
0.44,Ideal,H,SI1,61.8,56.0,4.86,4.88,3.01,between 950.0 and 2401.0
1.11,Good,D,SI2,63.2,57.0,6.65,6.59,4.15,between 2401.0 and 5324.25
0.94,Premium,F,VVS2,62.2,59.0,6.44,6.4,4.04,between 2401.0 and 5324.25
0.74,Ideal,E,IF,61.9,56.0,5.74,5.77,3.52,between 2401.0 and 5324.25
0.58,Very Good,G,VVS1,61.5,60.0,5.28,5.29,3.23,between 950.0 and 2401.0
0.83,Good,H,SI1,61.4,57.0,6.07,6.03,3.79,between 2401.0 and 5324.25
0.97,Ideal,J,SI1,61.9,57.0,6.53,6.49,4.07,between 2401.0 and 5324.25
0.49,Premium,E,VS1,62.4,58.0,5.04,5.01,3.12,between 950.0 and 2401.0
0.62,Very Good,D,VVS2,61.1,62.0,5.37,5.39,3.31,between 950.0 and 2401.0
1.03,Fair,F,SI2,62.8,59.0,6.59,6.55,4.11,between 2401.0 and 5324.25
0.89,Ideal,H,SI2,61.2,56.0,6.24,6.19,3.89,between 2401.0 and 5324.25
0.46,Ideal,E,VVS2,61.6,55.0,4.94,4.96,3.04,between 950.0 and 2401.0
0.76,Premium,G,SI1,62.6,58.0,5.82,5.79,3.64,between 2401.0 and 5324.25
1.16,Good,I,VS2,63.5,57.0,6.86,6.81,4.26,greater than 5324.25
0.99,Very Good,J,VS1,62.9,59.0,6.57,6.53,4.09,between 2401.0 and 5324.25
0.41,Ideal,F,VVS1,61.7,56.0,4.79,4.81,2.97,between 950.0 and 2401.0
0.61,Premium,E,SI2,62.3,58.0,5.34,5.31,3.29,between 950.0 and 2401.0
0.87,Very Good,D,VVS2,61.9,61.0,6.12,6.07,3.81,between 2401.0 and 5324.25
0.52,Ideal,G,SI1,61.4,57.0,5.11,5.08,3.15,between 950.0 and 2401.0
1.08,Fair,H,SI1,62.5,59.0,6.63,6.59,4.14,between 2401.0 and 5324.25
0.95,Good,F,VVS2,62.8,57.0,6.46,6.42,4.05,between 2401.0 and 5324.25
0.68,Ideal,E,VS1,61.9,56.0,5.59,5.56,3.43,between 950.0 and 2401.0
0.53,Premium,G,SI2,62.2,59.0,5.17,5.14,3.21,between 950.0 and 2401.0
1.25,Very Good,I,SI1,62.4,57.0,7.01,6.96,4.37,greater than 5324.25
0.73,Ideal,H,IF,61.3,56.0,5.73,5.76,3.51,between 2401.0 and 5324.25
0.56,Good,D,VVS1,61.1,62.0,5.26,5.28,3.25,between 950.0 and 2401.0
0.81,Fair,F,VS2,62.6,66.0,6.01,5.96,3.77,between 2401.0 and 5324.25
0.47,Ideal,E,VVS2,61.5,55.0,4.92,4.94,3.02,between 950.0 and 2401.0
1.14,Premium,J,SI2,62.9,59.0,6.82,6.77,4.25,greater than 5324.25
0.98,Very Good,G,SI1,61.8,57.0,6.51,6.46,4.06,between 2401.0 and 5324.25
0.71,Ideal,F,VVS2,61.4,57.0,5.67,5.64,3.49,between 950.0 and 2401.0
0.54,Premium,E,VS1,62.3,58.0,5.21,5.18,3.22,between 950.0 and 2401.0
1.02,Good,H,SI2,62.4,57.0,6.61,6.56,4.1,between 2401.0 and 5324.25
0.8,Fair,I,VS2,62.2,66.0,6.03,5.99,3.78,between 2401.0 and 5324.25
0.65,Very Good,D,VVS1,61.2,62.0,5.45,5.43,3.34,between 950.0 and 2401.0
0.45,Ideal,G,SI1,61.7,56.0,4.88,4.9,3.0,between 950.0 and 2401.0
1.09,Premium,F,SI1,62.5,59.0,6.64,6.6,4.13,between 2401.0 and 5324.25
0.83,Good,E,VS2,62.1,57.0,6.09,6.04,3.8,between 2401.0 and 5324.25
0.51,Ideal,H,IF,61.6,56.0,5.08,5.05,3.13,between 950.0 and 2401.0
1.19,Fair,J,SI1,62.8,59.0,6.94,6.89,4.31,greater than 5324.25
0.76,Premium,G,SI2,62.4,58.0,5.83,5.8,3.65,between 2401.0 and 5324.25
0.63,Very Good,I,SI1,61.5,57.0,5.41,5.38,3.32,between 950.0 and 2401.0
1.05,Good,D,VVS2,62.3,57.0,6.62,6.57,4.12,between 2401.0 and 5324.25
0.59,Ideal,E,VS1,61.9,56.0,5.3,5.27,3.26,between 950.0 and 2401.0
0.85,Fair,H,SI2,62.2,66.0,6.11,6.06,3.82,between 2401.0 and 5324.25
0.48,Premium,G,VVS1,61.8,59.0,5.01,4.99,3.09,between 950.0 and 2401.0
1.24,Very Good,J,VS1,62.9,59.0,7.03,6.98,4.38,greater than 5324.25
0.72,Ideal,F,VVS2,61.3,56.0,5.69,5.66,3.49,between 950.0 and 2401.0
0.55,Good,E,SI2,61.1,62.0,5.25,5.23,3.24,between 950.0 and 2401.0
1.12,Premium,I,SI1,62.6,58.0,6.74,6.69,4.23,between 2401.0 and 5324.25
0.79,Fair,F,VS2,62.4,66.0,6.05,6.0,3.79,between 2401.0 and 5324.25
0.61,Very Good,D,VVS2,61.2,62.0,5.36,5.34,3.3,between 950.0 and 2401.0
0.46,Ideal,H,SI1,61.7,56.0,4.91,4.93,3.01,between 950.0 and 2401.0
1.15,Good,G,SI2,62.8,57.0,6.85,6.8,4.27,greater than 5324.25
0.69,Premium,E,VS1,62.4,58.0,5.59,5.56,3.44,between 950.0 and 2401.0
1.04,Fair,J,SI1,62.9,59.0,6.66,6.61,4.11,between 2401.0 and 5324.25
0.71,Premium,E,SI1,62.2,58.0,5.63,5.69,3.54,between 2401.0 and 5324.25
1.03,Very Good,F,VS2,61.8,59.0,6.41,6.36,4.06,greater than 5324.25
0.28,Ideal,G,VS1,61.9,55.0,4.24,4.26,2.62,less than 950.0
0.42,Premium,D,SI2,63.1,56.0,4.81,4.85,2.96,between 950.0 and 2401.0
0.93,Good,H,VS1,62.4,58.0,6.1,6.05,3.81,between 2401.0 and 5324.25
0.31,Ideal,F,VVS1,60.6,57.0,4.31,4.33,2.63,less than 950.0
1.08,Ideal,I,VS1,62.5,55.0,6.59,6.53,4.09,greater than 5324.25
0.44,Premium,G,SI1,61.1,60.0,4.89,4.92,2.99,less than 950.0
0.98,Very Good,D,VS2,61.4,59.0,6.29,6.25,3.88,between 2401.0 and 5324.25
0.36,Ideal,E,IF,61.2,56.0,4.47,4.49,2.76,less than 950.0
0.82,Ideal,G,VS1,62.8,56.0,5.99,6.01,3.72,between 2401.0 and 5324.25
0.55,Ideal,J,SI1,61.3,55.0,5.29,5.31,3.26,between 950.0 and 2401.0
1.09,Premium,E,SI2,60.9,60.0,6.63,6.58,4.11,greater than 5324.25
0.41,Fair,H,VS2,56.4,65.0,4.7,4.72,2.95,between 950.0 and 2401.0
0.76,Ideal,F,VS2,61.2,55.0,5.93,5.9,3.59,between 2401.0 and 5324.25
0.32,Ideal,F,IF,61.3,56.0,4.42,4.44,2.71,between 950.0 and 2401.0
0.51,Ideal,G,SI1,61.8,55.0,5.07,5.09,3.17,between 950.0 and 2401.0
0.67,Good,J,VS1,64.1,55.6,5.53,5.56,3.56,between 950.0 and 2401.0
0.32,Ideal,G,VVS2,61.4,56.0,4.44,4.46,2.72,less than 950.0
0.59,Ideal,G,VS1,61.2,58.0,5.4,5.42,3.31,between 950.0 and 2401.0
1.0,Premium,D,SI2,60.9,60.0,6.46,6.41,3.92,between 2401.0 and 5324.25
0.9,Good,D,SI1,61.9,64.0,6.09,6.01,3.75,between 2401.0 and 5324.25
