fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.3352,0.574254,0.5712734,2.271211,0.101775795,31.262884,80.84101,0.99627435,2.8444517,0.61686987,9.435569,between 5.0 and 6.0
7.960163,0.6293011,0.2772018,2.5228498,0.060008816,16.227852,49.083942,0.99564505,3.3762665,0.66632074,9.567211,greater than 6.0
8.016312,0.3570785,0.20689903,2.0306861,0.10759881,8.162261,22.334024,0.9965202,3.3488252,0.5152092,9.50357,greater than 6.0
8.080075,0.7744367,0.17987396,2.091632,0.07998446,10.983231,42.33522,0.9958824,3.213765,0.4522078,10.061907,between 5.0 and 6.0
6.097341,0.22715963,0.21038488,2.6192365,0.10437267,5.3755155,14.236188,0.99693197,3.4187167,0.8309557,9.292675,between 5.0 and 6.0
7.6021695,0.33341092,0.29371697,2.7057426,0.053827424,7.7826586,16.44928,0.9954919,3.3010485,0.46441504,9.515948,greater than 6.0
8.366815,0.22974294,0.5259293,1.8103601,0.12606055,8.105942,38.198067,0.99760836,3.333579,0.6774527,10.812459,greater than 6.0
9.174913,0.9108709,0.23298007,2.602988,0.043995295,22.074995,72.35426,0.99475133,3.4492383,0.58071727,12.429824,between 5.0 and 6.0
8.549839,0.4052805,0.44837096,2.4063373,0.069941044,1.2195503,13.316913,0.9960411,3.3755207,0.6519269,11.30804,greater than 6.0
8.689478,0.26793814,0.43020377,1.5380949,0.04376505,30.0735,58.37409,0.99586105,3.3460228,0.5817604,9.4637165,between 5.0 and 6.0
7.564627,0.5483642,0.33338892,1.7567092,0.082787015,16.373419,49.62567,0.9983465,3.4593086,0.7903537,14.193019,between 5.0 and 6.0
6.5257435,0.7961712,0.131817,1.8425342,0.093052275,24.377068,94.316795,0.9942979,3.1638367,0.4823974,8.7177515,between 5.0 and 6.0
7.0612693,0.34089583,0.1532475,1.9033098,0.122861624,28.011211,59.079002,0.9971438,3.3019865,0.8096225,9.197063,between 5.0 and 6.0
7.542399,0.68636703,0.25029448,2.0734854,0.07761368,10.101487,17.462362,0.9969247,3.2331731,0.5167745,9.77538,between 5.0 and 6.0
10.133066,0.5137111,0.3624594,2.5301433,0.119206905,32.285133,46.81847,0.9977453,3.3156016,0.5747122,9.865982,between 5.0 and 6.0
8.229187,0.5693517,0.23186012,2.415824,0.087541364,7.3924866,14.03983,0.99615514,3.2881067,0.589956,9.459942,greater than 6.0
