fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.088182,0.42830434,0.42692035,2.1189432,0.07673047,18.393606,82.949554,0.99749887,3.2575698,0.62230027,10.040671,between 5.0 and 6.0
6.524922,0.5005125,0.0928965,1.4990815,0.06539346,12.76654,34.673275,0.9954131,3.6009064,0.5516753,9.621932,between 5.0 and 6.0
8.325719,0.45838553,0.28031552,2.1837363,0.11491275,13.447382,36.198647,0.99632555,3.2961314,0.67436695,11.217578,between 5.0 and 6.0
8.60885,0.8249594,0.19114448,2.6824374,0.08291067,14.076474,40.707386,0.99618864,3.2367806,0.5253558,10.599172,between 5.0 and 6.0
11.187514,0.36634582,0.6646384,2.575619,0.07716785,2.7914457,8.366325,0.99637556,3.1228719,0.61962503,12.033215,greater than 6.0
8.069075,0.80277216,0.27752224,2.7936146,0.080730416,21.13485,44.124733,0.99784744,3.3569434,0.5660342,10.81008,between 5.0 and 6.0
9.049186,0.5521702,0.24579334,2.6213195,0.08342551,21.13338,55.701,0.9970929,3.1502905,0.51406336,9.550232,between 5.0 and 6.0
8.14221,0.71075225,0.22740653,2.2282486,0.09124493,18.425543,93.03825,0.9976303,3.2622068,0.41342884,9.463383,greater than 6.0
8.0978155,0.719573,0.16553374,2.146575,0.0914261,3.814456,10.46309,0.9952848,3.5280917,0.6186917,13.270772,greater than 6.0
10.399835,0.7465691,0.21386768,1.4755576,0.08799848,10.163004,29.220436,0.99861544,3.274914,0.46227485,9.25638,between 5.0 and 6.0
9.868171,0.82033163,0.31988928,7.8489437,0.09768238,18.863178,65.10859,1.0009322,3.1552703,0.4481413,9.446382,between 5.0 and 6.0
9.7450285,0.465999,0.4520565,2.2579916,0.0788263,24.89525,123.34815,0.9970382,3.1301277,0.6121957,9.669449,between 5.0 and 6.0
7.3216553,0.5002381,-0.0045394786,1.9146782,0.087683454,17.171738,113.45789,0.9965819,3.3281224,0.52656233,9.204421,between 5.0 and 6.0
8.842002,0.7285619,0.042232063,2.148899,0.06806326,18.607391,48.451817,0.99741906,3.3496487,0.5371491,9.636464,between 5.0 and 6.0
8.993457,0.36648583,0.4955214,1.9874785,0.08858494,34.38239,41.27592,0.9967327,3.1573508,0.7443658,10.006122,greater than 6.0
9.290061,0.597406,0.27489933,4.1452026,0.079261616,29.090225,138.62894,0.9978115,3.1944635,0.5280335,9.5178385,between 5.0 and 6.0
8.937249,0.43360102,0.42522782,1.8598022,0.06971037,10.984759,22.772608,0.99519914,3.379691,0.55709887,11.052129,greater than 6.0
8.006555,0.37414137,0.5803476,1.6204908,0.080455065,27.248453,79.17464,0.9953282,3.3932445,0.6694426,9.713874,between 5.0 and 6.0
